rank,make,model_gen,generation,segment,score,weight_coverage,stock,rarity,conservation,sorn_ratio,recent_inflection_point,relative_attrition,inflection_year,latest_year,components_available
19,LOTUS,EXIGE,S2,SPORTIVE,0.655986667525384,1.0,407,0.44293264267938004,0.8571428571428571,0.43337264150943394,1.0,-0.039911987895540374,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
20,PORSCHE,944,944,COUPE,0.6529688626064756,1.0,3166,0.2527496398270341,0.8839285714285714,0.7176217290493541,1.0,-0.04333197596471402,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
21,MERCEDES-BENZ,C43 AMG,W202,SPORTIVE,0.6518872503179736,1.0,221,0.49954506194225534,0.5848214285714285,0.6542056074766355,1.0,-0.01338662539791935,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
22,NISSAN,200SX,S14,COUPE,0.6451838149399789,1.0,403,0.4438482884783621,0.5089285714285714,0.813023855577047,1.0,-0.007057189370242258,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
23,VOLKSWAGEN,CORRADO,53I,COUPE,0.6400816590341087,1.0,1735,0.3085101676995731,0.6919642857142857,0.7955601445534332,1.0,-0.023502105559480103,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
24,TOYOTA,SUPRA,A80,SPORTIVE,0.6276312366230263,1.0,265,0.48271226733166633,0.5803571428571428,0.5679632867132867,1.0,-0.013043866156064045,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
25,RENAULT,TWINGO RS,MK2,GTI,0.6230005074607563,1.0,708,0.3916064161064446,0.9553571428571428,0.2354948805460751,1.0,-0.06874735089276901,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
26,OPEL,VX220,VX220,ROADSTER,0.6115773515276957,1.0,655,0.3988199495609005,0.5357142857142857,0.6903089887640449,1.0,-0.009808579022754671,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
27,FORD,FOCUS RS,MK2,GTI,0.6095318878190785,1.0,1583,0.317010194481027,0.9419642857142857,0.31543624161073824,1.0,-0.05888475548657442,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
28,PEUGEOT,309 GTI,MK1,GTI,0.6087347133618342,1.0,148,0.5367165279725875,0.9955357142857142,0.86,0.0,-0.1641586606430196,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
29,HONDA,PRELUDE,BB,COUPE,0.6073874348588115,1.0,1001,0.35950051224535595,0.59375,0.6656237778646852,1.0,-0.014019918239780008,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
30,BMW,Z4 M,E85_86,ROADSTER,0.6009440419305814,1.0,458,0.4319878618772148,0.5758928571428571,0.5288753799392097,1.0,-0.012814828523419017,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
31,HONDA,CIVIC TYPE R,EP3,GTI,0.598205323839992,1.0,2,0.9357394453460071,0.9910714285714285,0.1146433041301627,0.0,-0.1512284400324096,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
32,TOYOTA,SUPRA,A70,SPORTIVE,0.5955956292979362,1.0,370,0.45176869538242936,0.49553571428571425,0.5679632867132867,1.0,-0.005966574645276168,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
33,OPEL,MONARO,V2,SPORTIVE,0.594450830565453,1.0,605,0.4061816235534622,0.6294642857142857,0.4746059544658494,1.0,-0.016793586315442706,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
34,RENAULT,CLIO RS,MK2,GTI,0.5938204467281749,1.0,1647,0.3133358209746999,0.9375,0.24888954693514953,1.0,-0.058690660864571406,2021,2025,rarity|conservation|sorn_ratio|recent_inflection_point
35,MERCEDES-BENZ,SLS AMG,C197,SUPERCAR,0.587628991663327,1.0,224,0.4982950423279965,0.4508928571428571,0.5025125628140703,1.0,-0.002974520157380013,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
36,PEUGEOT,205 GTI,MK1,GTI,0.5832697087985097,1.0,1989,0.2958439231380129,0.42410714285714285,0.8684877499295973,1.0,-0.0002933082792616268,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
37,PEUGEOT,106 RALLYE,S2,GTI,0.5783056662926312,1.0,224,0.4982950423279965,0.90625,0.8866995073891626,0.0,-0.05284799485149587,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
38,MERCEDES-BENZ,CL,C216,COUPE,0.5760919833633806,1.0,1375,0.33006984366635345,0.6651785714285714,0.47136447611506993,1.0,-0.02065101341535562,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
39,ASTON MARTIN,VANQUISH,I,SUPERCAR,0.5723335966442555,1.0,110,0.5642260635006626,0.45982142857142855,0.2994955863808323,1.0,-0.003247036330022691,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
40,ASTON MARTIN,DB9,DB9,COUPE,0.5651668286705275,1.0,3465,0.24438329494837438,0.8348214285714285,0.35463659147869675,1.0,-0.03863558016901673,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
41,FERRARI,F430,F430,SUPERCAR,0.5576187083369275,1.0,960,0.36337771542977,0.5178571428571428,0.5048611111111111,1.0,-0.0076158846016226925,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
42,JAGUAR,XK,X150,COUPE,0.5545630319376711,1.0,10040,0.1457541385685312,0.9017857142857142,0.3905132743362832,1.0,-0.0484011410517405,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
43,RENAULT,CLIO RS,MK3,GTI,0.5518491636204529,1.0,2541,0.27313725699345337,0.8258928571428571,0.24888954693514953,1.0,-0.03721876468263073,2024,2025,rarity|conservation|sorn_ratio|recent_inflection_point
44,SEAT,LEON CUPRA,1P,GTI,0.5475642827191134,1.0,1211,0.34184448204379275,0.7321428571428571,0.22441499859035804,1.0,-0.028679951363660933,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
45,TVR,CERBERA,CERBERA,COUPE,0.5457975782686566,1.0,293,0.4734003792802158,0.9732142857142857,0.6840193704600485,0.0,-0.07877515629795884,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
46,ALFA ROMEO,4C,960,SPORTIVE,0.5356647258331484,1.0,480,0.427638270083763,0.5044642857142857,0.2993762993762994,1.0,-0.006841634874022191,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
47,LOTUS,EVORA,122,SPORTIVE,0.5355976953625343,1.0,682,0.39507504797458765,0.5491071428571428,0.3002232142857143,1.0,-0.010352571828657453,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
48,OPEL,ASTRA OPC,H,GTI,0.5347902776695053,1.0,2909,0.26059829281905034,0.5982142857142857,0.47013651877133106,1.0,-0.015020686818578254,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
49,ALFA ROMEO,147 GTA,937,GTI,0.533085483824737,1.0,153,0.5336362318894249,0.9866071428571428,0.49830508474576274,0.0,-0.12540908701940828,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
50,TVR,SAGARIS,SAGARIS,SPORTIVE,0.5290686577324561,1.0,79,0.5949155527049768,0.8883928571428571,0.49375,0.0,-0.04566086172476025,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
51,BMW,Z8,E52,ROADSTER,0.5284539754199026,1.0,78,0.596096567192474,0.7633928571428571,0.6448598130841121,0.0,-0.03334009829429218,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
52,FERRARI,458,458,SUPERCAR,0.5274208767139297,1.0,1144,0.3471210326854159,0.48660714285714285,0.42138364779874216,1.0,-0.0048350261599502745,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
53,HONDA,S2000,AP1_AP2,ROADSTER,0.5219442506427947,1.0,3801,0.23580298967240537,0.5580357142857143,0.49952137843012123,1.0,-0.010708264679143056,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
54,RENAULT,AVANTIME,MK1,COUPE,0.5162724229834834,1.0,318,0.46580953051970325,0.9151785714285714,0.6222222222222222,0.0,-0.05373629318546502,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
55,VOLKSWAGEN,LUPO GTI,6X,GTI,0.513576978582988,1.0,357,0.4550846168895073,0.96875,0.5605493133583022,0.0,-0.0777822732368758,2017,2025,rarity|conservation|sorn_ratio|recent_inflection_point
56,RENAULT,5 GT TURBO,MK2,GTI,0.5095347149629252,1.0,585,0.4092981652001946,0.7723214285714285,0.866,0.0,-0.03396649543821514,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
57,RENAULT,MEGANE RS,MK2,GTI,0.5090058137725584,1.0,751,0.38614018536767464,0.46428571428571425,0.28892660161221895,1.0,-0.0035871325685881005,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
58,LANCIA,DELTA INTEGRALE,831,SPORTIVE,0.5044996243686066,1.0,524,0.41950722749706565,0.7857142857142857,0.8062176165803109,0.0,-0.03516005191359698,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
59,VOLKSWAGEN,POLO GTI,9N,GTI,0.5029448136158807,1.0,618,0.404210643372876,0.5892857142857143,0.0707482993197279,1.0,-0.014008025364435893,2022,2025,rarity|conservation|sorn_ratio|recent_inflection_point
60,NISSAN,GT-R,R35,SUPERCAR,0.5016107314020748,1.0,2004,0.29514738805444174,0.5223214285714285,0.3386439422008151,1.0,-0.007943072998227343,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
61,OPEL,CORSA VXR,D,GTI,0.4995244044386615,1.0,3869,0.2341590952112802,0.6607142857142857,0.2619507484307098,1.0,-0.01990167273517343,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
62,MERCEDES-BENZ,E63 AMG,W212,SPORTIVE,0.4918147706967266,1.0,707,0.391737452712746,0.42857142857142855,0.23781902552204176,1.0,-0.0005354971275695064,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
63,AUDI,S8,D2,PREMIUM,0.4904870707380006,1.0,141,0.541208470114188,0.9508928571428571,0.3167044595616024,0.0,-0.06508708799454314,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
64,PORSCHE,BOXSTER,981,ROADSTER,0.4895441603614343,1.0,4863,0.21296044669553155,0.6339285714285714,0.2826293058042768,1.0,-0.017129500026463365,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
65,MASERATI,GRANTURISMO,M145,COUPE,0.48323518780233093,1.0,2542,0.2731007791714111,0.5535714285714285,0.24628528974739972,1.0,-0.01051578192960919,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
66,BMW,8 SERIES,E31,COUPE,0.48229647211186266,1.0,743,0.3871330557251223,0.4732142857142857,0.14248165589749207,1.0,-0.004061822314905289,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
67,PORSCHE,928,928,COUPE,0.4819195366943997,1.0,1549,0.31902309925026806,0.9464285714285714,0.6682715454983149,0.0,-0.06336482835588993,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
68,PORSCHE,CAYMAN,981,COUPE,0.4805241857619482,1.0,4102,0.22873764022418408,0.6785714285714285,0.15411577270313329,1.0,-0.021368068629489777,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
69,RENAULT,MEGANE RS,MK3,GTI,0.480325539972094,1.0,1584,0.31695164797859243,0.4464285714285714,0.28892660161221895,1.0,-0.002772964730612497,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
70,BMW,M3,E46,SPORTIVE,0.4778849365931287,1.0,4699,0.21614088300672704,0.5267857142857143,0.35269599484672803,1.0,-0.009609740946802628,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
71,OPEL,ASTRA OPC,G,GTI,0.4766637688844267,1.0,205,0.506512349351479,0.8214285714285714,0.47013651877133106,0.0,-0.03696649610638786,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
72,NISSAN,370Z,Z34,SPORTIVE,0.4741700888968535,1.0,2298,0.28245616695222103,0.5625,0.1734271523178808,1.0,-0.011091524168061064,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
73,JAGUAR,S-TYPE R,X200,PREMIUM,0.4739265173114572,1.0,429,0.43805212724527354,0.8973214285714285,0.4813895781637717,0.0,-0.04814929149647569,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
74,FIAT,COUPE,175,COUPE,0.4702134459588557,1.0,878,0.37165534020653457,0.75,0.7631703844328429,0.0,-0.03277069804191203,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
75,SKODA,OCTAVIA VRS,1Z,GTI,0.46861321250487586,1.0,8999,0.15590233700514455,0.7946428571428571,0.0769334013368051,1.0,-0.035910853351220975,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
76,BMW,M3,E9X,SPORTIVE,0.46827905403737485,1.0,4040,0.23014958590865486,0.46875,0.35269599484672803,1.0,-0.003618987693878001,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
77,MERCEDES-BENZ,SL,R129,ROADSTER,0.4680690414450399,1.0,3269,0.2497815655126587,0.4419642857142857,0.3507721104351895,1.0,-0.0024507903356374428,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
78,PORSCHE,968,968,COUPE,0.46774803737782544,1.0,452,0.43321040772771996,0.7589285714285714,0.6319612590799032,0.0,-0.03302460162309565,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
79,MERCEDES-BENZ,C63 AMG,W204,SPORTIVE,0.46507307537121206,1.0,3476,0.2440894487957975,0.53125,0.23414634146341465,1.0,-0.009653749613954155,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
80,FORD,FOCUS ST,MK2,GTI,0.4618972177633698,1.0,10641,0.14036431880948508,0.8035714285714285,0.05938424518596446,1.0,-0.036129526002166554,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
81,ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,0.4616944395863586,1.0,4052,0.22987462263188757,0.5133928571428571,0.2644505368974183,1.0,-0.007259420595989788,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
82,AUDI,RS4,B7,SPORTIVE,0.45803946597491446,1.0,1499,0.3220649857574797,0.4196428571428571,0.20203003337041156,1.0,-0.0001409885924960469,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
83,MG,RV8,RV8,ROADSTER,0.45600958570911354,1.0,294,0.4730845071398083,0.6875,0.5927750410509032,0.0,-0.023488309795021735,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
84,ALFA ROMEO,GTV,916,COUPE,0.4529579047204225,1.0,893,0.3700848613724674,0.7678571428571428,0.657319587628866,0.0,-0.03365543425306847,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
85,VOLVO,S60 R,P2,SPORTIVE,0.4529045224926571,1.0,730,0.3887694987373188,0.9107142857142857,0.4457831325301205,0.0,-0.05355687115664721,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
86,RENAULT,CLIO WILLIAMS,MK1,GTI,0.4484831632405058,1.0,142,0.5405532844648407,0.33928571428571425,0.8723404255319149,0.0,0.005825674616390511,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
87,MERCEDES-BENZ,190E 2.5-16,W201,SPORTIVE,0.44512778266052966,1.0,89,0.5838657779346945,0.25,0.8913738019169329,0.0,0.01723822215589843,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
88,PEUGEOT,208 GTI,MK1,GTI,0.4447485820665662,1.0,4953,0.21126036757262043,0.625,0.07278726708074534,1.0,-0.016627988861577972,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
89,MASERATI,3200 GT,338,COUPE,0.44427238829187354,1.0,326,0.46350609815370414,0.5669642857142857,0.7015209125475285,0.0,-0.012712644335319392,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
90,PORSCHE,911,991,SPORTIVE,0.4412467023976364,1.0,15449,0.10579986962139737,0.6026785714285714,0.26773552586502225,1.0,-0.015693025067788913,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
91,FERRARI,612,612,COUPE,0.44071188834799857,1.0,214,0.502529037618287,0.6830357142857143,0.4703389830508475,0.0,-0.022576116566460414,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
92,PEUGEOT,106 RALLYE,S1,GTI,0.4376856313331309,1.0,257,0.4855541261171791,0.36160714285714285,0.8866995073891626,0.0,0.004558245966477262,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
93,ASTON MARTIN,DB7,DB7,COUPE,0.43585541650934684,1.0,1357,0.3312914945086267,0.8616071428571428,0.522508038585209,0.0,-0.0402320525966012,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
94,SUZUKI,CAPPUCCINO,EA11R,ROADSTER,0.4336101403992192,1.0,181,0.5180557434765655,0.375,0.7927031509121062,0.0,0.002552323287001869,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
95,PORSCHE,CARRERA GT,980,SUPERCAR,0.43190932651924885,1.0,48,0.641107211981907,0.28125,0.686046511627907,0.0,0.012053778920868716,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
96,MASERATI,4200,M138,COUPE,0.42999556620235174,1.0,779,0.38274655845178823,0.7276785714285714,0.5705731394354149,0.0,-0.028214952781783126,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
97,BMW,Z4,E89,ROADSTER,0.42912039053138745,1.0,15036,0.10831198411254964,0.6205357142857143,0.18038633760283246,1.0,-0.01614671369318469,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
98,BMW,1M,E82,SPORTIVE,0.42886439663364684,1.0,221,0.49954506194225534,0.7142857142857142,0.3772609819121447,0.0,-0.027058418690936094,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
99,RENAULT,SPIDER,SPIDER,ROADSTER,0.42850113257531897,1.0,16,0.7429577813840282,0.008928571428571428,0.8311688311688312,0.0,0.11823851345693191,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
100,CITROEN,XSARA VTS,N0,GTI,0.4265142325218608,1.0,61,0.6188875291810635,0.17410714285714285,0.8318840579710145,0.0,0.032959969947175594,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
101,MITSUBISHI,ECLIPSE,1G_2G,COUPE,0.42476887535971364,1.0,231,0.4954422515946467,0.37053571428571425,0.7936507936507936,0.0,0.00422309029205703,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
102,BMW,Z3 M,E36_7,ROADSTER,0.42415778793543313,1.0,683,0.39493921149091044,0.6517857142857143,0.6149131767109295,0.0,-0.01901228802019099,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
103,TVR,GRIFFITH,GRIFFITH,ROADSTER,0.423311264658416,1.0,508,0.42238213641816774,0.6428571428571428,0.5738161559888579,0.0,-0.018029489667627782,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
104,ALFA ROMEO,8C,8C,SUPERCAR,0.4224706898700623,1.0,40,0.6580099487938701,0.2232142857142857,0.6818181818181818,0.0,0.02366160789887746,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
105,NISSAN,300ZX,Z32,SPORTIVE,0.41888025846151905,1.0,515,0.421113380184839,0.41294642857142855,0.8412698412698413,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
106,LEXUS,IS-F,XE20,SPORTIVE,0.4163602814578526,1.0,239,0.49228591667183424,0.8080357142857142,0.21025641025641026,0.0,-0.03620157871279651,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
107,VOLVO,850 R,854,SPORTIVE,0.4162234724279308,1.0,778,0.3828656443814883,0.6071428571428571,0.6521739130434783,0.0,-0.015887362783974478,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
108,TVR,TUSCAN,TUSCAN,SPORTIVE,0.4104876069427804,1.0,601,0.4067966067938115,0.6696428571428571,0.5034904013961605,0.0,-0.02085626068161236,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
109,FIAT,PUNTO GT,176,GTI,0.4020934452619795,1.0,89,0.5838657779346945,0.08928571428571427,0.8770949720670391,0.0,0.04886250905178269,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
110,MITSUBISHI,LANCER EVOLUTION,V_VI,SPORTIVE,0.4019196743336848,1.0,38,0.6627652672021652,0.17857142857142855,0.6265448683503493,0.0,0.0314665980521102,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
111,NISSAN,SKYLINE GT-R,R34,SPORTIVE,0.3964401218313369,1.0,24,0.7053677666359,0.0,0.7478070175438597,0.0,0.1315014622022228,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
112,MAZDA,RX-7,FD,SPORTIVE,0.3873278820283145,1.0,115,0.560105012447924,0.13839285714285712,0.7834645669291339,0.0,0.03633286452582778,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
113,OPEL,CALIBRA,A,COUPE,0.3872077619197116,1.0,966,0.36280009123392215,0.3526785714285714,0.8602904356534802,0.0,0.0053935948112461,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
114,FERRARI,599,599,SUPERCAR,0.38353742991393636,1.0,354,0.45586697076043753,0.4821428571428571,0.5172413793103449,0.0,-0.004619654533894714,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
115,FORD,SIERRA COSWORTH,MK2,SPORTIVE,0.38231707442688356,1.0,823,0.3776526819672133,0.33035714285714285,0.8377467501203659,0.0,0.005966574645276168,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
116,CITROEN,SAXO VTS,S0,GTI,0.38156636134403876,1.0,510,0.42201785939340203,0.21875,0.8958630527817404,0.0,0.02388950576683424,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
117,LOTUS,ELISE,S1,SPORTIVE,0.3806453866588714,1.0,1402,0.3282670311101808,0.6473214285714285,0.5196078431372549,0.0,-0.018303101080029936,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
118,VOLKSWAGEN,GOLF GTI,MK6,GTI,0.3791377831808718,1.0,5039,0.2096644672792311,0.9776785714285714,0.3066778838799904,0.0,-0.08757739208241722,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
119,PEUGEOT,306 S16,MK1,GTI,0.3778782384360384,1.0,120,0.5561593793917489,0.017857142857142856,0.8937908496732027,0.0,0.11014435814424067,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
120,TVR,CHIMAERA,CHIMAERA,ROADSTER,0.3759570851761037,1.0,1682,0.3113863388550982,0.6116071428571428,0.5703504043126685,0.0,-0.015960205596575815,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
121,LOTUS,ELISE,S2,SPORTIVE,0.3740207961292267,1.0,1842,0.302962078576502,0.65625,0.5196078431372549,0.0,-0.019179918605572194,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
122,HONDA,CIVIC TYPE R,FN2,GTI,0.366609339739419,1.0,1978,0.29635806220151234,0.9598214285714285,0.1146433041301627,0.0,-0.06902719116248762,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
123,FORD,FIESTA ST,MK7,GTI,0.3630097953699934,1.0,36784,0.025373614037799565,0.5714285714285714,0.056359437998103494,1.0,-0.012730531663667957,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
124,BMW,135I,E82,SPORTIVE,0.36050213703628864,1.0,965,0.36289611235439,0.7410714285714285,0.2411032028469751,0.0,-0.030144003911283253,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
125,JAGUAR,XK,X100,COUPE,0.35652775875650405,1.0,7428,0.17368907233662528,0.8705357142857142,0.3905132743362832,0.0,-0.04200648778527741,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
