rank,make,model_gen,generation,segment,score,weight_coverage,stock,rarity,conservation,sorn_ratio,recent_inflection_point,relative_attrition,inflection_year,latest_year,components_available
126,LEXUS,SC430,Z40,ROADSTER,0.3553347980250421,1.0,1680,0.3114966403357171,0.7455357142857142,0.2996352266805628,0.0,-0.030223304131465525,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
127,MERCEDES-BENZ,SLR MCLAREN,C199,SUPERCAR,0.35489347657461984,1.0,48,0.641107211981907,0.026785714285714284,0.6190476190476191,0.0,0.09804279167028071,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
128,HONDA,CRX,ED9_EE8,COUPE,0.3535257688614183,1.0,685,0.39466813415296853,0.19642857142857142,0.8314238952536824,0.0,0.02941879988342619,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
129,MITSUBISHI,LANCER EVOLUTION,VII_IX,SPORTIVE,0.3533629640390339,1.0,528,0.41880221738071366,0.32589285714285715,0.6265448683503493,0.0,0.005981748810323165,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
130,VOLKSWAGEN,GOLF R,MK6,SPORTIVE,0.3528753561180421,1.0,999,0.3596859290742097,0.8482142857142857,0.07465854756748644,0.0,-0.03920371780905764,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
131,PEUGEOT,406 COUPE,MK1,COUPE,0.3511485310596524,1.0,305,0.4696791419369124,0.13392857142857142,0.7663934426229508,0.0,0.036785896445985206,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
132,AUDI,S3,8L,GTI,0.3451179936175729,1.0,1061,0.3541037385136442,0.8169642857142857,0.08470306854612997,0.0,-0.03667958325079229,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
133,LOTUS,EXIGE,S1,SPORTIVE,0.3373821432532145,1.0,41,0.6557207365956301,0.08482142857142856,0.43337264150943394,0.0,0.05167480532425521,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
134,MERCEDES-BENZ,CL,C140,COUPE,0.3371276171127223,1.0,97,0.5758859400930442,0.16517857142857142,0.47136447611506993,0.0,0.03314651292092134,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
135,MITSUBISHI,LANCER EVOLUTION,X,SPORTIVE,0.33435612657496216,1.0,586,0.4091398246262229,0.26339285714285715,0.6265448683503493,0.0,0.016053859471123033,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
136,PORSCHE,CAYMAN,987,COUPE,0.3325636635272151,1.0,5286,0.20522798485964047,0.9196428571428571,0.15411577270313329,0.0,-0.05527017801690626,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
137,MERCEDES-BENZ,E55 AMG,W211,SPORTIVE,0.3320165882789668,1.0,458,0.4319878618772148,0.2857142857142857,0.5469613259668509,0.0,0.012015870964075706,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
138,SAAB,900 TURBO,CLASSIC,COUPE,0.3306695467170777,1.0,1056,0.3545416627267207,0.24553571428571427,0.7259801809564843,0.0,0.018212579881223462,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
139,MAZDA,MX-3,EC,COUPE,0.3301852517164459,1.0,336,0.4607050275798682,0.04464285714285714,0.7888888888888889,0.0,0.07771331674443009,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
140,VOLKSWAGEN,SCIROCCO,MK3,COUPE,0.3285772605462023,1.0,48364,0.0,0.43303571428571425,0.10159165987386846,1.0,-0.00211419841772139,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
141,PEUGEOT,206 GTI,MK1,GTI,0.3261126537642296,1.0,650,0.399530362106293,0.125,0.7751351351351351,0.0,0.04315365508279595,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
142,PORSCHE,911,993,SPORTIVE,0.3237141823563665,1.0,3414,0.24575797562593246,0.7366071428571428,0.26773552586502225,0.0,-0.028932932631000018,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
143,VOLKSWAGEN,GOLF GTI,MK5,GTI,0.32146445891902853,1.0,10261,0.1437355816331483,0.8392857142857142,0.3066778838799904,0.0,-0.03892011104061602,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
144,PORSCHE,911,996,SPORTIVE,0.32094667413229216,1.0,10081,0.1453763194755159,0.8660714285714285,0.26773552586502225,0.0,-0.04155883819815006,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
145,PORSCHE,BOXSTER,987,ROADSTER,0.3193087659552961,1.0,9786,0.14812972798411655,0.84375,0.2826293058042768,0.0,-0.0389417791059774,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
146,PORSCHE,911,964,SPORTIVE,0.3177871540112278,1.0,3334,0.2479562619867608,0.7098214285714285,0.26773552586502225,0.0,-0.026487121247228632,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
147,TOYOTA,CELICA,T200,COUPE,0.31690864304602606,1.0,1217,0.3413862848169151,0.3169642857142857,0.5909118596576719,0.0,0.007720398101453821,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
148,VOLVO,480,480,COUPE,0.3167534671049934,1.0,876,0.3718667619253557,0.07589285714285714,0.8381344307270233,0.0,0.05470418227315281,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
149,SUBARU,IMPREZA WRX,GC8,SPORTIVE,0.3113231661590796,1.0,1158,0.34599337554242704,0.30357142857142855,0.571663137881865,0.0,0.009004540135415962,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
150,MASERATI,QUATTROPORTE,M139,PREMIUM,0.31042264501888495,1.0,1048,0.3552466728430727,0.4776785714285714,0.3333333333333333,0.0,-0.0042344500494406745,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
151,CITROEN,DS3 RACING,A55,GTI,0.3080159742330057,1.0,171,0.5233246830519157,0.2901785714285714,0.26153846153846155,0.0,0.01160911300609676,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
152,TOYOTA,MR2,SW20,SPORTIVE,0.30493574416073177,1.0,2062,0.292502306402521,0.27678571428571425,0.6668175417421042,0.0,0.01278354000088288,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
153,FERRARI,360,360,SUPERCAR,0.30297084073749825,1.0,707,0.391737452712746,0.22767857142857142,0.5447154471544715,0.0,0.023548828578792896,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
154,SEAT,IBIZA CUPRA,6L,GTI,0.3027451441750239,1.0,152,0.5342441578941792,0.09821428571428571,0.45603058741744873,0.0,0.04630382636425656,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
155,TOYOTA,GT86,ZN6,COUPE,0.30100193270056064,1.0,8180,0.16474869235681516,0.9241071428571428,0.06156552330694811,0.0,-0.055985002351200144,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
156,FIAT,BARCHETTA,183,ROADSTER,0.2957776787376649,1.0,1543,0.3193828993792036,0.15625,0.7246558197747184,0.0,0.0341703982644872,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
157,PORSCHE,911,997,SPORTIVE,0.2930203639096128,1.0,15777,0.10385216781888092,0.8125,0.26773552586502225,0.0,-0.03628665251478092,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
158,MERCEDES-BENZ,E55 AMG,W210,SPORTIVE,0.2925529705169923,1.0,177,0.5201275254144305,0.004464285714285714,0.5469613259668509,0.0,0.11842789115112926,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
159,MERCEDES-BENZ,C55 AMG,W203,SPORTIVE,0.291916131801871,1.0,152,0.5342441578941792,0.12053571428571427,0.37398373983739835,0.0,0.04318641035354576,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
160,SUBARU,IMPREZA WRX,GR,SPORTIVE,0.2902516174500993,1.0,1005,0.3591307873943202,0.20089285714285712,0.571663137881865,0.0,0.028526105720723414,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
161,LEXUS,LS400,XF10_XF20,PREMIUM,0.2884884496052007,1.0,829,0.37697925249139863,0.10267857142857142,0.6543803418803419,0.0,0.045529313702357285,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
162,MERCEDES-BENZ,CL,C215,COUPE,0.2884284065843403,1.0,1221,0.3410820732772588,0.29910714285714285,0.47136447611506993,0.0,0.011397199216975032,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
163,AUDI,RS6,C6,SPORTIVE,0.28787948924079687,1.0,352,0.45639223212884195,0.39285714285714285,0.14963961140708243,0.0,0.00130825438077245,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
164,ALFA ROMEO,156,932,PREMIUM,0.28734864224748036,1.0,2323,0.2814530368068599,0.11607142857142856,0.7991111111111111,0.0,0.043249532992534284,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
165,ALFA ROMEO,SPIDER,916,ROADSTER,0.28101297500207767,1.0,1350,0.33177096265134126,0.20535714285714285,0.5677692617991126,0.0,0.027113378523567835,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
166,TOYOTA,MR2,ZZW30,ROADSTER,0.2797312941857991,1.0,5145,0.20773449014761142,0.29464285714285715,0.6668175417421042,0.0,0.011500734649792108,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
167,BMW,M5,E60,SPORTIVE,0.2744789852708742,1.0,825,0.3774276615083833,0.3571428571428571,0.2654679472861291,0.0,0.00497999176667506,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
168,BMW,M5,E34,SPORTIVE,0.26798083043447424,1.0,152,0.5342441578941792,0.11160714285714285,0.2654679472861291,0.0,0.04491474968324397,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
169,AUDI,RS4,B5,SPORTIVE,0.2671955086736778,1.0,134,0.5459291893865995,0.14285714285714285,0.20203003337041156,0.0,0.03599301742757073,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
170,AUDI,TT,8J,COUPE,0.2666275639391028,1.0,46045,0.004555370691556631,0.9285714285714285,0.1644516352710043,0.0,-0.05675412602400461,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
171,JAGUAR,F-TYPE,X152,SPORTIVE,0.26622268769228763,1.0,16055,0.10223281710918317,0.8526785714285714,0.08635779423465328,0.0,-0.03961125824913703,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
172,MINI,COOPER S,R56,GTI,0.26570093613955725,1.0,32660,0.0363977422587717,0.9330357142857142,0.09851398888779302,0.0,-0.05758857164314331,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
173,MAZDA,MX-5,NC,ROADSTER,0.2648041399575008,1.0,41005,0.015302605690096387,0.7901785714285714,0.309517925544121,0.0,-0.03569120424978323,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
174,AUDI,RS6,C5,SPORTIVE,0.2631408387697297,1.0,288,0.47499608792579284,0.26785714285714285,0.14963961140708243,0.0,0.014384435839642773,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
175,MAZDA,RX-8,SE3P,COUPE,0.26266933608804666,1.0,2433,0.27716382688978825,0.05803571428571428,0.7557653405259609,0.0,0.06338267770118833,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
176,VOLKSWAGEN,POLO GTI,6R,GTI,0.2616795214377166,1.0,1108,0.35008531878220306,0.5,0.0707482993197279,0.0,-0.00635258315889671,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
177,SUBARU,IMPREZA WRX,GD,SPORTIVE,0.2611591087574344,1.0,5821,0.196289946231604,0.3125,0.571663137881865,0.0,0.00811691305486291,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
178,JAGUAR,XJ,X300_X308,PREMIUM,0.2605525401933883,1.0,3608,0.24063407803245798,0.3883928571428571,0.39616199298156873,0.0,0.0016189264414143978,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
179,FERRARI,CALIFORNIA,F149,ROADSTER,0.25780563754615393,1.0,1403,0.32820092887313856,0.3794642857142857,0.2403462050599201,0.0,0.002482000579002726,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
180,SMART,ROADSTER,452,ROADSTER,0.25732808118037853,1.0,3011,0.257403295850998,0.23214285714285712,0.5460060667340748,0.0,0.020778177670731725,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
181,ABARTH,500,312,GTI,0.25722139361331736,1.0,23561,0.06667243297249809,0.8928571428571428,0.05335878179328658,0.0,-0.04723290506085649,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
182,VOLKSWAGEN,PHAETON,3D,PREMIUM,0.2555171947408344,1.0,959,0.3634743369950808,0.1607142857142857,0.44061302681992337,0.0,0.033577484730791696,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
183,MASERATI,GHIBLI,II,COUPE,0.2527262765735195,1.0,54,0.6301877371396435,0.040178571428571425,0.11057962858750703,0.0,0.08507696934916072,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
184,VOLKSWAGEN,GOLF R,MK4,SPORTIVE,0.24843766957810723,1.0,698,0.3929251920213346,0.3839285714285714,0.07465854756748644,0.0,0.002368885472856963,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
185,VOLKSWAGEN,GOLF GTI,MK2,GTI,0.24760931479744586,1.0,3554,0.24203210863270797,0.40625,0.3066778838799904,0.0,0.00029330827926161984,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
186,ALFA ROMEO,BRERA,939,COUPE,0.2445572430124442,1.0,1849,0.30261043432686036,0.24107142857142855,0.39187866927592957,0.0,0.018533435860695377,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
187,BMW,M3,E36,SPORTIVE,0.24370141546901253,1.0,860,0.37357572061129324,0.16964285714285712,0.35269599484672803,0.0,0.03309135653380816,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
188,AUDI,R8,42,SUPERCAR,0.2435168149916062,1.0,1881,0.3010196884507224,0.3482142857142857,0.25553176302640973,0.0,0.0055112249212485595,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
189,BMW,M5,E39,SPORTIVE,0.24344680753721637,1.0,690,0.3939938883918099,0.20982142857142855,0.2654679472861291,0.0,0.024909009519208755,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
190,SUBARU,BRZ,ZC6,COUPE,0.24134557847609575,1.0,954,0.363958961117582,0.40178571428571425,0.06756756756756757,0.0,0.0005126112595463077,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
191,MG,MGF,MGF,ROADSTER,0.239827475303231,1.0,4539,0.21935257922624055,0.049107142857142856,0.7538864342988054,0.0,0.07508172762273223,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
192,VOLKSWAGEN,POLO GTI,6N,GTI,0.2384315548565056,1.0,251,0.4877441897746613,0.21428571428571427,0.0707482993197279,0.0,0.02449169174770946,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
193,TOYOTA,CELICA,T230,COUPE,0.23220104099513683,1.0,6321,0.18865027895723147,0.1919642857142857,0.5909118596576719,0.0,0.02984385692693763,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
194,VOLKSWAGEN,GOLF R,MK5,SPORTIVE,0.23025261944073197,1.0,2791,0.26443729366965013,0.49107142857142855,0.07465854756748644,0.0,-0.0058126262676909055,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
195,NISSAN,350Z,Z33,SPORTIVE,0.2291778697030113,1.0,4072,0.22941815502570234,0.23660714285714285,0.4486486486486487,0.0,0.02019693036100205,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
196,AUDI,S4,B5,SPORTIVE,0.2291268287262363,1.0,289,0.4746747413873345,0.10714285714285714,0.18102477477477477,0.0,0.04526995034271335,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
197,MINI,COOPER S,R53,GTI,0.22883632488340103,1.0,16433,0.10007538356771306,0.6964285714285714,0.09851398888779302,0.0,-0.023927464189193032,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
198,MERCEDES-BENZ,SL,R230,ROADSTER,0.21948540888827445,1.0,8142,0.1651803704525125,0.36607142857142855,0.3507721104351895,0.0,0.004267661558953265,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
199,MERCEDES-BENZ,SLK,R171,ROADSTER,0.21900337405421347,1.0,21863,0.07360675050209507,0.6160714285714285,0.19611577117811532,0.0,-0.01600018396001642,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
200,MG,TF,TF,ROADSTER,0.21789386013660372,1.0,6863,0.181023416079391,0.15178571428571427,0.5829461796869416,0.0,0.034727787460264864,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
201,PORSCHE,BOXSTER,986,ROADSTER,0.21665407886131094,1.0,10121,0.1450091934298731,0.4375,0.2826293058042768,0.0,-0.0023501195617782605,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
202,VOLKSWAGEN,GOLF GTI,MK7,GTI,0.21626930368616656,1.0,27118,0.05363717892701209,0.5446428571428571,0.3066778838799904,0.0,-0.010326039015863781,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
203,BMW,Z3,E36_7,ROADSTER,0.21546959674161217,1.0,9129,0.15457264851624153,0.1875,0.5724708488046382,0.0,0.03040543456925185,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
204,MERCEDES-BENZ,S-CLASS,W221,PREMIUM,0.21515291133747624,1.0,8165,0.16491885156675762,0.41294642857142855,0.2709735307312696,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
205,VOLKSWAGEN,GOLF GTI,MK3,GTI,0.21383313516559901,1.0,1193,0.3432328198886557,0.1294642857142857,0.3066778838799904,0.0,0.0406710295344858,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
206,SKODA,OCTAVIA VRS,1U,GTI,0.2135021502748819,1.0,793,0.3810952204296516,0.2589285714285714,0.0769334013368051,0.0,0.016345647343874503,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
207,MERCEDES-BENZ,S-CLASS,W140,PREMIUM,0.20836675370541097,1.0,700,0.3926599318016732,0.06696428571428571,0.2709735307312696,0.0,0.05801901564802048,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
208,SEAT,LEON CUPRA,1M,GTI,0.20496188654587705,1.0,1427,0.3266284521610768,0.18303571428571427,0.22441499859035804,0.0,0.030595320150676283,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
209,MAZDA,MX-5,NA,ROADSTER,0.20490419771534363,1.0,6328,0.18854766867168818,0.30803571428571425,0.309517925544121,0.0,0.008192630387739548,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
210,CITROEN,C2 VTS,A6,GTI,0.20192813860992342,1.0,1786,0.30582430671847444,0.03125,0.43538565629228687,0.0,0.09482863389583462,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
211,SUZUKI,SWIFT SPORT,ZC31,GTI,0.20159402660886372,1.0,2175,0.2875561028641222,0.34375,0.07505945303210464,0.0,0.005515199518713654,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
212,ALFA ROMEO,GT,937,COUPE,0.19599703448388905,1.0,3167,0.25272036195421094,0.013392857142857142,0.5209834675710047,0.0,0.11651030638507513,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
213,BMW,6 SERIES,E63,COUPE,0.1875804724246808,1.0,7024,0.1788736762445557,0.33482142857142855,0.2063466429811458,0.0,0.005834828612772583,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
214,BMW,Z4,E85,ROADSTER,0.18099405301431296,1.0,11868,0.13024693814539806,0.39732142857142855,0.18038633760283246,0.0,0.0005207526738111312,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
215,VOLVO,C70,I,COUPE,0.17727232992711672,1.0,3193,0.25196236465876415,0.07142857142857142,0.35614179719703215,0.0,0.0564493748563158,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
216,FORD,FIESTA ST,MK6,GTI,0.16674414870424462,1.0,4777,0.2146146235642316,0.3214285714285714,0.056359437998103494,0.0,0.0075911996086373,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
217,MERCEDES-BENZ,S-CLASS,W220,PREMIUM,0.15977106721772294,1.0,3024,0.25700388877562574,0.0625,0.2709735307312696,0.0,0.06293975078068867,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
218,VOLKSWAGEN,GOLF GTI,MK4,GTI,0.15754327662429288,1.0,5135,0.20791485670941373,0.09375,0.3066778838799904,0.0,0.047268765240072064,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
219,MERCEDES-BENZ,CLK,C208,COUPE,0.15455735683173924,1.0,5046,0.20953576945297697,0.02232142857142857,0.3781974019017008,0.0,0.10119269952342527,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
220,MERCEDES-BENZ,CLK,C209,COUPE,0.1423909921158058,1.0,19233,0.08548901312173854,0.14732142857142858,0.3781974019017008,0.0,0.03514535208211515,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
221,PEUGEOT,RCZ,MK1,COUPE,0.13967436892457719,1.0,10957,0.1376512953930271,0.27232142857142855,0.11708029197080291,0.0,0.013474602941192515,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
222,FORD,PUMA,MK1,COUPE,0.13139938236115944,1.0,1492,0.3224989274957015,0.05357142857142857,0.025659502974033938,0.0,0.07463600195051329,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
223,AUDI,TT,8N,COUPE,0.12304072380078743,1.0,21349,0.07581235805147185,0.2544642857142857,0.1644516352710043,0.0,0.016509214407525327,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
224,MAZDA,MX-5,NB,ROADSTER,0.11710625220553218,1.0,16389,0.10032394680692076,0.08035714285714285,0.309517925544121,0.0,0.052815252802648274,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
225,MERCEDES-BENZ,SLK,R170,ROADSTER,0.09654062182008025,1.0,10886,0.13825398901681643,0.03571428571428571,0.19611577117811532,0.0,0.09054942567659861,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
