make,model_gen,generation,segment,country,level,series,year,stock,attrition,age_bucket
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2015,2766,,1
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2016,2647,,1
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2017,2507,0.04239299637324804,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2018,2386,0.04926130318894728,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2019,2268,0.05150951245981972,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2020,2107,0.05794056145136809,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2021,1968,0.06420017501522086,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2022,1805,0.07611259802688715,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2023,1629,0.08576626840071455,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2024,1437,0.10482006384439124,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2025,1314,0.10582822390747519,3
ALFA ROMEO,BRERA,939,COUPE,NL,generation,RDW,2026,535,,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2014,35,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2015,39,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2016,27,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2017,26,0.09908384115597713,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2018,25,0.14822860708714858,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2019,17,0.154207840649371,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2020,18,0.12257492670843921,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2021,18,0.10950135565734535,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2022,16,0.020208207272145007,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2023,14,0.08377147609363537,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2024,13,0.10847413347820926,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2025,13,0.06921312159274813,3
ALFA ROMEO,8C,8C,SUPERCAR,NL,generation,RDW,2026,27,,3
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2014,122,,-1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2015,185,,-1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2016,301,,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2017,404,-0.39913127774263124,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2018,441,-0.2895630167895072,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2019,408,-0.10138563655176203,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2020,390,0.011756046279152757,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2021,381,0.04874850010671494,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2022,357,0.04451046420817425,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2023,361,0.025756260263603892,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2024,333,0.04488562838208576,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2025,336,0.020208207272144858,1
ALFA ROMEO,4C,960,SPORTIVE,NL,generation,RDW,2026,144,,2
ALPINE,A610,A610,SPORTIVE,NL,generation,RDW,2026,1,,6
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2014,2048,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2015,1985,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2016,1914,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2017,1813,0.04062692513484922,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2018,1729,0.04602523581266649,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2019,1623,0.054973001499436215,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2020,1505,0.06206334452395831,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2021,1521,0.0427250644746661,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2022,1458,0.03573688498199582,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2023,1355,0.03499714795639145,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2024,1260,0.06275209743792291,5
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2025,1214,0.061048313649719965,5
ASTON MARTIN,DB7,DB7,COUPE,NL,generation,RDW,2026,143,,5
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2014,4217,,0
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2015,4308,,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2016,4388,,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2017,4309,-0.007193961289759798,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2018,4136,0.013581540696004998,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2019,4018,0.029363092006747138,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2020,3776,0.044013536783482486,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2021,3716,0.035693772084844845,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2022,3615,0.03523080359400469,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2023,3426,0.03242394946044177,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2024,3234,0.04630935326555926,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2025,3124,0.04865920787776309,3
ASTON MARTIN,DB9,DB9,COUPE,NL,generation,RDW,2026,341,,3
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2014,4606,,0
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2015,4808,,0
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2016,4943,,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2017,4967,-0.025152078242240233,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2018,4728,0.005592972376369687,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2019,4611,0.023175893700084178,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2020,4308,0.04744742561035705,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2021,4283,0.032949527156854806,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2022,4100,0.03915259317143575,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2023,3862,0.03642952509594011,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2024,3718,0.04715593644466054,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2025,3648,0.038935967166059036,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,NL,generation,RDW,2026,404,,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2014,184,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2015,179,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2016,164,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2017,151,0.06588530693135386,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2018,145,0.07021735447339357,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2019,151,0.027528863669758152,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2020,120,0.07659603134429283,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2021,128,0.04156782616698577,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2022,114,0.09369379614014288,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2023,110,0.029003792329876415,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2024,109,0.05356079389682448,4
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2025,100,0.043676087468801285,4
ASTON MARTIN,VANQUISH,I,SUPERCAR,NL,generation,RDW,2026,10,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2014,68,,3
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2015,57,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2016,53,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2017,46,0.1302887695623373,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2018,39,0.1264965405683013,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2019,39,0.10224342247415856,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2020,39,0.05502658345314959,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2021,44,-0.040209329262871574,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2022,34,0.045733707171161576,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2023,34,0.045733707171161576,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2024,30,0.12766408408536853,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2025,32,0.020208207272145007,6
AUDI,RS2,B4,SPORTIVE,NL,generation,RDW,2026,2,,6
AUDI,S2,B3_B4,COUPE,NL,generation,RDW,2026,1,,6
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2014,337,,2
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2015,328,,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2016,298,,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2017,257,0.09033561515238049,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2018,236,0.10972726778617788,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2019,213,0.1119337735986597,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2020,195,0.09202550877715776,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2021,186,0.0793617104374696,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2022,173,0.0693335237372154,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2023,154,0.07868231871670577,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2024,148,0.07617813331636232,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2025,128,0.10042044352605413,5
AUDI,RS4,B5,SPORTIVE,NL,generation,RDW,2026,6,,5
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2014,2718,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2015,2602,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2016,2515,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2017,2406,0.040643566058821655,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2018,2298,0.041413733554583075,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2019,2176,0.048261491519335564,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2020,2038,0.055332227583984483,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2021,1950,0.05473660228363612,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2022,1824,0.058818812447185564,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2023,1710,0.05849185476198837,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2024,1593,0.06740344721591462,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2025,1489,0.0676423793167557,3
AUDI,RS4,B7,SPORTIVE,NL,generation,RDW,2026,10,,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2014,744,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2015,730,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2016,687,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2017,622,0.05970031403130408,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2018,565,0.08540626766533184,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2019,511,0.09865490067288156,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2020,450,0.10789750332493793,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2021,402,0.1134578808424734,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2022,356,0.12047961978389132,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2023,325,0.1084741334782094,4
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2024,288,0.11116386949435834,4
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2025,269,0.09340645041673046,4
AUDI,RS6,C5,SPORTIVE,NL,generation,RDW,2026,19,,4
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2014,567,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2015,549,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2016,539,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2017,518,0.03012802048942298,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2018,510,0.02456257193038643,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2019,499,0.025703158385826264,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2020,462,0.038136783725914704,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2021,444,0.046195387762048824,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2022,422,0.05586692723850225,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2023,381,0.06425517198501247,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2024,362,0.06806011686881774,3
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2025,343,0.06909162229002419,3
AUDI,RS6,C6,SPORTIVE,NL,generation,RDW,2026,9,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2014,794,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2015,719,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2016,641,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2017,581,0.10411090146507511,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2018,520,0.10801084871519133,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2019,468,0.10485372033434093,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2020,451,0.0844278057830774,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2021,412,0.07760182074198212,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2022,378,0.07119136676601971,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2023,336,0.09811872651315816,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2024,301,0.10463769486688375,5
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2025,272,0.10969737644119675,5
AUDI,S4,B5,SPORTIVE,NL,generation,RDW,2026,17,,5
AUDI,S3,8L,GTI,GB,generation,VEH0124,2014,3288,,2
AUDI,S3,8L,GTI,GB,generation,VEH0124,2015,3001,,2
AUDI,S3,8L,GTI,GB,generation,VEH0124,2016,2717,,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2017,2422,0.10189527735434467,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2018,2085,0.12139223706915499,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2019,1834,0.1310096522033127,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2020,1591,0.14007696525841684,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2021,1394,0.13419718097081082,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2022,1231,0.13289084221065206,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2023,1100,0.12301752318377505,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2024,969,0.12122265980990103,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2025,873,0.1145488567816173,4
AUDI,S3,8L,GTI,NL,generation,RDW,2026,188,,5
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2014,355,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2015,316,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2016,284,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2017,264,0.09872289544303332,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2018,223,0.11619014737559781,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2019,200,0.11688562387105665,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2020,164,0.1586942251073724,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2021,159,0.11275585641329577,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2022,142,0.11416343631559182,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2023,144,0.04335104274939935,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2024,118,0.09940652591818881,5
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2025,115,0.07029830974600355,5
AUDI,S8,D2,PREMIUM,NL,generation,RDW,2026,26,,5
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2014,44922,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2015,43305,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2016,41300,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2017,38662,0.05002348232570123,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2018,35845,0.06302133815939055,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2019,32550,0.07936171043746931,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2020,29639,0.08858871461079747,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2021,27274,0.09109007328973107,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2022,24619,0.09308628870247364,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2023,21638,0.10488001113390825,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2024,18590,0.12777002190076323,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2025,16396,0.13549369996835559,4
AUDI,TT,8N,COUPE,NL,generation,RDW,2026,4953,,4
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2014,51696,,0
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2015,50666,,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2016,50442,,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2017,49978,0.011265833494133423,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2018,49539,0.007498278682634307,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2019,49193,0.008357608142655812,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2020,48378,0.010845914556267525,2
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2021,47788,0.011995225397994247,2
