make,model_gen,generation,segment,country,level,series,latest_year,stock,rarity_tier,cumulative_sales,survival,history_years,attrition,relative_attrition,n_peers,inflection_year,inflection_age,sorn_ratio
TVR,SAGARIS,SAGARIS,SPORTIVE,EU,europe,RDW+VEH0124,2026,79,<100,203,0.3981417970942196,9,0.03331728752592689,-0.040662224837487985,36,2021,4,0.5337423312883436
MERCEDES-BENZ,C63 AMG,W204,SPORTIVE,EU,europe,RDW+VEH0124,2026,3523,>=500,5283,0.6422276606464138,9,0.035371206520164795,-0.010129250125359077,31,2025,0,0.25580315691736305
MERCEDES-BENZ,C55 AMG,W203,SPORTIVE,EU,europe,RDW+VEH0124,2026,152,<500,146,0.7602739726027398,9,0.12219610685368017,0.04821659449026529,36,,,0.4214876033057851
ASTON MARTIN,DB9,DB9,COUPE,EU,europe,RDW+VEH0124,2026,3465,>=500,5308,0.6290379301682995,9,0.0486399740429204,-0.03852937963082229,25,2025,0,0.3569370111156855
MITSUBISHI,LANCER EVOLUTION,X,SPORTIVE,EU,europe,RDW+VEH0124,2026,604,>=500,2050,0.3383427556129866,9,0.05833798941801899,0.012837532772495115,31,,,0.42311770943796395
HONDA,CIVIC TYPE R,EP3,GTI,EU,europe,RDW+VEH0124,2026,4139,>=500,20004,0.2084679464203801,9,0.11095826097521962,-0.023204247079180187,34,2023,2,0.5724052206339342
LOTUS,EXIGE,S2,SPORTIVE,EU,europe,RDW+VEH0124,2026,413,<500,1418,0.3617173866271426,9,0.029136753973272086,-0.0354916219983665,34,2023,2,0.5084269662921348
TOYOTA,CELICA,T230,COUPE,EU,europe,RDW+VEH0124,2026,6485,>=500,32536,0.3036581174350447,9,0.14953027746038342,0.02564974529883561,28,,,0.4845890410958904
SUBARU,IMPREZA WRX,GR,SPORTIVE,EU,europe,RDW+VEH0124,2026,1139,>=500,3665,0.31957833814635994,9,0.04761277999305873,0.0021123233475348613,31,,,0.36254295532646047
MERCEDES-BENZ,190E 2.3-16,W201,SPORTIVE,EU,europe,RDW+VEH0124,2026,205,<500,,0.9438048780487804,9,0.1349755702410149,0.09704454551462574,8,,,0.9213973799126638
PEUGEOT,309 GTI,MK1,GTI,EU,europe,RDW+VEH0124,2026,148,<500,,0.9567402768622281,9,-0.12223433374924475,-0.16401534664742928,6,2021,4,0.8520710059171598
ALFA ROMEO,BRERA,939,COUPE,EU,europe,RDW+VEH0124,2026,1849,>=500,3034,0.5971240667780656,9,0.10578641516820096,0.01861706149445827,25,,,0.38018867924528305
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,EU,europe,RDW+VEH0124,2026,4160,>=500,6563,0.6138355758975141,9,0.0381875559008961,-0.007312900744627773,31,2025,0,0.3637133660850415
RENAULT,CLIO WILLIAMS,MK1,GTI,EU,europe,RDW+VEH0124,2026,142,<500,,0.7241410244908943,9,0.07166053570809745,0.00840341639033089,15,,,0.8706896551724138
MERCEDES-BENZ,CL,C216,COUPE,EU,europe,RDW+VEH0124,2026,1398,>=500,2370,0.5770932555851337,9,0.06801564821560534,-0.019153705458137354,25,2025,0,0.2648015614834092
LANCIA,THEMA,Y9,PREMIUM,EU,europe,RDW+VEH0124,2026,280,<500,,0.9707641196013288,9,0.14520541144011698,0.06194289698474453,3,,,0.930379746835443
FORD,PUMA,MK1,COUPE,EU,europe,RDW+VEH0124,2026,1506,>=500,19007,0.18731270761545266,9,0.17636002835349462,0.07269210276394611,26,,,0.8014627456955661
HONDA,PRELUDE,BB,COUPE,EU,europe,RDW+VEH0124,2026,1039,>=500,252,0.5760174955052974,9,0.0879728910471626,-0.01569503454238591,26,2025,0,0.7055150884495317
MASERATI,4200,M138,COUPE,EU,europe,RDW+VEH0124,2026,779,>=500,1500,0.5687325631151048,9,0.09074017442281967,-0.03314035773872813,28,2019,6,0.573109243697479
AUDI,S2,B3_B4,COUPE,EU,europe,RDW+VEH0124,2026,73,<100,,0.4312264679964752,9,0.03979758715139697,-0.04806723051834356,19,2024,1,0.8116710875331565
MERCEDES-BENZ,190E 2.5-16,W201,SPORTIVE,EU,europe,RDW+VEH0124,2026,90,<100,,0.7313131313131312,9,0.06472248730745774,0.02679146258106859,8,,,0.8757396449704142
MERCEDES-BENZ,SLS AMG,C197,SUPERCAR,EU,europe,RDW+VEH0124,2026,224,<500,496,0.4630706365207374,9,0.046885896834010704,-0.0013408555159956927,11,2025,0,0.49507389162561577
TOYOTA,CELICA GT-FOUR,ST185_ST205,SPORTIVE,EU,europe,RDW+VEH0124,2026,22,<100,,0.5594405594405594,9,0.04430183974733235,-0.018368192503766485,19,2025,0,0.8409090909090909
BMW,Z8,E52,ROADSTER,EU,europe,RDW+VEH0124,2026,78,<100,111,0.6719796719796719,9,0.039137454156448905,-0.034135629263767654,23,2017,8,0.6296296296296297
TVR,TUSCAN,TUSCAN,SPORTIVE,EU,europe,RDW+VEH0124,2026,601,>=500,1124,0.5324992154238783,9,0.05815297000729499,-0.01582654235611989,36,2017,8,0.5194468452895419
PEUGEOT,106 RALLYE,S1,GTI,EU,europe,RDW+VEH0124,2026,266,<500,,0.8161636318283861,9,0.05940274924780739,-0.00385437006995918,15,2022,3,0.8955223880597015
NISSAN,350Z,Z33,SPORTIVE,EU,europe,RDW+VEH0124,2026,4072,>=500,8206,0.5183789043141082,9,0.09918796523555111,0.02520845287213623,36,,,0.4574058577405858
RENAULT,AVANTIME,MK1,COUPE,EU,europe,RDW+VEH0124,2026,318,<500,429,0.7412587412587412,9,0.0652855626328561,-0.0585949695286917,28,2021,4,0.604982206405694
HONDA,CRX DEL SOL,EG,ROADSTER,EU,europe,RDW,2026,6,<20,,1.0,0,,,0,,,
PEUGEOT,406 COUPE,MK1,COUPE,EU,europe,RDW+VEH0124,2026,305,<500,3064,0.10217009801823396,9,0.13805526291310255,0.034387337323554035,26,,,0.7630553390491036
MERCEDES-BENZ,SL,R129,ROADSTER,EU,europe,RDW+VEH0124,2026,3483,>=500,524,0.6591030505759187,9,0.05930227872429164,-0.005492373817719248,5,2025,0,0.5432035519125683
MERCEDES-BENZ,C43 AMG,W202,SPORTIVE,EU,europe,RDW+VEH0124,2026,227,<500,,0.6497728738660847,9,0.04903465541339441,-0.020478834112945155,33,2025,0,0.6658986175115207
MERCEDES-BENZ,SLK,R170,ROADSTER,EU,europe,RDW+VEH0124,2026,11149,>=500,15878,0.6031696943691128,9,0.1469450572659629,0.07683689855385328,15,,,0.4956502174891255
BMW,135I,E82,SPORTIVE,EU,europe,RDW+VEH0124,2026,965,>=500,1329,0.6886279371688557,9,0.03761829267420688,-0.02701008329743171,34,2020,5,0.23617208077260754
ALFA ROMEO,4C,960,SPORTIVE,EU,europe,RDW+VEH0124,2026,480,<500,541,0.7347504621072088,9,0.020148468576834524,-0.006698368599159826,17,2025,0,0.3128834355828221
MERCEDES-BENZ,S-CLASS,W220,PREMIUM,EU,europe,RDW+VEH0124,2026,3066,>=500,12759,0.5526647933103972,9,0.21087756462127505,0.06406905276154246,8,,,0.6525894643254057
VOLVO,S60 R,P2,SPORTIVE,EU,europe,RDW+VEH0124,2026,733,>=500,845,0.6719193836460579,9,0.025418321108748573,-0.048561191254666305,36,2020,5,0.4463229078613694
TVR,CHIMAERA,CHIMAERA,ROADSTER,EU,europe,RDW+VEH0124,2026,1682,>=500,133,0.6899597247168819,9,0.04117677556037182,-0.0289313831517378,15,2017,8,0.5748663101604278
MAZDA,MX-5,NB,ROADSTER,EU,europe,RDW+VEH0124,2026,16813,>=500,36665,0.4858413855628504,9,0.12555327498658092,0.05228019156636436,23,,,0.5576903247980752
HONDA,CIVIC TYPE R,FN2,GTI,EU,europe,RDW+VEH0124,2026,7174,>=500,13175,0.5443930829703932,9,0.08101973377194763,-0.045888398744927575,43,2024,1,0.22501081782778018
FORD,SIERRA COSWORTH,MK2,SPORTIVE,EU,europe,RDW+VEH0124,2026,823,>=500,,0.7345842274644819,9,0.04811726304524275,0.010186238318853603,8,,,0.848449522033108
MITSUBISHI,LANCER EVOLUTION,V_VI,SPORTIVE,EU,europe,RDW+VEH0124,2026,256,<500,5,0.668153725626741,9,0.06297421651065595,-0.006539273015683619,33,2025,0,0.7497168742921857
FORD,SIERRA XR4I,MK1,SPORTIVE,EU,europe,RDW+VEH0124,2026,265,<500,,1.0,9,-0.3274360708370586,,1,,,0.7111356119073869
SKODA,OCTAVIA VRS,1U,GTI,EU,europe,VEH0124,2025,797,>=500,5548,0.14365537130497477,9,0.1706410639868097,0.036478555932409895,34,,,0.5613648871766649
AUDI,S3,8L,GTI,EU,europe,RDW+VEH0124,2026,1074,>=500,3408,0.3895150855474248,9,0.11415412866393944,-0.02000837939046036,34,2022,3,0.6440337484933708
TOYOTA,SUPRA,A70,SPORTIVE,EU,europe,RDW+VEH0124,2026,399,<500,,0.747487530707958,9,0.024274321116290992,-0.01365670361009815,8,2025,0,0.829444891391794
FERRARI,F430,F430,SUPERCAR,EU,europe,RDW+VEH0124,2026,960,>=500,2031,0.5316100443131462,9,0.03790798689735426,-0.007581608044424988,9,2023,2,0.5412969283276451
FERRARI,CALIFORNIA,F149,ROADSTER,EU,europe,RDW+VEH0124,2026,1403,>=500,1007,0.8421389006168665,9,0.033934429485640426,0.002448417310756436,14,,,0.2478519497686715
CITROEN,C2 VTS,A6,GTI,EU,europe,VEH0124,2025,626,>=500,4504,0.13898756660746003,9,0.22857681342797917,0.10166868091110398,43,,,0.5310861423220974
PEUGEOT,208 GTI,MK1,GTI,EU,europe,VEH0124,2025,4953,>=500,6025,0.8220746887966806,9,0.031434359490393485,-0.01717607442726323,30,2025,0,0.0672316384180791
RENAULT,CLIO 16V,MK1,GTI,EU,europe,RDW+VEH0124,2026,264,<500,,0.5445720441938294,9,0.1308980055620294,0.06764088624426284,15,,,0.772005772005772
FORD,FIESTA ST,MK6,GTI,EU,europe,RDW+VEH0124,2026,4896,>=500,16654,0.2944045194936387,9,0.12960251597178477,0.002694383454909577,43,,,0.47622617262797173
NISSAN,300ZX,Z32,SPORTIVE,EU,europe,RDW+VEH0124,2026,515,>=500,,0.8073872921272709,9,0.05427205860462031,-0.008397973646478527,19,2025,0,0.8490077653149266
AUDI,S4,B5,SPORTIVE,EU,europe,RDW+VEH0124,2026,305,<500,77,0.38299106350239687,9,0.10695691384086851,0.03744342431452895,33,,,0.6517533252720678
LANCIA,THEMA 8.32,Y9,PREMIUM,EU,europe,RDW+VEH0124,2026,70,<100,,0.9880952380952381,9,0.00016616250871819468,-0.08309635194665425,3,2021,4,0.8484848484848485
FORD,ESCORT RS2000,MK5,GTI,EU,europe,RDW+VEH0124,2026,800,>=500,,1.0,9,-0.025629792067558332,-0.0888869113853249,15,2017,8,0.6851005484460695
LOTUS,EXIGE,S1,SPORTIVE,EU,europe,RDW+VEH0124,2026,41,<100,175,0.30257839721254354,9,0.12258874210656405,0.05307525258022448,33,,,0.7647058823529411
BMW,M5,E34,SPORTIVE,EU,europe,RDW+VEH0124,2026,166,<500,,0.8102409638554217,9,0.09997578255110821,0.03730575030000937,19,,,0.8194842406876791
SEAT,IBIZA CUPRA,6K,GTI,EU,europe,RDW+VEH0124,2026,115,<500,1248,0.14214046822742477,9,0.09359890980658853,0.006218446935050775,24,,,0.8658385093167702
MERCEDES-BENZ,E55 AMG,W211,SPORTIVE,EU,europe,RDW+VEH0124,2026,466,<500,629,0.6767469312281229,9,0.09145690579083765,0.01747739342742277,36,,,0.42660550458715596
OPEL,CALIBRA,A,COUPE,EU,europe,RDW+VEH0124,2026,966,>=500,,0.7654722351231943,9,0.09048871015855124,0.002623892488810717,19,,,0.8603248259860788
OPEL,ASTRA OPC,G,GTI,EU,europe,RDW+VEH0124,2026,213,<500,1533,0.14573590707104117,9,0.10831597599405836,-0.025846532060341446,34,2023,2,0.7660753880266076
PEUGEOT,106 RALLYE,S2,GTI,EU,europe,RDW+VEH0124,2026,86,<100,16,0.7193877551020408,9,0.015138830120343186,-0.07224163275119456,24,2021,4,0.8634920634920635
ASTON MARTIN,VANQUISH,I,SUPERCAR,EU,europe,RDW+VEH0124,2026,121,<500,275,0.45292261457550714,9,0.036949908165542854,-0.008849726751377907,6,2025,0,0.5919117647058824
RENAULT,CLIO RS,MK3,GTI,EU,europe,VEH0124,2025,2575,>=500,6046,0.4259014224280517,9,0.0841763185492284,-0.04273181396764679,43,2024,1,0.40845393981162414
FORD,SIERRA XR4X4,MK2,SPORTIVE,EU,europe,RDW+VEH0124,2026,153,<500,,0.5503597122302158,9,0.051820385486334296,0.013889360759945152,8,,,0.9009508716323297
RENAULT,SPIDER,SPIDER,ROADSTER,EU,europe,RDW+VEH0124,2026,16,<20,,0.5517241379310345,9,0.17509187498820403,0.1049837162760944,15,,,0.8333333333333334
AUDI,CABRIOLET,B4,ROADSTER,EU,europe,RDW+VEH0124,2026,571,>=500,,0.26983759481066805,9,0.13185940733034418,0.06706475478833329,5,,,0.7534490431686693
AUDI,R8,42,SUPERCAR,EU,europe,RDW+VEH0124,2026,1919,>=500,3685,0.5200038464176346,9,0.05116151376467267,0.005671918822893425,9,,,0.35300391041592605
VOLVO,850 T5,854,SPORTIVE,EU,europe,RDW+VEH0124,2026,638,>=500,,0.7353255870703733,9,0.06426661650611974,0.0015965842550209053,19,,,0.6305031446540881
BMW,Z4 M,E85_86,ROADSTER,EU,europe,RDW+VEH0124,2026,458,<500,1157,0.39961049695606393,9,0.05515495769103624,-0.012795151806230538,21,2024,1,0.5535714285714286
VOLKSWAGEN,GOLF GTI,MK4,GTI,EU,europe,RDW+VEH0124,2026,5220,>=500,29243,0.12659860830402905,9,0.16930746045879078,0.08192699758725303,24,,,0.6092740117240343
NISSAN,200SX,S13,COUPE,EU,europe,RDW+VEH0124,2026,367,<500,,0.7462171720099715,9,0.01727011353875013,-0.03111045914276296,7,2023,2,0.8520452567449956
VOLKSWAGEN,SCIROCCO,MK3,COUPE,EU,europe,RDW+VEH0124,2026,48727,>=500,54589,0.8181433838116591,9,0.03326661055460329,-0.0019317102792698188,16,2022,3,0.05939136833903294
MG,TF,TF,ROADSTER,EU,europe,RDW+VEH0124,2026,6863,>=500,28672,0.3170478934985221,9,0.10269283079246809,0.03474272129520131,21,,,0.5891974664160924
AUDI,TT,8N,COUPE,EU,europe,RDW+VEH0124,2026,21664,>=500,47148,0.5020309379424845,9,0.13538215375900128,0.011501621597453479,28,,,0.4619768190598841
SUBARU,BRZ,ZC6,COUPE,EU,europe,RDW+VEH0124,2026,954,>=500,948,0.9129227149289246,9,0.01224533457447529,0.0006273728858826651,11,,,0.06956521739130435
ABARTH,500,312,GTI,EU,europe,RDW+VEH0124,2026,23561,>=500,9033,0.9892523541136455,9,0.0008492852403403623,-0.04776114867731635,30,2017,8,0.05171084141738036
RENAULT,CLIO V6,MK2,SPORTIVE,EU,europe,RDW+VEH0124,2026,152,<500,573,0.5145356847616424,9,0.036096042531642565,-0.037883469831772314,36,2025,0,0.7740259740259741
VOLKSWAGEN,GOLF R,MK4,SPORTIVE,EU,europe,RDW+VEH0124,2026,735,>=500,2298,0.3253074249717293,9,0.07397951236341488,0.0,36,,,0.5577275503970678
MAZDA,MX-5,NC,ROADSTER,EU,europe,RDW+VEH0124,2026,41222,>=500,56006,0.6959327463672205,9,0.03249013611429758,-0.0354599733829692,21,2020,5,0.1617557269170756
MASERATI,3200 GT,338,COUPE,EU,europe,RDW+VEH0124,2026,326,<500,386,0.6972702336007551,9,0.08855044233871913,-0.015117483250829384,26,2019,6,0.7029520295202952
OPEL,CARLTON GSI,A,SPORTIVE,EU,europe,VEH0124,2025,20,<100,,0.40816326530612246,9,0.11203086587758855,0.07409984115119941,8,,,0.9074074074074074
HONDA,INTEGRA TYPE R,DC2,GTI,EU,europe,RDW+VEH0124,2026,294,<500,41,0.48461091753774677,9,0.08886039199068718,0.001479929119149431,24,,,0.74822695035461
FIAT,PUNTO HGT,176,GTI,EU,europe,VEH0124,2025,32,<100,1119,0.028596961572832886,9,0.22575089865476583,0.09158839060036603,34,,,0.8709677419354839
MINI,COOPER S,R56,GTI,EU,europe,RDW+VEH0124,2026,32899,>=500,52227,0.6033223570013712,9,0.0642842641165039,-0.06262386840037129,43,2017,8,0.17672094744633604
LOTUS,ELISE,S1,SPORTIVE,EU,europe,RDW+VEH0124,2026,1434,>=500,1026,0.6494064911415226,9,0.049092244710361804,-0.020421244815977763,33,2017,8,0.6434131736526946
PORSCHE,911,996,SPORTIVE,EU,europe,RDW+VEH0124,2026,10424,>=500,12295,0.7264344770740528,9,0.03826309786256712,-0.03571641450084776,36,2017,8,0.3797216699801193
MERCEDES-BENZ,E63 AMG,W212,SPORTIVE,EU,europe,RDW+VEH0124,2026,711,>=500,1174,0.5872202934178653,9,0.04434236613019863,-0.0011580905153252413,31,2024,1,0.23890339425587467
PORSCHE,911,991,SPORTIVE,EU,europe,RDW+VEH0124,2026,15583,>=500,16644,0.7645816535477019,9,0.01105289691188765,-0.0157939402641067,17,2023,2,0.14767964642231196
ASTON MARTIN,DB7,DB7,COUPE,EU,europe,RDW+VEH0124,2026,1357,>=500,1274,0.6356867745946941,9,0.06102388027642377,-0.04264404531312475,26,2017,8,0.5209155485398579
SEAT,IBIZA CUPRA,6L,GTI,EU,europe,VEH0124,2025,155,<500,1001,0.15484515484515485,9,0.16975578744850686,0.042847654931631673,43,,,0.6509009009009009
AUDI,RS2,B4,SPORTIVE,EU,europe,RDW+VEH0124,2026,34,<100,,0.5017301038062284,9,0.020107978499862286,-0.04256205375123655,19,2025,0,0.744
VOLKSWAGEN,GOLF GTI,MK6,GTI,EU,europe,RDW+VEH0124,2026,5664,>=500,6912,0.8096077330917164,9,0.011107179760832525,-0.11580095275604266,43,2017,8,0.09261067708333333
MERCEDES-BENZ,SLK,R171,ROADSTER,EU,europe,RDW+VEH0124,2026,22146,>=500,32492,0.6385456597231546,9,0.051970234397013045,-0.015979875100253733,21,2017,8,0.2181904066646627
MAZDA,RX-8,SE3P,COUPE,EU,europe,RDW+VEH0124,2026,2433,>=500,25413,0.26942592708771684,9,0.1506224037373832,0.0634530500636405,25,,,0.7517428350116189
JAGUAR,S-TYPE R,X200,PREMIUM,EU,europe,RDW+VEH0124,2026,429,<500,1233,0.3529871048119223,9,0.10015974278901273,-0.04664876907071984,8,2020,5,0.4891041162227603
HONDA,CRX,ED9_EE8,COUPE,EU,europe,RDW+VEH0124,2026,685,>=500,,0.8842372262773722,9,0.07614252598240598,0.027761953300892886,7,,,0.8323076923076923
FERRARI,360,360,SUPERCAR,EU,europe,RDW+VEH0124,2026,707,>=500,1227,0.598466378248024,9,0.07045812204498302,0.024658487128062255,6,,,0.5517587939698493
MG,MGF,MGF,ROADSTER,EU,europe,RDW+VEH0124,2026,4539,>=500,8319,0.4850740013581116,9,0.13218217993094922,0.062074021218839585,15,,,0.756451997141269
SUBARU,IMPREZA WRX,GC8,SPORTIVE,EU,europe,RDW+VEH0124,2026,1565,>=500,,0.30763107639674536,9,0.06559317463736268,-0.003920314888976886,33,2025,0,0.7970290156879078
AUDI,COUPE,B3,COUPE,EU,europe,RDW+VEH0124,2026,211,<500,,0.3501632738606324,9,0.1404717327818565,0.05260691511211599,19,,,0.8508771929824561
JAGUAR,F-TYPE,X152,SPORTIVE,EU,europe,RDW+VEH0124,2026,16055,>=500,14298,0.9891640828467656,9,-0.012550771374613218,-0.03939760855060757,17,2021,4,0.09015256588072122
MERCEDES-BENZ,CL,C215,COUPE,EU,europe,RDW+VEH0124,2026,1262,>=500,3052,0.5020814596648063,9,0.127849323070053,0.0039687909085052014,28,,,0.5883720930232558
BMW,6 SERIES,E63,COUPE,EU,europe,RDW+VEH0124,2026,7222,>=500,13562,0.540397361108553,9,0.09341215835587606,0.006242804682133368,25,,,0.3360815298293828
FORD,ESCORT XR3I,MK3_MK4,GTI,EU,europe,RDW+VEH0124,2026,512,>=500,,0.742031509983361,9,-0.030950308142230747,-0.07273132104041528,6,2024,1,0.8578448578448579
SAAB,9-3 VIGGEN,MK1,SPORTIVE,EU,europe,RDW+VEH0124,2026,91,<100,26,0.5577093713739676,9,0.038721403408831734,-0.030792086117507833,33,2022,3,0.6124401913875598
MERCEDES-BENZ,SL,R230,ROADSTER,EU,europe,RDW+VEH0124,2026,8291,>=500,14366,0.5714917874966882,9,0.07229430613583014,0.0043441966385633635,21,,,0.38800152120174936
LEXUS,SC430,Z40,ROADSTER,EU,europe,RDW+VEH0124,2026,1680,>=500,2275,0.675846153846154,9,0.04235928226693054,-0.03091380115328602,23,2020,5,0.29677088672475654
PORSCHE,CARRERA GT,980,SUPERCAR,EU,europe,RDW+VEH0124,2026,48,<100,63,0.671957671957672,9,0.05906657313505693,0.01326693821813616,6,,,0.6477272727272727
MAZDA,MX-5,NA,ROADSTER,EU,europe,RDW+VEH0124,2026,8822,>=500,,0.6163063631267195,9,0.07252111916916625,0.007726466627155356,5,,,0.6949771191980824
RENAULT,TWINGO RS,MK2,GTI,EU,europe,RDW+VEH0124,2026,708,>=500,1179,0.6002261803788521,9,0.05343268142949149,-0.07347545108738371,43,2025,0,0.22478070175438597
VOLKSWAGEN,PHAETON,3D,PREMIUM,EU,europe,RDW+VEH0124,2026,959,>=500,2386,0.5092396819472645,9,0.1417658529644745,0.0301108541058957,9,,,0.4276841171251109
MG,RV8,RV8,ROADSTER,EU,europe,RDW+VEH0124,2026,294,<500,,0.7480287569573283,9,0.0383689058882682,-0.026425746653742692,5,2017,8,0.6019417475728155
MITSUBISHI,FTO,DE,COUPE,EU,europe,RDW+VEH0124,2026,61,<100,,0.47609575416695243,9,0.09804213148905914,-0.00562579410048937,26,2022,3,0.8164251207729468
VOLKSWAGEN,LUPO GTI,6X,GTI,EU,europe,VEH0124,2025,357,<500,1008,0.3541666666666667,9,0.07342207949004757,-0.06074042856435223,34,2017,8,0.5587144622991347
MERCEDES-BENZ,S-CLASS,W140,PREMIUM,EU,europe,RDW+VEH0124,2026,714,>=500,,0.6328560640723753,9,0.13511651896274998,0.03275137080888059,6,,,0.7795172863666014
TOYOTA,SUPRA,A80,SPORTIVE,EU,europe,RDW+VEH0124,2026,889,>=500,650,0.5663764572781004,9,0.07607034921266326,0.0065568596863236905,33,,,0.7025423728813559
BMW,Z3 M,E36_7,ROADSTER,EU,europe,RDW+VEH0124,2026,683,>=500,193,0.7432397779818183,9,0.03810932607716385,-0.031998832634945774,15,2020,5,0.6146971201588878
CITROEN,DS3 RACING,A55,GTI,EU,europe,RDW+VEH0124,2026,171,<500,173,0.7551972416590609,9,0.05966313012080624,0.011052696203149526,30,,,0.25
LOTUS,EVORA,122,SPORTIVE,EU,europe,RDW+VEH0124,2026,682,>=500,1178,0.5683062897997998,9,0.03583070074175168,-0.009669755903772191,31,2025,0,0.33885209713024284
ALFA ROMEO,155,167,PREMIUM,EU,europe,RDW+VEH0124,2026,423,<500,,0.9299990789352491,9,0.04658124397351221,-0.05578390418035718,6,2023,2,0.8927613941018767
FERRARI,550,550,SUPERCAR,EU,europe,RDW,2026,40,<100,,1.0,0,,,0,,,
ALFA ROMEO,SPIDER,916,ROADSTER,EU,europe,RDW+VEH0124,2026,1464,>=500,1245,0.6922799689900873,9,0.08530000072225959,0.015191842010149961,15,,,0.6850758853288365
PORSCHE,928,928,COUPE,EU,europe,RDW+VEH0124,2026,1549,>=500,,0.9242166810554353,9,-0.016581194686028426,-0.06496176736754151,7,2017,8,0.6677725118483412
FERRARI,348,348,SUPERCAR,EU,europe,RDW,2026,122,<500,,1.0,0,,,0,,,
AUDI,S8,D2,PREMIUM,EU,europe,RDW+VEH0124,2026,142,<500,364,0.4434298096269927,9,0.07424576987371945,-0.05714819868678242,7,2021,4,0.6750700280112045
SMART,ROADSTER,452,ROADSTER,EU,europe,RDW+VEH0124,2026,3011,>=500,5785,0.576686462515576,9,0.09333504833833767,0.02006196491812111,23,,,0.5339233038348082
OPEL,CORSA GSI,C,GTI,EU,europe,VEH0124,2025,0,<20,3,,6,,,0,,,1.0
SUBARU,IMPREZA WRX,GD,SPORTIVE,EU,europe,RDW+VEH0124,2026,6192,>=500,27056,0.23360527862968106,9,0.08206533237307109,0.008085820009656214,36,,,0.5471781630394689
NISSAN,SKYLINE GT-R,R32,SPORTIVE,EU,europe,RDW+VEH0124,2026,162,<500,,0.5915753456327738,9,0.04281063319327533,-0.01985939905782351,19,2022,3,0.7827380952380952
VOLVO,C70,I,COUPE,EU,europe,RDW+VEH0124,2026,3207,>=500,8340,0.6531195623482504,9,0.1752702017989344,0.05138966963738661,28,,,0.5803174603174603
MASERATI,GHIBLI,II,COUPE,EU,europe,RDW+VEH0124,2026,58,<100,,0.8669181034482759,9,0.17559182187513736,0.08772700420539684,19,,,0.821917808219178
FERRARI,599,599,SUPERCAR,EU,europe,RDW+VEH0124,2026,354,<500,499,0.6620359362793384,9,0.04089852925313253,-0.004591065688646714,9,2021,4,0.5393518518518519
OPEL,VX220,VX220,ROADSTER,EU,europe,RDW+VEH0124,2026,655,>=500,1941,0.48135807858544627,9,0.06270259959159769,-0.010570483828618873,23,2025,0,0.6957726957726957
VOLKSWAGEN,GOLF R,MK5,SPORTIVE,EU,europe,RDW+VEH0124,2026,3058,>=500,5477,0.5579224040887795,9,0.048735639545383,-0.015892736426255584,34,2017,8,0.31758118701007837
VOLKSWAGEN,POLO GTI,6N,GTI,EU,europe,VEH0124,2025,254,<500,1362,0.13347346295323173,9,0.14632468433473936,0.05894422146320161,24,,,0.7601510859301227
PEUGEOT,306 GTI-6,MK2,GTI,EU,europe,RDW+VEH0124,2026,257,<500,58,0.2968944289491102,9,0.10487948916403272,0.017499026292494974,24,,,0.8273328434974284
BMW,M3,E9X,SPORTIVE,EU,europe,RDW+VEH0124,2026,4174,>=500,8111,0.5193189465027558,9,0.06258400770128583,-0.002044368270352759,34,2025,0,0.37741659538066724
HONDA,ACCORD TYPE R,CH1,GTI,EU,europe,RDW+VEH0124,2026,139,<500,676,0.17250181119741212,9,0.15628929501202388,0.06890883214048613,24,,,0.8017366136034733
NISSAN,SKYLINE GT-R,R34,SPORTIVE,EU,europe,RDW+VEH0124,2026,117,<500,164,0.6725557640191786,9,-0.03767258920886983,-0.1071860787352094,33,2017,8,0.6934523809523809
SEAT,LEON CUPRA,1P,GTI,EU,europe,RDW+VEH0124,2026,1236,>=500,2549,0.48508267091225576,9,0.09411128588488095,-0.03279684663199424,43,2024,1,0.28753623188405797
ALFA ROMEO,8C,8C,SUPERCAR,EU,europe,RDW+VEH0124,2026,40,<100,53,0.7547169811320755,9,0.06919298801251024,0.023703393070730994,9,,,0.7045454545454546
BMW,1M,E82,SPORTIVE,EU,europe,RDW+VEH0124,2026,221,<500,432,0.5114798055974528,9,0.019121657380526534,-0.026378799264997338,31,2021,4,0.4416243654822335
FORD,ESCORT XR3I,MK5,GTI,EU,europe,RDW+VEH0124,2026,112,<500,,0.5587339201083277,9,0.04714642987622789,-0.01611068944153867,15,2025,0,0.8930987821380244
TOYOTA,CELICA,T200,COUPE,EU,europe,RDW+VEH0124,2026,1672,>=500,,0.4237790648870981,9,0.10366792558954852,0.0,26,,,0.7158722813512263
FERRARI,458,458,SUPERCAR,EU,europe,RDW+VEH0124,2026,1144,>=500,1861,0.5946573576879864,9,0.04507210697364827,-0.0031546453763581297,11,2025,0,0.4522173641474079
PORSCHE,CAYMAN,987,COUPE,EU,europe,RDW+VEH0124,2026,5393,>=500,7888,0.6543673594235484,9,0.031163236786143085,-0.056006116887599613,25,2019,6,0.23570979899497488
VOLKSWAGEN,CORRADO,53I,COUPE,EU,europe,RDW+VEH0124,2026,1735,>=500,,0.7308681017984431,9,0.06166650489025435,-0.026198312779486175,19,2025,0,0.804059133049361
FERRARI,456,456,COUPE,EU,europe,RDW,2026,93,<100,,1.0,0,,,0,,,
