rank,make,model_gen,generation,segment,score,weight_coverage,stock,rarity_tier,rarity,conservation,sorn_ratio,recent_inflection_point,relative_attrition,inflection_year,latest_year,components_available
77,MERCEDES-BENZ,CL,C216,COUPE,0.5263754169383135,1.0,1398,>=500,0.32899707316963894,0.6330645161290323,0.2648015614834092,1.0,-0.019153705458137354,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
78,HONDA,INTEGRA TYPE R,DC5,GTI,0.5219154758807567,1.0,254,<500,0.4869983203156538,0.9758064516129032,0.5375722543352601,0.0,-0.10876816676688872,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
79,HONDA,CIVIC TYPE R,FN2,GTI,0.5218396182359404,1.0,7174,>=500,0.17748489352828722,0.8588709677419355,0.22501081782778018,1.0,-0.045888398744927575,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
80,FERRARI,458,458,SUPERCAR,0.5209651011086864,1.0,1144,>=500,0.34757331582076967,0.43548387096774194,0.4522173641474079,1.0,-0.0031546453763581297,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
81,FORD,FOCUS ST,MK2,GTI,0.520372516101473,1.0,10925,>=500,0.1385196529098385,0.8225806451612903,0.3312273814635343,1.0,-0.04039152964385205,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
82,OPEL,CORSA VXR,D,GTI,0.5150968539225307,1.0,3881,>=500,0.23440273466980083,0.6854838709677419,0.3084246452308245,1.0,-0.024761841504240295,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
83,MERCEDES-BENZ,SL,R129,ROADSTER,0.5131416778123519,1.0,3483,>=500,0.24442672721889236,0.4758064516129032,0.5432035519125683,1.0,-0.005492373817719248,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
84,MERCEDES-BENZ,190,W201,PREMIUM,0.5125424924425925,1.0,7184,>=500,0.17735584467106966,0.43951612903225806,0.7029445727482679,1.0,-0.00331980938163752,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
85,VOLKSWAGEN,GOLF GTI,MK5,GTI,0.5117297203291775,1.0,10613,>=500,0.14120393185023836,0.8548387096774194,0.24299333381119634,1.0,-0.045163273296523226,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
86,FORD,ESCORT RS2000,MK5,GTI,0.5111959464883906,1.0,800,>=500,0.3807097641266802,0.9637096774193548,0.6851005484460695,0.0,-0.0888869113853249,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
87,CITROEN,XSARA VTS,N0,GTI,0.5110350804622529,1.0,19,<20,0.7272149252326527,0.31048387096774194,0.8944444444444445,0.0,0.006821192612575966,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
88,RENAULT,5 GT TURBO,MK2,GTI,0.5090682810676912,1.0,585,>=500,0.4097073750097882,0.7701612903225806,0.8656518861681006,0.0,-0.0336914335704356,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
89,BMW,M3,E46,SPORTIVE,0.5062051069987292,1.0,4863,>=500,0.21350566982973684,0.4838709677419355,0.5525519031141869,1.0,-0.005958974888796653,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
90,PORSCHE,BOXSTER,987,ROADSTER,0.5057651219429411,1.0,9918,>=500,0.14747857039298956,0.8104838709677419,0.2576332728172966,1.0,-0.03898793162793686,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
91,VOLKSWAGEN,LUPO GTI,6X,GTI,0.5009933399541795,1.0,357,<500,0.4554621080483808,0.9193548387096774,0.5587144622991347,0.0,-0.06074042856435223,2017,2025,rarity|conservation|sorn_ratio|recent_inflection_point
92,NISSAN,GT-R,R35,SUPERCAR,0.49729988064687486,1.0,2004,>=500,0.29563567603008944,0.4879032258064516,0.35925793792365324,1.0,-0.00627635086448422,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
93,TOYOTA,GT86,ZN6,COUPE,0.49582848436301435,1.0,8180,>=500,0.16532731427472291,0.8991935483870968,0.06582768635043562,1.0,-0.05591965960508259,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
94,LANCIA,DELTA INTEGRALE,831,SPORTIVE,0.4902473018065663,1.0,524,>=500,0.4199093649595079,0.7258064516129032,0.8091370558375635,0.0,-0.030854645592114323,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
95,MERCEDES-BENZ,E63 AMG,W212,SPORTIVE,0.48969204147068995,1.0,711,>=500,0.39163615126313045,0.4193548387096774,0.23890339425587467,1.0,-0.0011580905153252413,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
96,SKODA,OCTAVIA VRS,1Z,GTI,0.48825077127619476,1.0,9113,>=500,0.15532083574302558,0.8185483870967741,0.1462569099597114,1.0,-0.03972109659037018,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
97,MASERATI,GRANTURISMO,M145,COUPE,0.48013126367927966,1.0,2542,>=500,0.27360433997692285,0.5403225806451613,0.24644549763033174,1.0,-0.010360292478741682,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
98,PORSCHE,928,928,COUPE,0.47924866666029553,1.0,1549,>=500,0.31949484728197663,0.9354838709677419,0.6677725118483412,0.0,-0.06496176736754151,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
99,FIAT,COUPE,175,COUPE,0.4782937061721899,1.0,878,>=500,0.3720906271541033,0.7782258064516129,0.7675276752767528,0.0,-0.03516322765189597,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
100,PORSCHE,968,968,COUPE,0.4777602628074859,1.0,452,<500,0.43360305228622553,0.7903225806451613,0.6420927467300832,0.0,-0.03564436472197388,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
101,PORSCHE,CAYMAN,981,COUPE,0.477602957058772,1.0,4138,>=500,0.22846241645291288,0.6653225806451613,0.1565523306948109,1.0,-0.02142380592002186,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
102,ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,0.47753258315955366,1.0,4160,>=500,0.2279711712644153,0.5,0.3637133660850415,1.0,-0.007312900744627773,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
103,NISSAN,370Z,Z34,SPORTIVE,0.47166772790300454,1.0,2298,>=500,0.28295324679521167,0.5443548387096774,0.18272690923630547,1.0,-0.010422494074785724,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
104,MERCEDES-BENZ,C63 AMG,W204,SPORTIVE,0.47041230325865935,1.0,3523,>=500,0.24336883208578694,0.5362903225806451,0.25580315691736305,1.0,-0.010129250125359077,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
105,JAGUAR,S-TYPE R,X200,PREMIUM,0.4670011258888746,1.0,429,<500,0.4384414176934561,0.8629032258064516,0.4891041162227603,0.0,-0.04664876907071984,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
106,BMW,M3,E9X,SPORTIVE,0.4630271913255661,1.0,4174,>=500,0.22765991149607476,0.4314516129032258,0.37741659538066724,1.0,-0.002044368270352759,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
107,MG,RV8,RV8,ROADSTER,0.46149891041528746,1.0,294,<500,0.4734495288407792,0.7016129032258064,0.6019417475728155,0.0,-0.026425746653742692,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
108,RENAULT,MEGANE RS,MK3,GTI,0.46067651876003307,1.0,1593,>=500,0.3168999335194731,0.45161290322580644,0.18429158110882957,1.0,-0.003946402521022033,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
109,JAGUAR,F-TYPE,X152,SPORTIVE,0.45765870689034,1.0,16055,>=500,0.10285474701751782,0.814516129032258,0.09015256588072122,1.0,-0.03939760855060757,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
110,PORSCHE,BOXSTER,981,ROADSTER,0.455773746967935,1.0,4885,>=500,0.21308749687691864,0.625,0.12471561530506722,1.0,-0.01760246613059612,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
111,ALFA ROMEO,GTV,916,COUPE,0.4537313118729611,1.0,973,>=500,0.36257259886618226,0.7580645161290323,0.6865738661876964,0.0,-0.03294967075823173,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
112,SEAT,IBIZA CUPRA,6K,GTI,0.4499562758391065,1.0,115,<500,0.5604097505297997,0.3225806451612903,0.8658385093167702,0.0,0.006218446935050775,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
113,TVR,GRIFFITH,GRIFFITH,ROADSTER,0.448339047659404,1.0,508,>=500,0.4227822822820354,0.7338709677419355,0.5844875346260388,0.0,-0.031002677178695114,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
114,MASERATI,3200 GT,338,COUPE,0.44810891058708446,1.0,326,<500,0.4638777553155565,0.5806451612903225,0.7029520295202952,0.0,-0.015117483250829384,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
115,BMW,Z3 M,E36_7,ROADSTER,0.44679872397198345,1.0,683,>=500,0.3953583684927543,0.7419354838709677,0.6146971201588878,0.0,-0.031998832634945774,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
116,OPEL,CARLTON GSI,A,SPORTIVE,0.44644027105308215,1.0,20,<100,0.7224629010801493,0.04838709677419355,0.9074074074074074,0.0,0.07409984115119941,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
117,VOLVO,S60 R,P2,SPORTIVE,0.44510718929147075,1.0,733,>=500,0.3888129805801937,0.8790322580645161,0.4463229078613694,0.0,-0.048561191254666305,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
118,FIAT,PUNTO GT,176,GTI,0.44456856728256994,1.0,57,<100,0.6254349130044841,0.1975806451612903,0.8813559322033898,0.0,0.02485376948088054,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
119,PEUGEOT,208 GTI,MK1,GTI,0.44282063212143186,1.0,4953,>=500,0.21180676843984297,0.6209677419354839,0.0672316384180791,1.0,-0.01717607442726323,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
120,MASERATI,4200,M138,COUPE,0.44026506348196515,1.0,779,>=500,0.3831741619370094,0.7661290322580645,0.573109243697479,0.0,-0.03314035773872813,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
121,RENAULT,CLIO WILLIAMS,MK1,GTI,0.4370316891769989,1.0,142,<500,0.5408715670431338,0.29435483870967744,0.8706896551724138,0.0,0.00840341639033089,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
122,CITROEN,SAXO VTS,S0,GTI,0.43623299894000145,1.0,99,<100,0.574288983146548,0.2096774193548387,0.9140625,0.0,0.02326968232873168,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
123,FORD,SIERRA XR4X4,MK2,SPORTIVE,0.43260012506897816,1.0,153,<500,0.533959306268929,0.2620967741935484,0.9009508716323297,0.0,0.013889360759945152,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
124,VOLVO,850 R,854,SPORTIVE,0.4303163100198859,1.0,778,>=500,0.3832931653697072,0.6612903225806451,0.6542056074766355,0.0,-0.02096822397850031,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
125,ASTON MARTIN,DB7,DB7,COUPE,0.4299746893180477,1.0,1357,>=500,0.3317547435863928,0.8387096774193548,0.5209155485398579,0.0,-0.04264404531312475,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
126,RENAULT,SPIDER,SPIDER,ROADSTER,0.42777227793572997,1.0,16,<20,0.7431358478655264,0.004032258064516129,0.8333333333333334,0.0,0.1049837162760944,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
127,MERCEDES-BENZ,190E 2.5-16,W201,SPORTIVE,0.42561051686611895,1.0,90,<100,0.5831189146574304,0.18548387096774194,0.8757396449704142,0.0,0.02679146258106859,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
128,MITSUBISHI,ECLIPSE,1G_2G,COUPE,0.42362793117571285,1.0,231,<500,0.4957917849259998,0.3629032258064516,0.796875,0.0,0.0016765771921556788,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
129,ALFA ROMEO,8C,8C,SUPERCAR,0.42270678329795736,1.0,40,<100,0.6582468630465309,0.20564516129032256,0.7045454545454546,0.0,0.023703393070730994,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
130,PORSCHE,CARRERA GT,980,SUPERCAR,0.42156031959917484,1.0,48,<100,0.6413558356373578,0.2701612903225806,0.6477272727272727,0.0,0.01326693821813616,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
131,FIAT,PUNTO HGT,176,GTI,0.4188719334411678,1.0,32,<100,0.678919809831908,0.028225806451612902,0.8709677419354839,0.0,0.09158839060036603,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
132,PORSCHE,911,991,SPORTIVE,0.4146881421431883,1.0,15583,>=500,0.10561922567930887,0.592741935483871,0.14767964642231196,1.0,-0.0157939402641067,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
133,HONDA,INTEGRA TYPE R,DC2,GTI,0.41011078968132375,1.0,294,<500,0.4734495288407792,0.3790322580645161,0.74822695035461,0.0,0.001479929119149431,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
134,BMW,Z4,E89,ROADSTER,0.4089333163979125,1.0,15120,>=500,0.1084135778796896,0.6129032258064516,0.08881378844204123,1.0,-0.016390356191268773,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
135,LOTUS,ELISE,S1,SPORTIVE,0.406313641547871,1.0,1434,>=500,0.3266415862983681,0.6532258064516129,0.6434131736526946,0.0,-0.020421244815977763,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
136,LOTUS,EXIGE,S1,SPORTIVE,0.40571239318808083,1.0,41,<100,0.6559592367043567,0.09274193548387097,0.7647058823529411,0.0,0.05307525258022448,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
137,TVR,CHIMAERA,CHIMAERA,ROADSTER,0.4025528634303626,1.0,1682,>=500,0.3118633772669666,0.7137096774193549,0.5748663101604278,0.0,-0.0289313831517378,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
138,TVR,TUSCAN,TUSCAN,SPORTIVE,0.39560555979195255,1.0,601,>=500,0.4072075495627069,0.5967741935483871,0.5194468452895419,0.0,-0.01582654235611989,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
139,PEUGEOT,306 GTI-6,MK2,GTI,0.3940029889481035,1.0,257,<500,0.4859105094660969,0.23387096774193547,0.8273328434974284,0.0,0.017499026292494974,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
140,VOLKSWAGEN,GOLF R,MK6,SPORTIVE,0.39213972141943154,1.0,1176,>=500,0.3450174527735424,0.939516129032258,0.18252290345313602,0.0,-0.07041598548658719,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
141,MASERATI,GHIBLI,II,COUPE,0.39078636213870377,1.0,58,<100,0.6238236696166741,0.03225806451612903,0.821917808219178,0.0,0.08772700420539684,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
142,OPEL,CALIBRA,A,COUPE,0.3858930430194809,1.0,966,>=500,0.36324151267190974,0.34677419354838707,0.8603248259860788,0.0,0.002623892488810717,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
143,JAGUAR,XK,X100,COUPE,0.3843780890566702,1.0,7566,>=500,0.17255611796449735,0.8669354838709677,0.5362478840067711,0.0,-0.04704956159040406,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
144,BMW,M5,E34,SPORTIVE,0.3824125072679396,1.0,166,<500,0.5264041873771905,0.13709677419354838,0.8194842406876791,0.0,0.03730575030000937,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
145,MAZDA,MX-6,GE,COUPE,0.3797488314820556,1.0,144,<500,0.5395758234091891,0.16129032258064516,0.7528735632183908,0.0,0.03414422508621821,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
146,MERCEDES-BENZ,CL,C140,COUPE,0.37950433654422744,1.0,106,<500,0.5679596042026105,0.1774193548387097,0.6818181818181818,0.0,0.027692246590804867,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
147,PEUGEOT,205 GTI,MK1,GTI,0.3790946837579515,1.0,1989,>=500,0.2963317285876685,0.4032258064516129,0.8728606356968215,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
148,VOLKSWAGEN,GOLF GTI,MK7,GTI,0.37725891983730775,1.0,27570,>=500,0.05276131825608569,0.6169354838709677,0.022792937399678973,1.0,-0.016713184044324685,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
149,PORSCHE,911,964,SPORTIVE,0.37675186281694856,1.0,3632,>=500,0.24054591253369462,0.717741935483871,0.5656265477959386,0.0,-0.0294247003715217,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
150,FORD,SIERRA COSWORTH,MK2,SPORTIVE,0.374599884553652,1.0,823,>=500,0.37808381424497167,0.29032258064516125,0.848449522033108,0.0,0.010186238318853603,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
151,LANCIA,THEMA,Y9,PREMIUM,0.3735266180989042,1.0,280,<500,0.47796965259781404,0.08064516129032258,0.930379746835443,0.0,0.06194289698474453,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
152,AUDI,COUPE,B3,COUPE,0.3718406117925408,1.0,211,<500,0.5041816008366393,0.10080645161290322,0.8508771929824561,0.0,0.05260691511211599,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
153,VOLKSWAGEN,POLO GTI,6R,GTI,0.36799126920612485,1.0,1352,>=500,0.33209673053662386,0.9274193548387096,0.09951287404314545,0.0,-0.06282339542160764,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
154,MERCEDES-BENZ,190E 2.3-16,W201,SPORTIVE,0.3677268379274169,1.0,205,<500,0.5068542138517428,0.024193548387096774,0.9213973799126638,0.0,0.09704454551462574,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
155,MERCEDES-BENZ,SLR MCLAREN,C199,SUPERCAR,0.36610023090737887,1.0,48,<100,0.6413558356373578,0.020161290322580645,0.6829268292682927,0.0,0.09813552285841601,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
156,MITSUBISHI,LANCER EVOLUTION,VII_IX,SPORTIVE,0.365207222718237,1.0,651,>=500,0.39980391862929904,0.375,0.6576292559899117,0.0,0.0015239655593518586,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
157,HONDA,ACCORD TYPE R,CH1,GTI,0.3644576592067158,1.0,139,<500,0.5428498093148992,0.056451612903225805,0.8017366136034733,0.0,0.06890883214048613,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
158,PORSCHE,911,993,SPORTIVE,0.36311178184044335,1.0,3642,>=500,0.2402911855114746,0.75,0.4575493345571363,0.0,-0.03274691410384341,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
159,VOLVO,850 T5,854,SPORTIVE,0.3594280014415344,1.0,638,>=500,0.40167267721955946,0.3709677419354839,0.6305031446540881,0.0,0.0015965842550209053,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
160,FORD,FIESTA ST,MK7,GTI,0.3570543599662498,1.0,21997,>=500,0.07368242106650238,0.4637096774193548,0.07669046619067618,1.0,-0.00443925816759673,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
161,PEUGEOT,406 COUPE,MK1,COUPE,0.35644186688771945,1.0,305,<500,0.4700465227110471,0.15725806451612903,0.7630553390491036,0.0,0.034387337323554035,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
162,AUDI,RS4,B5,SPORTIVE,0.35533500997001655,1.0,136,<500,0.5448712166244112,0.1411290322580645,0.6467391304347826,0.0,0.037153284601318295,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
163,TOYOTA,CELICA,T200,COUPE,0.3533264444402875,1.0,1672,>=500,0.3124158187346828,0.4032258064516129,0.7158722813512263,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
164,BMW,135I,E82,SPORTIVE,0.3518218845389791,1.0,965,>=500,0.3633374672735654,0.7096774193548387,0.23617208077260754,0.0,-0.02701008329743171,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
165,LEXUS,SC430,Z40,ROADSTER,0.35100461558191554,1.0,1680,>=500,0.31197360233602695,0.7298387096774194,0.29677088672475654,0.0,-0.03091380115328602,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
166,BMW,M3,E36,SPORTIVE,0.35096541128023173,1.0,911,>=500,0.36867240011181956,0.25,0.7971503562054744,0.0,0.016004545118252306,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
167,TOYOTA,SUPRA,A80,SPORTIVE,0.34896550859953007,1.0,889,>=500,0.3709371479005553,0.31451612903225806,0.7025423728813559,0.0,0.0065568596863236905,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
168,VOLKSWAGEN,GOLF R,MK4,SPORTIVE,0.348348152099941,1.0,735,>=500,0.38856054402178364,0.4032258064516129,0.5577275503970678,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
169,HONDA,CRX,ED9_EE8,COUPE,0.3480889302855391,1.0,685,>=500,0.3950874789441493,0.17338709677419353,0.8323076923076923,0.0,0.027761953300892886,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
170,SEAT,IBIZA CUPRA,6L,GTI,0.34789482163892993,1.0,155,<500,0.5327561184535706,0.125,0.6509009009009009,0.0,0.042847654931631673,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
171,VOLKSWAGEN,POLO GTI,6N,GTI,0.34465704865134206,1.0,254,<500,0.4869983203156538,0.08870967741935484,0.7601510859301227,0.0,0.05894422146320161,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
172,PORSCHE,CAYMAN,987,COUPE,0.34432110290571344,1.0,5393,>=500,0.20392197569661497,0.9032258064516129,0.23570979899497488,0.0,-0.056006116887599613,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
173,AUDI,RS6,C5,SPORTIVE,0.3429505397491458,1.0,297,<500,0.47250897091837923,0.2217741935483871,0.6106442577030813,0.0,0.01946445084546207,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
174,VOLKSWAGEN,GOLF GTI,MK2,GTI,0.3407494834910521,1.0,3641,>=500,0.2403166267198225,0.36693548387096775,0.8245239658568615,0.0,0.0016743113003515053,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
175,RENAULT,CLIO 16V,MK1,GTI,0.33871943058894144,1.0,264,<500,0.48342088127386146,0.06048387096774194,0.772005772005772,0.0,0.06764088624426284,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
176,BMW,M5,E60,SPORTIVE,0.3366702664811605,1.0,883,>=500,0.37156453738368167,0.3870967741935484,0.5492424242424242,0.0,0.0007256225097560659,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
177,VOLKSWAGEN,GOLF GTI,MK6,GTI,0.33528086060098106,1.0,5664,>=500,0.1993797678077186,0.9879032258064516,0.09261067708333333,0.0,-0.11580095275604266,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
178,MERCEDES-BENZ,S-CLASS,W140,PREMIUM,0.3341702269397775,1.0,714,>=500,0.3912460700147624,0.16532258064516128,0.7795172863666014,0.0,0.03275137080888059,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
179,SAAB,900 TURBO,CLASSIC,COUPE,0.3308275272962362,1.0,1066,>=500,0.35411562098947785,0.2540322580645161,0.7168949771689498,0.0,0.015565177426871829,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
180,MAZDA,MX-3,EC,COUPE,0.33049091985146833,1.0,336,<500,0.4610786251886409,0.04435483870967742,0.7901234567901234,0.0,0.07502166986085645,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
181,AUDI,S4,B5,SPORTIVE,0.32813307703553807,1.0,305,<500,0.4700465227110471,0.13306451612903225,0.6517533252720678,0.0,0.03744342431452895,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
182,AUDI,RS6,C6,SPORTIVE,0.3259795607547514,1.0,368,<500,0.4526506212479401,0.38306451612903225,0.35892857142857143,0.0,0.0009085203840474981,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
183,PORSCHE,911,996,SPORTIVE,0.3245370671616351,1.0,10424,>=500,0.14286863853769113,0.7943548387096774,0.3797216699801193,0.0,-0.03571641450084776,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
184,TOYOTA,MR2,SW20,SPORTIVE,0.32340877781780636,1.0,2784,>=500,0.2651795052540319,0.29838709677419356,0.7799958839267339,0.0,0.008357226751943739,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
185,VOLVO,480,480,COUPE,0.3229061754086879,1.0,876,>=500,0.37230190241013017,0.0967741935483871,0.8420348058902276,0.0,0.05302727066378518,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
186,MERCEDES-BENZ,E55 AMG,W210,SPORTIVE,0.32204120789921664,1.0,189,<500,0.514382752866777,0.012096774193548387,0.6949152542372882,0.0,0.10076219567150271,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
187,VOLKSWAGEN,GOLF GTI,MK3,GTI,0.3201740755228007,1.0,1213,>=500,0.34214754233367656,0.12903225806451613,0.8408218559494243,0.0,0.04270376911617828,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
188,MERCEDES-BENZ,CL,C215,COUPE,0.31981132843229976,1.0,1262,>=500,0.3384787285398256,0.3346774193548387,0.5883720930232558,0.0,0.0039687909085052014,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
189,LEXUS,LS400,XF10_XF20,PREMIUM,0.31973159241874444,1.0,829,>=500,0.37741085128869584,0.22983870967741934,0.6508905852417303,0.0,0.01751798380265239,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
190,VOLKSWAGEN,SCIROCCO,MK3,COUPE,0.31873311237748403,1.0,48727,>=500,0.0,0.4274193548387097,0.05939136833903294,1.0,-0.0019317102792698188,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
191,BMW,M5,E39,SPORTIVE,0.316959448194442,1.0,721,>=500,0.39034221738587616,0.24596774193548387,0.594238683127572,0.0,0.016422132190874406,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
192,PEUGEOT,206 GTI,MK1,GTI,0.31561297671482763,1.0,650,>=500,0.39994633857989326,0.0846774193548387,0.7723120168657766,0.0,0.06015675595559277,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
193,ALFA ROMEO,SPIDER,916,ROADSTER,0.31518450283014837,1.0,1464,>=500,0.3247234192346372,0.25806451612903225,0.6850758853288365,0.0,0.015191842010149961,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
194,JAGUAR,XJ,X300_X308,PREMIUM,0.31191279223168167,1.0,3698,>=500,0.23887751422951595,0.3387096774193548,0.718141214482562,0.0,0.0029718441922921834,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
195,FIAT,BARCHETTA,183,ROADSTER,0.3118312264365432,1.0,1543,>=500,0.31985439815869465,0.21370967741935484,0.7322738386308069,0.0,0.021150055096179357,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
196,AUDI,CABRIOLET,B4,ROADSTER,0.3110018522108937,1.0,571,>=500,0.4119514609117009,0.06451612903225806,0.7534490431686693,0.0,0.06706475478833329,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
197,CITROEN,DS3 RACING,A55,GTI,0.30485179591687167,1.0,171,<500,0.5236549007763154,0.28629032258064513,0.25,0.0,0.011052696203149526,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
198,VOLKSWAGEN,GOLF R,MK5,SPORTIVE,0.30348682291469964,1.0,3058,>=500,0.2564827788841661,0.6008064516129032,0.31758118701007837,0.0,-0.015892736426255584,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
