make,model_gen,generation,segment,country,level,series,year,stock,attrition,age_bucket
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2014,149,,3
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2015,154,,4
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2016,123,,4
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2017,107,0.11024324091597885,4
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2018,94,0.1644604668046468,4
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2019,77,0.15623324700248145,4
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2020,67,0.1560255021181884,5
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2021,55,0.1786494480207436,5
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2022,46,0.17171217582572748,5
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2023,49,0.10436220579693507,5
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2024,47,0.05239310235619211,5
ALFA ROMEO,155,167,PREMIUM,GB,generation,VEH0124,2025,40,0.04658124397351221,6
ALFA ROMEO,155,167,PREMIUM,NL,generation,RDW,2026,383,,6
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2014,11484,,2
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2015,8819,,2
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2016,6574,,2
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2017,4764,0.2932221718886235,3
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2018,3407,0.31697484152542255,3
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2019,2503,0.3220979516300642,3
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2020,1917,0.3034068109453423,3
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2021,1515,0.2700808379893367,3
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2022,1242,0.23350591355821057,4
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2023,1020,0.2104636667847183,4
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2024,845,0.1945731196411555,4
ALFA ROMEO,156,932,PREMIUM,GB,generation,VEH0124,2025,699,0.19156887323766658,4
ALFA ROMEO,156,932,PREMIUM,NL,generation,RDW,2026,1622,,4
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2014,254,,2
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2015,253,,2
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2016,238,,2
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2017,226,0.03890405385637934,2
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2018,214,0.05578701159763753,3
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2019,193,0.06990801101460893,3
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2020,168,0.0987982859111234,3
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2021,176,0.06508220855211343,3
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2022,161,0.060343566440595575,3
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2023,147,0.04454095082749491,4
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2024,135,0.08838601192549195,4
ALFA ROMEO,147 GTA,937,GTI,GB,generation,VEH0124,2025,149,0.025759427177499083,4
ALFA ROMEO,147 GTA,937,GTI,NL,generation,RDW,2026,4,,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2014,2159,,2
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2015,1894,,3
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2016,1683,,3
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2017,1449,0.13290722832725851,3
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2018,1290,0.1279962963762585,3
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2019,1157,0.1250013811147958,3
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2020,1038,0.1111698702286738,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2021,977,0.09260148309970696,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2022,863,0.09769169742730403,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2023,790,0.09106837232530222,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2024,738,0.09351627226422839,4
ALFA ROMEO,GTV,916,COUPE,GB,generation,VEH0124,2025,698,0.07071825483131679,5
ALFA ROMEO,GTV,916,COUPE,NL,generation,RDW,2026,274,,5
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2014,1882,,2
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2015,1807,,3
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2016,1633,,3
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2017,1499,0.07580528085054633,3
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2018,1374,0.09128420752084081,3
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2019,1257,0.08729004157066166,3
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2020,1110,0.10010131586718546,4
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2021,1056,0.0876927575785393,4
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2022,965,0.08806537886897049,4
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2023,885,0.07556093507420918,4
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2024,782,0.10008538994121298,4
ALFA ROMEO,SPIDER,916,ROADSTER,GB,generation,VEH0124,2025,747,0.08530000072225959,5
ALFA ROMEO,SPIDER,916,ROADSTER,NL,generation,RDW,2026,717,,5
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2014,6451,,1
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2015,6062,,1
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2016,5648,,2
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2017,5060,0.08094720543116307,2
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2018,4389,0.10765538407607243,2
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2019,3684,0.1425316848873755,2
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2020,3136,0.15943524438170198,2
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2021,2574,0.177855159033142,3
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2022,2184,0.17425294644574663,3
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2023,1828,0.18003176818162428,3
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2024,1398,0.20336777551890065,3
ALFA ROMEO,GT,937,COUPE,GB,generation,VEH0124,2025,1185,0.20370027574731972,3
ALFA ROMEO,GT,937,COUPE,NL,generation,RDW,2026,1978,,4
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2014,2847,,1
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2015,2766,,1
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2016,2647,,1
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2017,2507,0.04238195486696721,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2018,2386,0.049254966002403235,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2019,2268,0.051544792947805895,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2020,2107,0.05791313958639511,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2021,1968,0.06417704055679847,2
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2022,1805,0.07609762276230836,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2023,1629,0.08582501242016709,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2024,1437,0.10477756458452586,3
ALFA ROMEO,BRERA,939,COUPE,GB,generation,VEH0124,2025,1314,0.10578641516820096,3
ALFA ROMEO,BRERA,939,COUPE,NL,generation,RDW,2026,534,,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2014,35,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2015,39,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2016,27,,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2017,26,0.09881657324285126,1
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2018,25,0.1479949999726057,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2019,17,0.15431346245803493,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2020,18,0.1227109746362694,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2021,18,0.10962844908445563,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2022,16,0.02027414100858048,2
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2023,14,0.08382885381698717,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2024,13,0.10848089100200252,3
ALFA ROMEO,8C,8C,SUPERCAR,GB,generation,VEH0124,2025,13,0.06919298801251024,3
ALFA ROMEO,8C,8C,SUPERCAR,NL,generation,RDW,2026,27,,3
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2014,122,,-1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2015,185,,-1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2016,301,,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2017,404,-0.3989610416387579,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2018,441,-0.2893177339315564,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2019,408,-0.1014550787685783,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2020,390,0.01172297692694934,0
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2021,381,0.04874076805165369,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2022,357,0.04449982938879892,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2023,361,0.025773901537757046,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2024,333,0.04484279203000141,1
ALFA ROMEO,4C,960,SPORTIVE,GB,generation,VEH0124,2025,336,0.020148468576834524,1
ALFA ROMEO,4C,960,SPORTIVE,NL,generation,RDW,2026,144,,2
ALPINE,A610,A610,SPORTIVE,NL,generation,RDW,2026,1,,6
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2014,2048,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2015,1985,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2016,1914,,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2017,1813,0.04062155637805524,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2018,1729,0.0460235645289395,3
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2019,1623,0.055010654240189256,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2020,1505,0.0620370603204331,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2021,1521,0.04268553487384686,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2022,1458,0.03569256895686653,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2023,1355,0.03502111860567665,4
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2024,1260,0.06272883103982412,5
ASTON MARTIN,DB7,DB7,COUPE,GB,generation,VEH0124,2025,1214,0.06102388027642377,5
ASTON MARTIN,DB7,DB7,COUPE,NL,generation,RDW,2026,143,,5
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2014,4217,,0
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2015,4308,,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2016,4388,,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2017,4309,-0.007182119638912385,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2018,4136,0.013607612142733072,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2019,4018,0.029383203713601074,1
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2020,3776,0.04398706959402862,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2021,3716,0.035661606426419315,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2022,3615,0.03519832083387311,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2023,3426,0.03244615764500371,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2024,3234,0.04628850994125616,2
ASTON MARTIN,DB9,DB9,COUPE,GB,generation,VEH0124,2025,3124,0.0486399740429204,3
ASTON MARTIN,DB9,DB9,COUPE,NL,generation,RDW,2026,341,,3
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2014,4705,,0
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2015,4905,,0
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2016,5049,,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2017,5079,-0.025487298805881378,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2018,4843,0.0042695180845880734,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2019,4724,0.02219329232793796,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2020,4427,0.0457696020740705,1
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2021,4393,0.03247041939908024,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2022,4212,0.038206447374903425,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2023,3971,0.03625955217783115,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2024,3830,0.045714217244942894,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,GB,generation,VEH0124,2025,3756,0.0381875559008961,2
ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,NL,generation,RDW,2026,404,,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2014,190,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2015,193,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2016,179,,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2017,170,0.03703197548237954,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2018,160,0.06247963964616488,2
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2019,164,0.02919310759867319,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2020,135,0.07671650539905563,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2021,140,0.044363605716987255,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2022,124,0.09308144112287026,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2023,121,0.03651974068075493,3
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2024,122,0.045912714066288406,4
ASTON MARTIN,VANQUISH,I,SUPERCAR,GB,generation,VEH0124,2025,111,0.036949908165542854,4
ASTON MARTIN,VANQUISH,I,SUPERCAR,NL,generation,RDW,2026,10,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2014,68,,3
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2015,57,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2016,53,,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2017,46,0.13031169770838916,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2018,39,0.126516871297234,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2019,39,0.1023134522155792,4
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2020,39,0.055064272893870926,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2021,44,-0.040236869899352996,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2022,34,0.04576503162812814,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2023,34,0.04576503162812814,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2024,30,0.1276374552287113,5
AUDI,RS2,B4,SPORTIVE,GB,generation,VEH0124,2025,32,0.020107978499862286,6
AUDI,RS2,B4,SPORTIVE,NL,generation,RDW,2026,2,,6
AUDI,S2,B3_B4,COUPE,NL,generation,RDW,2026,1,,6
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2014,345,,2
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2015,338,,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2016,309,,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2017,266,0.08666032031099831,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2018,243,0.10998840214373684,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2019,219,0.11483511604696318,3
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2020,200,0.09504204589920799,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2021,189,0.08374614295743216,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2022,179,0.06719197748030013,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2023,158,0.07862792905805534,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2024,154,0.06828819117288339,4
AUDI,RS4,B5,SPORTIVE,GB,generation,VEH0124,2025,130,0.10666677412765786,5
AUDI,RS4,B5,SPORTIVE,NL,generation,RDW,2026,6,,5
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2014,2779,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2015,2667,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2016,2575,,1
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2017,2458,0.040910410018022286,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2018,2359,0.0409015056425815,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2019,2234,0.04738437732825499,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2020,2085,0.054834386565210724,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2021,1997,0.05550570942692773,2
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2022,1864,0.06033476086308002,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2023,1754,0.05766278846128544,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2024,1632,0.06726031166518055,3
AUDI,RS4,B7,SPORTIVE,GB,generation,VEH0124,2025,1525,0.06689022779399638,3
AUDI,RS4,B7,SPORTIVE,NL,generation,RDW,2026,10,,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2014,767,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2015,750,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2016,711,,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2017,636,0.06242350464886267,2
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2018,576,0.08800011348596548,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2019,524,0.10179659113002106,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2020,460,0.10794593764228237,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2021,411,0.11246315362233937,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2022,368,0.11776488244209608,3
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2023,333,0.10776842997110513,4
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2024,296,0.10937884860813683,4
AUDI,RS6,C5,SPORTIVE,GB,generation,VEH0124,2025,278,0.09344396320887695,4
AUDI,RS6,C5,SPORTIVE,NL,generation,RDW,2026,19,,4
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2014,579,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2015,560,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2016,550,,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2017,528,0.0307400280616338,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2018,518,0.025988558392216077,1
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2019,510,0.02518642333662097,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2020,473,0.03662343924613203,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2021,455,0.043186907726869846,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2022,437,0.05145913886525282,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2023,395,0.06011101827994847,2
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2024,376,0.06356803839710627,3
AUDI,RS6,C6,SPORTIVE,GB,generation,VEH0124,2025,359,0.06553689635568609,3
AUDI,RS6,C6,SPORTIVE,NL,generation,RDW,2026,9,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2014,831,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2015,753,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2016,672,,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2017,611,0.10247743795167591,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2018,545,0.1077298988828485,3
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2019,494,0.10264453079743523,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2020,473,0.08535271468375168,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2021,434,0.07592615918587951,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2022,397,0.07287673061173842,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2023,357,0.09385077292389528,4
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2024,317,0.1046776736766258,5
AUDI,S4,B5,SPORTIVE,GB,generation,VEH0124,2025,288,0.10695691384086851,5
AUDI,S4,B5,SPORTIVE,NL,generation,RDW,2026,17,,5
AUDI,S3,8L,GTI,GB,generation,VEH0124,2014,3336,,2
AUDI,S3,8L,GTI,GB,generation,VEH0124,2015,3050,,2
AUDI,S3,8L,GTI,GB,generation,VEH0124,2016,2757,,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2017,2456,0.10205736183677176,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2018,2117,0.12170518479031898,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2019,1862,0.1309202610972356,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2020,1615,0.13969902259413325,3
AUDI,S3,8L,GTI,GB,generation,VEH0124,2021,1412,0.13496037899315574,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2022,1248,0.13333128254606194,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2023,1115,0.12357810185503822,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2024,980,0.12170237784702387,4
AUDI,S3,8L,GTI,GB,generation,VEH0124,2025,886,0.11415412866393944,4
AUDI,S3,8L,GTI,NL,generation,RDW,2026,188,,5
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2014,364,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2015,324,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2016,292,,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2017,271,0.09831760201658436,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2018,229,0.1156582928996468,3
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2019,205,0.1179953711398961,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2020,170,0.15537597468659692,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2021,164,0.11119079554659234,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2022,145,0.11533385164320549,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2023,146,0.05076535210377933,4
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2024,119,0.10680118063745214,5
AUDI,S8,D2,PREMIUM,GB,generation,VEH0124,2025,116,0.07424576987371945,5
AUDI,S8,D2,PREMIUM,NL,generation,RDW,2026,26,,5
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2014,45838,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2015,44169,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2016,42119,,2
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2017,39412,0.050338873523127596,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2018,36520,0.06338781398531544,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2019,33166,0.0797124570371842,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2020,30191,0.0888173561639153,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2021,27773,0.09124210189699412,3
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2022,25087,0.09303657718764735,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2023,22070,0.10451308412486722,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2024,18966,0.1270877514875012,4
AUDI,TT,8N,COUPE,GB,generation,VEH0124,2025,16711,0.13538215375900128,4
AUDI,TT,8N,COUPE,NL,generation,RDW,2026,4948,,4
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2014,52140,,0
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2015,51112,,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2016,50884,,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2017,50430,0.011118929557641261,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2018,49992,0.007386420880199899,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2019,49631,0.008316657039585578,1
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2020,48812,0.010862297780746176,2
AUDI,TT,8J,COUPE,GB,generation,VEH0124,2021,48225,0.01198819575455834,2
