rank,make,model_gen,generation,segment,score,weight_coverage,stock,rarity,conservation,sorn_ratio,recent_inflection_point,relative_attrition,inflection_year,latest_year,components_available
125,TVR,CHIMAERA,CHIMAERA,ROADSTER,0.3783104661019556,1.0,1682,0.3118633772669666,0.6167400881057269,0.5748663101604278,0.0,-0.01585865682100647,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
126,MERCEDES-BENZ,CL,C140,COUPE,0.3769997180988672,1.0,106,0.5679596042026105,0.16740088105726875,0.6818181818181818,0.0,0.031029059065223002,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
127,FORD,SIERRA COSWORTH,MK2,SPORTIVE,0.3758077856478683,1.0,823,0.37808381424497167,0.29515418502202645,0.848449522033108,0.0,0.008545767922108809,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
128,VOLKSWAGEN,POLO GTI,6R,GTI,0.3718192498797074,1.0,1352,0.33209673053662386,0.9427312775330398,0.09951287404314545,0.0,-0.06282339542160764,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
129,PORSCHE,911,964,SPORTIVE,0.37132518951866805,1.0,3632,0.24054591253369462,0.696035242290749,0.5656265477959386,0.0,-0.023806228266805993,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
130,HONDA,ACCORD TYPE R,CH1,GTI,0.36686457976945563,1.0,139,0.5428498093148992,0.06607929515418502,0.8017366136034733,0.0,0.0628807030070605,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
131,MERCEDES-BENZ,SLR MCLAREN,C199,SUPERCAR,0.36656651625624914,1.0,48,0.6413558356373578,0.022026431718061675,0.6829268292682927,0.0,0.09813552285841601,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
132,BMW,135I,E82,SPORTIVE,0.3583232345460844,1.0,965,0.3633374672735654,0.73568281938326,0.23617208077260754,0.0,-0.02701008329743171,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
133,PORSCHE,911,993,SPORTIVE,0.3573298435144522,1.0,3642,0.2402911855114746,0.7268722466960353,0.4575493345571363,0.0,-0.026089286940445405,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
134,LEXUS,SC430,Z40,ROADSTER,0.35687092935198805,1.0,1680,0.31197360233602695,0.7533039647577093,0.29677088672475654,0.0,-0.030203462576811564,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
135,LOTUS,ELISE,S2,SPORTIVE,0.35684899096414757,1.0,1873,0.3018987695400416,0.6079295154185023,0.4960102138525375,0.0,-0.01565119723306943,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
136,SUBARU,IMPREZA WRX,GC8,SPORTIVE,0.35679887088869383,1.0,1565,0.3185428115733478,0.3436123348017621,0.7970290156879078,0.0,0.0027373122744211165,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
137,FORD,FIESTA ST,MK7,GTI,0.3567657071312349,1.0,21997,0.07368242106650238,0.4625550660792952,0.07669046619067618,1.0,-0.00443925816759673,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
138,MITSUBISHI,LANCER EVOLUTION,VII_IX,SPORTIVE,0.3562589848327744,1.0,651,0.39980391862929904,0.3392070484581498,0.6576292559899117,0.0,0.0028949947948625626,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
139,PEUGEOT,406 COUPE,MK1,COUPE,0.3523696415075859,1.0,305,0.4700465227110471,0.14096916299559473,0.7630553390491036,0.0,0.03844660758668286,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
140,HONDA,CRX,ED9_EE8,COUPE,0.3509976626999202,1.0,685,0.3950874789441493,0.18502202643171808,0.8323076923076923,0.0,0.027761953300892886,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
141,AUDI,RS4,B5,SPORTIVE,0.3508897563107868,1.0,136,0.5448712166244112,0.12334801762114539,0.6467391304347826,0.0,0.0438109117647163,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
142,PORSCHE,CAYMAN,987,COUPE,0.3497921843324578,1.0,5393,0.20392197569661497,0.9251101321585904,0.23570979899497488,0.0,-0.056006116887599613,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
143,SEAT,IBIZA CUPRA,6L,GTI,0.3496844692160224,1.0,155,0.5327561184535706,0.13215859030837004,0.6509009009009009,0.0,0.042290592644989716,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
144,VOLKSWAGEN,POLO GTI,6N,GTI,0.34670870418637123,1.0,254,0.4869983203156538,0.09691629955947137,0.7601510859301227,0.0,0.05291609232977598,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
145,VOLKSWAGEN,GOLF GTI,MK2,GTI,0.3437292689109754,1.0,3641,0.2403166267198225,0.37885462555066085,0.8245239658568615,0.0,0.0008371556501757527,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
146,AUDI,RS6,C5,SPORTIVE,0.34037042748539703,1.0,297,0.47250897091837923,0.2114537444933921,0.6106442577030813,0.0,0.020835480080972774,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
147,BMW,M3,E36,SPORTIVE,0.3402275258176767,1.0,911,0.36867240011181956,0.20704845814977976,0.7971503562054744,0.0,0.021623017222968013,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
148,MASERATI,QUATTROPORTE,M139,PREMIUM,0.33926737726466494,1.0,1072,0.35359563369576874,0.48017621145374456,0.47732426303854875,0.0,-0.005156875161388796,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
149,VOLKSWAGEN,GOLF R,MK4,SPORTIVE,0.33895139211699377,1.0,735,0.38856054402178364,0.3656387665198238,0.5577275503970678,0.0,0.001371029235510704,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
150,RENAULT,CLIO 16V,MK1,GTI,0.33681432187784294,1.0,264,0.48342088127386146,0.052863436123348026,0.772005772005772,0.0,0.06551639205554301,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
151,TOYOTA,SUPRA,A80,SPORTIVE,0.33641577149565055,1.0,889,0.3709371479005553,0.2643171806167401,0.7025423728813559,0.0,0.013214486849721693,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
152,TOYOTA,CELICA,T200,COUPE,0.3362204333560186,1.0,1672,0.3124158187346828,0.3348017621145375,0.7158722813512263,0.0,0.004059270263128828,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
153,VOLKSWAGEN,GOLF GTI,MK6,GTI,0.336102410977562,1.0,5664,0.1993797678077186,0.9911894273127754,0.09261067708333333,0.0,-0.11635801504268461,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
154,BMW,M5,E60,SPORTIVE,0.33571105090634173,1.0,883,0.37156453738368167,0.38325991189427316,0.5492424242424242,0.0,0.0007256225097560659,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
155,SAAB,900 TURBO,CLASSIC,COUPE,0.3289934715906799,1.0,1066,0.35411562098947785,0.24669603524229078,0.7168949771689498,0.0,0.015565177426871829,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
156,MAZDA,MX-3,EC,COUPE,0.32821278286127364,1.0,336,0.4610786251886409,0.03524229074889868,0.7901234567901234,0.0,0.07835848233527459,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
157,PORSCHE,911,996,SPORTIVE,0.326388886118577,1.0,10424,0.14286863853769113,0.8017621145374451,0.3797216699801193,0.0,-0.03434538526533706,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
158,AUDI,S4,B5,SPORTIVE,0.3246026308226633,1.0,305,0.4700465227110471,0.11894273127753305,0.6517533252720678,0.0,0.04410105147792695,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
159,AUDI,RS6,C6,SPORTIVE,0.32272444493835234,1.0,368,0.4526506212479401,0.37004405286343617,0.35892857142857143,0.0,0.0009085203840474981,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
160,VOLKSWAGEN,GOLF GTI,MK3,GTI,0.3220569801696672,1.0,1213,0.34214754233367656,0.13656387665198239,0.8408218559494243,0.0,0.04057927492745844,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
161,VOLKSWAGEN,SCIROCCO,MK3,COUPE,0.322010432258115,1.0,48727,0.0,0.4405286343612335,0.05939136833903294,1.0,-0.0019317102792698188,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
162,MERCEDES-BENZ,E55 AMG,W210,SPORTIVE,0.3212196575226357,1.0,189,0.514382752866777,0.00881057268722467,0.6949152542372882,0.0,0.10741982283490072,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
163,JAGUAR,XJ,X300_X308,PREMIUM,0.32084770767860515,1.0,3698,0.23887751422951595,0.3744493392070485,0.718141214482562,0.0,0.0008376369027953966,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
164,VOLVO,480,480,COUPE,0.3207390587396528,1.0,876,0.37230190241013017,0.0881057268722467,0.8420348058902276,0.0,0.05302727066378518,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
165,VOLKSWAGEN,GOLF GTI,MK5,GTI,0.3182843600904395,1.0,10613,0.14120393185023836,0.881057268722467,0.24299333381119634,0.0,-0.045720335583165184,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
166,PORSCHE,BOXSTER,987,ROADSTER,0.3134965771084947,1.0,9918,0.14747857039298956,0.841409691629956,0.2576332728172966,0.0,-0.03898793162793686,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
167,PEUGEOT,206 GTI,MK1,GTI,0.31316608883647035,1.0,650,0.39994633857989326,0.0748898678414097,0.7723120168657766,0.0,0.06017343324038373,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
168,TOYOTA,MR2,SW20,SPORTIVE,0.31158733402073374,1.0,2784,0.2651795052540319,0.2511013215859031,0.7799958839267339,0.0,0.013975698856659446,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
169,MERCEDES-BENZ,S-CLASS,W140,PREMIUM,0.3104607271529365,1.0,714,0.3912460700147624,0.07048458149779736,0.7795172863666014,0.0,0.060684389175064954,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
170,MERCEDES-BENZ,CL,C215,COUPE,0.30882919826319366,1.0,1262,0.3384787285398256,0.29074889867841414,0.5883720930232558,0.0,0.008852964040874309,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
171,VOLKSWAGEN,GOLF R,MK5,SPORTIVE,0.3085715536238086,1.0,3058,0.2564827788841661,0.6211453744493393,0.31758118701007837,0.0,-0.015892736426255584,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
172,BMW,M5,E39,SPORTIVE,0.3061283056621129,1.0,721,0.39034221738587616,0.20264317180616742,0.594238683127572,0.0,0.02307975935427241,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
173,CITROEN,DS3 RACING,A55,GTI,0.3037637967695077,1.0,171,0.5236549007763154,0.28193832599118945,0.25,0.0,0.011052696203149526,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
174,TOYOTA,GT86,ZN6,COUPE,0.30120630871998466,1.0,8180,0.16532731427472291,0.920704845814978,0.06582768635043562,0.0,-0.05591965960508259,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
175,FIAT,BARCHETTA,183,ROADSTER,0.2980513841742155,1.0,1543,0.31985439815869465,0.15859030837004406,0.7322738386308069,0.0,0.03422278142691069,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
176,MERCEDES-BENZ,C55 AMG,W203,SPORTIVE,0.2967263010330571,1.0,152,0.5345668111317976,0.10132158590308371,0.4214876033057851,0.0,0.04958762372577599,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
177,FERRARI,360,360,SUPERCAR,0.2960654982823622,1.0,707,0.39215882773901917,0.19383259911894274,0.5517587939698493,0.0,0.024658487128062255,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
178,ALFA ROMEO,SPIDER,916,ROADSTER,0.2958225588199167,1.0,1464,0.3247234192346372,0.18061674008810574,0.6850758853288365,0.0,0.028264568340881292,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
179,MITSUBISHI,LANCER EVOLUTION,X,SPORTIVE,0.29416534608902,1.0,604,0.40674624988954033,0.26872246696035246,0.42311770943796395,0.0,0.012837532772495115,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
180,MERCEDES-BENZ,E55 AMG,W211,SPORTIVE,0.2922604816877211,1.0,466,0.4307770853978076,0.2246696035242291,0.42660550458715596,0.0,0.018848422662933476,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
181,LEXUS,LS400,XF10_XF20,PREMIUM,0.28980495464696665,1.0,829,0.37741085128869584,0.11013215859030838,0.6508905852417303,0.0,0.045451002168836754,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
182,PORSCHE,911,997,SPORTIVE,0.28887256780146175,1.0,16101,0.10258968704430124,0.775330396475771,0.2956678910850679,0.0,-0.03254418048402737,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
183,ALFA ROMEO,156,932,PREMIUM,0.2880143620387256,1.0,2323,0.28195081157014973,0.11453744493392072,0.803486083778465,0.0,0.044760361377934016,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
184,MINI,COOPER S,R56,GTI,0.2848657442571095,1.0,32898,0.03639261085336934,0.947136563876652,0.17672094744633604,0.0,-0.06318093068701325,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
185,SUBARU,IMPREZA WRX,GR,SPORTIVE,0.284609651903773,1.0,1139,0.34797911655550867,0.3612334801762115,0.36254295532646047,0.0,0.0021123233475348613,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
186,FORD,PUMA,MK1,COUPE,0.2829404954041136,1.0,1506,0.32210300569106465,0.039647577092511016,0.8014627456955661,0.0,0.07675137302707494,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
187,SKODA,OCTAVIA VRS,1U,GTI,0.2819868312370428,1.0,797,0.3810578327625945,0.14537444933920707,0.5613648871766649,0.0,0.036495233217200856,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
188,AUDI,RS4,B7,SPORTIVE,0.28108269498415295,1.0,1535,0.3203359803197322,0.3524229074889868,0.404296875,0.0,0.0022618518223577883,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
189,MAZDA,MX-5,NA,ROADSTER,0.2692998993076925,1.0,8822,0.1583274503619039,0.2995594713656388,0.6949771191980824,0.0,0.008122663561363569,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
190,SEAT,LEON CUPRA,1M,GTI,0.26804512736895125,1.0,1440,0.32625476252295676,0.10572687224669605,0.6371212121212121,0.0,0.04677052074232855,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
191,JAGUAR,F-TYPE,X152,SPORTIVE,0.2665847407115706,1.0,16055,0.10285474701751782,0.8502202643171807,0.09015256588072122,0.0,-0.03939760855060757,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
192,MAZDA,RX-8,SE3P,COUPE,0.26294966975893375,1.0,2433,0.27766457301133374,0.061674008810572695,0.7517428350116189,0.0,0.0634530500636405,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
193,FORD,FIESTA ST,MK6,GTI,0.2589599736190371,1.0,4896,0.212879116100837,0.35682819383259917,0.47622617262797173,0.0,0.0021373211682676196,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
194,ABARTH,500,312,GTI,0.2585734208990977,1.0,23561,0.06731899740397855,0.8986784140969164,0.05171084141738036,0.0,-0.04776114867731635,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
195,AUDI,R8,42,SUPERCAR,0.2558750950512464,1.0,1919,0.29965096342038877,0.3215859030837005,0.35300391041592605,0.0,0.005671918822893425,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
196,MINI,COOPER S,R53,GTI,0.2540777712815667,1.0,16661,0.09942225020094152,0.5198237885462555,0.44662018287336647,0.0,-0.007673605764940389,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
197,VOLKSWAGEN,PHAETON,3D,PREMIUM,0.2536560740752525,1.0,959,0.36391529134804634,0.1629955947136564,0.4276841171251109,0.0,0.034114148146963716,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
198,CITROEN,C2 VTS,A6,GTI,0.251823643545352,1.0,626,0.4034317963923434,0.01762114537444934,0.5310861423220974,0.0,0.10111161862446202,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
199,FERRARI,CALIFORNIA,F149,ROADSTER,0.2516080068712041,1.0,1403,0.32866631894607473,0.3480176211453745,0.2478519497686715,0.0,0.002448417310756436,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
200,SMART,ROADSTER,452,ROADSTER,0.2510206243673977,1.0,3011,0.25791773111767136,0.21585903083700442,0.5339233038348082,0.0,0.020772303494595565,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
201,AUDI,TT,8J,COUPE,0.25070431803176635,1.0,46475,0.00438380653513648,0.9295154185022028,0.08395565559458948,0.0,-0.05700463969332502,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
202,SUBARU,IMPREZA WRX,GD,SPORTIVE,0.2479144455308589,1.0,6192,0.19112259954075617,0.28634361233480177,0.5471781630394689,0.0,0.009456849245166918,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
203,TOYOTA,MR2,ZZW30,ROADSTER,0.24646388506359407,1.0,5257,0.20628822746273554,0.27312775330396477,0.5299053356282272,0.0,0.011918986214105004,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
204,PORSCHE,BOXSTER,986,ROADSTER,0.24598863141467048,1.0,10480,0.14237226603965727,0.43171806167400884,0.44114411441144114,0.0,-0.0015421192114012244,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
205,ALFA ROMEO,BRERA,939,COUPE,0.24049052319401704,1.0,1849,0.3030935522631343,0.23348017621145375,0.38018867924528305,0.0,0.01861706149445827,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
206,MAZDA,MX-5,NC,ROADSTER,0.24041783774515818,1.0,41222,0.01549577301593035,0.8105726872246697,0.1617557269170756,0.0,-0.0354599733829692,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
207,MG,MGF,MGF,ROADSTER,0.24036761784269262,1.0,4539,0.21989337419858535,0.048458149779735685,0.756451997141269,0.0,0.07514674754957093,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
208,SUBARU,BRZ,ZC6,COUPE,0.23836919594892783,1.0,954,0.36439957974627313,0.3876651982378855,0.06956521739130435,0.0,0.0006273728858826651,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
209,MERCEDES-BENZ,S-CLASS,W220,PREMIUM,0.23451932898008232,1.0,3066,0.2562407299950317,0.05726872246696036,0.6525894643254057,0.0,0.06406905276154246,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
210,MERCEDES-BENZ,SLK,R171,ROADSTER,0.22559569572024463,1.0,22146,0.0730569976830691,0.6255506607929516,0.2181904066646627,0.0,-0.015979875100253733,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
211,VOLVO,C70,I,COUPE,0.22521493979923296,1.0,3207,0.25207525029594935,0.08370044052863437,0.5803174603174603,0.0,0.05627384276975571,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
212,MG,TF,TF,ROADSTER,0.21994251606794252,1.0,6863,0.18159076365176033,0.15418502202643172,0.5891974664160924,0.0,0.03474272129520131,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
213,NISSAN,350Z,Z33,SPORTIVE,0.21932119170995285,1.0,4072,0.22995197705143736,0.18942731277533043,0.4574058577405858,0.0,0.026579482107646935,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
214,MERCEDES-BENZ,S-CLASS,W221,PREMIUM,0.21905259597111998,1.0,8326,0.16368834661758377,0.407488986784141,0.29944713979465193,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
215,MERCEDES-BENZ,SL,R230,ROADSTER,0.21762693866588234,1.0,8291,0.1640786156651463,0.3303964757709251,0.38800152120174936,0.0,0.0043441966385633635,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
216,BMW,Z3,E36_7,ROADSTER,0.21408154584407088,1.0,9129,0.15515831990770276,0.1762114537444934,0.5786163522012578,0.0,0.030473833539419855,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
217,BMW,Z4,E85,ROADSTER,0.2117221974769606,1.0,12150,0.1286738551203104,0.39207048458149785,0.3433436351973876,0.0,0.00019084425571481986,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
218,BMW,6 SERIES,E63,COUPE,0.20731362072899756,1.0,7222,0.17686709189714875,0.3127753303964758,0.3360815298293828,0.0,0.006242804682133368,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
219,MERCEDES-BENZ,CLK,C208,COUPE,0.2055700602331327,1.0,5124,0.20866224681953863,0.013215859030837006,0.6461715454429247,0.0,0.10232708571904087,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
220,VOLKSWAGEN,GOLF GTI,MK4,GTI,0.20529792269977423,1.0,5220,0.2069425842741044,0.04405286343612335,0.6092740117240343,0.0,0.0758988684538274,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
221,TOYOTA,CELICA,T230,COUPE,0.20526311171028694,1.0,6485,0.18683931897396736,0.17180616740088106,0.4845890410958904,0.0,0.030533918431204718,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
222,ALFA ROMEO,GT,937,COUPE,0.19319695784442298,1.0,3167,0.25323804133216915,0.004405286343612335,0.5173116089613035,0.0,0.11653092207357703,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
223,VOLKSWAGEN,GOLF GTI,MK7,GTI,0.18161535723960984,1.0,27570,0.05276131825608569,0.6343612334801763,0.022792937399678973,0.0,-0.016713184044324685,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
224,AUDI,TT,8N,COUPE,0.17925152227005223,1.0,21664,0.0750956320954451,0.24229074889867844,0.4619768190598841,0.0,0.016385794729822586,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
225,MAZDA,MX-5,NB,ROADSTER,0.1691691263473163,1.0,16813,0.09858088023924708,0.09251101321585904,0.5576903247980752,0.0,0.05299053014283882,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
226,MERCEDES-BENZ,SLK,R170,ROADSTER,0.15466306389919438,1.0,11149,0.1366393408572791,0.030837004405286347,0.4956502174891255,0.0,0.08990962488458462,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
227,PEUGEOT,RCZ,MK1,COUPE,0.1343591765578876,1.0,10957,0.138248689083763,0.25550660792951546,0.11047741698095852,0.0,0.013635385478015495,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
228,MERCEDES-BENZ,CLK,C209,COUPE,0.12312323962554661,1.0,19472,0.08497838857519179,0.1497797356828194,0.2796793485176231,0.0,0.0352463236997653,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
