rank,make,model_gen,generation,segment,score,weight_coverage,stock,rarity,conservation,sorn_ratio,recent_inflection_point,relative_attrition,inflection_year,latest_year,components_available
42,OPEL,MONARO,V2,SPORTIVE,0.5837769367591518,1.0,605,0.4065929923531566,0.5770925110132159,0.48598130841121495,1.0,-0.01367370205288728,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
43,PEUGEOT,205 GTI,MK1,GTI,0.5829137828058413,1.0,1989,0.2963317285876685,0.41850220264317184,0.8728606356968215,1.0,-0.0008371556501757527,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
44,MERCEDES-BENZ,SLS AMG,C197,SUPERCAR,0.5803678819418392,1.0,224,0.4986425993831912,0.4273127753303965,0.49507389162561577,1.0,-0.0013408555159956927,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
45,RENAULT,MEGANE RS,MK2,GTI,0.5802119960775634,1.0,767,0.38461239252271867,0.5242290748898679,0.5727019498607242,1.0,-0.008198030487414576,2022,2025,rarity|conservation|sorn_ratio|recent_inflection_point
46,NISSAN,SKYLINE GT-R,R34,SPORTIVE,0.5776668859268985,1.0,117,0.5588123978624021,0.9735682819383261,0.6934523809523809,0.0,-0.1005284515718114,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
47,SEAT,LEON CUPRA,1P,GTI,0.5737863790921793,1.0,1236,0.3404073395391876,0.788546255506608,0.28753623188405797,1.0,-0.033353908918636196,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
48,HONDA,CIVIC TYPE R,EP3,GTI,0.5662412222116378,1.0,4139,0.22844003052562828,0.6872246696035242,0.5724052206339342,1.0,-0.023187569794389226,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
49,FERRARI,F430,F430,SUPERCAR,0.5644505690673173,1.0,960,0.36381873671750703,0.5154185022026432,0.5412969283276451,1.0,-0.007581608044424988,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
50,ASTON MARTIN,DB9,DB9,COUPE,0.5641532228187429,1.0,3465,0.2449067498452171,0.828193832599119,0.3569370111156855,1.0,-0.03852937963082229,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
51,AUDI,S8,D2,PREMIUM,0.5577992302787915,1.0,142,0.5408715670431338,0.933920704845815,0.6750700280112045,0.0,-0.059282405976279214,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
52,OPEL,ASTRA OPC,H,GTI,0.5431516438238939,1.0,2987,0.2586591354848855,0.669603524229075,0.4261003267345762,1.0,-0.02009772476921305,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
53,TVR,CERBERA,CERBERA,COUPE,0.5428755877443423,1.0,293,0.47376518216016594,0.9691629955947137,0.6738351254480287,0.0,-0.07878629608037505,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
54,LOTUS,EVORA,122,SPORTIVE,0.5394532701267296,1.0,682,0.39549411087545144,0.5330396475770925,0.33885209713024284,1.0,-0.009669755903772191,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
55,ALFA ROMEO,4C,960,SPORTIVE,0.5379395190724099,1.0,480,0.42803477475112545,0.5022026431718062,0.3128834355828221,1.0,-0.006698368599159826,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
56,ALFA ROMEO,147 GTA,937,GTI,0.5343107453558149,1.0,153,0.533959306268929,0.9779735682819384,0.5146579804560261,0.0,-0.10838640359210974,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
57,JAGUAR,XK,X150,COUPE,0.5334667138259714,1.0,10169,0.1451631530123373,0.907488986784141,0.27893681787809044,1.0,-0.04868994160730568,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
58,BMW,Z8,E52,ROADSTER,0.5328955416084145,1.0,78,0.5963763720569525,0.7929515418502203,0.6296296296296297,0.0,-0.0334252906872932,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
59,MERCEDES-BENZ,CL,C216,COUPE,0.532206204205615,1.0,1398,0.32899707316963894,0.656387665198238,0.2648015614834092,1.0,-0.019153705458137354,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
60,PEUGEOT,106 RALLYE,S2,GTI,0.529947404403013,1.0,233,0.49499312343142604,0.7136563876651983,0.8914285714285715,0.0,-0.025396565426009505,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
61,FORD,FOCUS ST,MK2,GTI,0.5294850640622517,1.0,10925,0.1385196529098385,0.8590308370044054,0.3312273814635343,1.0,-0.04094859193049401,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
62,HONDA,CIVIC TYPE R,FN2,GTI,0.5284875150669764,1.0,7174,0.17748489352828722,0.8854625550660794,0.22501081782778018,1.0,-0.04644546103156953,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
63,TVR,SAGARIS,SAGARIS,SPORTIVE,0.5265208722528746,1.0,79,0.5951961757194678,0.8458149779735684,0.5337423312883436,0.0,-0.03929119560197728,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
64,HONDA,S2000,AP1_AP2,ROADSTER,0.5261369048536042,1.0,3801,0.2363323885919028,0.5550660792951543,0.5232702451132485,1.0,-0.010697102596987897,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
65,FERRARI,458,458,SUPERCAR,0.5255302567147686,1.0,1144,0.34757331582076967,0.4537444933920705,0.4522173641474079,1.0,-0.0031546453763581297,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
66,OPEL,CORSA VXR,D,GTI,0.5210386615109917,1.0,3881,0.23440273466980083,0.709251101321586,0.3084246452308245,1.0,-0.025318903790882252,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
67,RENAULT,5 GT TURBO,MK2,GTI,0.5180698087073103,1.0,585,0.4097073750097882,0.8061674008810573,0.8656518861681006,0.0,-0.034528589220611354,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
68,RENAULT,AVANTIME,MK1,COUPE,0.5132341883400349,1.0,318,0.4661795919744418,0.9162995594713658,0.604982206405694,0.0,-0.05371079639632259,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
69,MERCEDES-BENZ,SL,R129,ROADSTER,0.513132796186659,1.0,3483,0.24442672721889236,0.4757709251101322,0.5432035519125683,1.0,-0.005096176883511036,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
70,CITROEN,XSARA VTS,N0,GTI,0.5094053021476301,1.0,19,0.7272149252326527,0.30396475770925113,0.8944444444444445,0.0,0.006837869897366927,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
71,VOLKSWAGEN,LUPO GTI,6X,GTI,0.505736128074117,1.0,357,0.4554621080483808,0.9383259911894274,0.5587144622991347,0.0,-0.06072375127956127,2017,2025,rarity|conservation|sorn_ratio|recent_inflection_point
72,BMW,M3,E46,SPORTIVE,0.5019774531689722,1.0,4863,0.21350566982973684,0.4669603524229075,0.5525519031141869,1.0,-0.004587945653285949,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
73,LANCIA,DELTA INTEGRALE,831,SPORTIVE,0.5015269664363802,1.0,524,0.4199093649595079,0.7709251101321587,0.8091370558375635,0.0,-0.03249511598885912,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
74,NISSAN,GT-R,R35,SUPERCAR,0.4986720918164073,1.0,2004,0.29563567603008944,0.49339207048458156,0.35925793792365324,1.0,-0.00627635086448422,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
75,SKODA,OCTAVIA VRS,1Z,GTI,0.4972700621671995,1.0,9113,0.15532083574302558,0.854625550660793,0.1462569099597114,1.0,-0.04027815887701214,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
76,MERCEDES-BENZ,E63 AMG,W212,SPORTIVE,0.49058020403996666,1.0,711,0.39163615126313045,0.4229074889867842,0.23890339425587467,1.0,-0.0011580905153252413,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
77,PORSCHE,928,928,COUPE,0.4843644830593292,1.0,1549,0.31949484728197663,0.9559471365638768,0.6677725118483412,0.0,-0.06496176736754151,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
78,MASERATI,GRANTURISMO,M145,COUPE,0.48161449516997173,1.0,2542,0.27360433997692285,0.5462555066079295,0.24644549763033174,1.0,-0.010360292478741682,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
79,ASTON MARTIN,V8 VANTAGE,VH,SPORTIVE,0.48028588712431136,1.0,4160,0.2279711712644153,0.5110132158590309,0.3637133660850415,1.0,-0.007312900744627773,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
80,PORSCHE,CAYMAN,981,COUPE,0.4797745145406535,1.0,4138,0.22846241645291288,0.6740088105726872,0.1565523306948109,1.0,-0.02142380592002186,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
81,JAGUAR,S-TYPE R,X200,PREMIUM,0.4737422797896846,1.0,429,0.4384414176934561,0.8898678414096917,0.4891041162227603,0.0,-0.04664876907071984,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
82,NISSAN,370Z,Z34,SPORTIVE,0.47324421646347065,1.0,2298,0.28295324679521167,0.5506607929515419,0.18272690923630547,1.0,-0.010422494074785724,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
83,FIAT,COUPE,175,COUPE,0.47316456733461715,1.0,878,0.3720906271541033,0.7577092511013217,0.7675276752767528,0.0,-0.03110395738876714,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
84,PORSCHE,968,968,COUPE,0.47180957359333214,1.0,452,0.43360305228622553,0.7665198237885463,0.6420927467300832,0.0,-0.03230755224755574,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
85,MERCEDES-BENZ,C63 AMG,W204,SPORTIVE,0.4718022776795774,1.0,3523,0.24336883208578694,0.5418502202643173,0.25580315691736305,1.0,-0.010129250125359077,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
86,SEAT,IBIZA CUPRA,6K,GTI,0.4684300572800615,1.0,115,0.5604097505297997,0.39647577092511016,0.8658385093167702,0.0,0.00019031780162515055,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
87,MG,RV8,RV8,ROADSTER,0.4667124246969416,1.0,294,0.4734495288407792,0.722466960352423,0.6019417475728155,0.0,-0.02602954971953448,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
88,BMW,M3,E9X,SPORTIVE,0.46639776827597107,1.0,4174,0.22765991149607476,0.44493392070484583,0.37741659538066724,1.0,-0.002044368270352759,2025,2026,rarity|conservation|sorn_ratio|recent_inflection_point
89,RENAULT,MEGANE RS,MK3,GTI,0.46231073788750227,1.0,1593,0.3168999335194731,0.4581497797356829,0.18429158110882957,1.0,-0.003946402521022033,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
90,PORSCHE,BOXSTER,981,ROADSTER,0.46031669850978524,1.0,4885,0.21308749687691864,0.643171806167401,0.12471561530506722,1.0,-0.01760246613059612,2024,2026,rarity|conservation|sorn_ratio|recent_inflection_point
91,SUZUKI,SWIFT SPORT,ZC31,GTI,0.4565769158210717,1.0,2193,0.2872860946286648,0.4140969162995595,0.26251276813074564,1.0,-0.00013474211384134627,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
92,FIAT,PUNTO GT,176,GTI,0.4524421284592077,1.0,57,0.6254349130044841,0.22907488986784144,0.8813559322033898,0.0,0.018825640347454917,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
93,ALFA ROMEO,GTV,916,COUPE,0.45143985244422735,1.0,973,0.36257259886618226,0.748898678414097,0.6865738661876964,0.0,-0.0288904004951029,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
94,VOLVO,S60 R,P2,SPORTIVE,0.44905038894735605,1.0,730,0.3891929298193033,0.894273127753304,0.4463229078613694,0.0,-0.0471901620191556,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
95,PEUGEOT,208 GTI,MK1,GTI,0.447270326593508,1.0,4953,0.21180676843984297,0.6387665198237886,0.0672316384180791,1.0,-0.01717607442726323,2025,2025,rarity|conservation|sorn_ratio|recent_inflection_point
96,BMW,1M,E82,SPORTIVE,0.44610636992176067,1.0,221,0.4998917530440059,0.7312775330396476,0.4416243654822335,0.0,-0.026378799264997338,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
97,CITROEN,SAXO VTS,S0,GTI,0.44328500974005836,1.0,99,0.574288983146548,0.2378854625550661,0.9140625,0.0,0.017241553195306056,,2025,rarity|conservation|sorn_ratio|recent_inflection_point
98,SUZUKI,CAPPUCCINO,EA11R,ROADSTER,0.4428442656981543,1.0,181,0.5183896112687885,0.407488986784141,0.7976782752902156,0.0,0.0,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
99,MASERATI,3200 GT,338,COUPE,0.4428154616741954,1.0,326,0.4638777553155565,0.5594713656387665,0.7029520295202952,0.0,-0.011058212987700558,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
100,RENAULT,CLIO WILLIAMS,MK1,GTI,0.44053549051279545,1.0,142,0.5408715670431338,0.30837004405286345,0.8706896551724138,0.0,0.0062789222016110535,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
101,MERCEDES-BENZ,190E 2.5-16,W201,SPORTIVE,0.4348953741660503,1.0,89,0.5841540557014877,0.22026431718061676,0.8768768768768769,0.0,0.01986432598426481,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
102,MASERATI,4200,M138,COUPE,0.4348561534350702,1.0,779,0.3831741619370094,0.7444933920704847,0.573109243697479,0.0,-0.028256184606359022,2019,2026,rarity|conservation|sorn_ratio|recent_inflection_point
103,FERRARI,612,612,COUPE,0.4294267331628091,1.0,214,0.5028736615652629,0.6784140969162996,0.4190871369294606,0.0,-0.02248182120332752,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
104,ASTON MARTIN,DB7,DB7,COUPE,0.42844704969889186,1.0,1357,0.3317547435863928,0.8325991189427313,0.5209155485398579,0.0,-0.03858477504999592,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
105,TVR,GRIFFITH,GRIFFITH,ROADSTER,0.42676557885167343,1.0,508,0.4227822822820354,0.6475770925110133,0.5844875346260388,0.0,-0.017929950847963783,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
106,RENAULT,SPIDER,SPIDER,ROADSTER,0.4267642134196009,1.0,16,0.7431358478655264,0.0,0.8333333333333334,0.0,0.11805644260682574,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
107,BMW,Z3 M,E36_7,ROADSTER,0.42431044771789794,1.0,683,0.3953583684927543,0.6519823788546256,0.6146971201588878,0.0,-0.018926106304214443,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
108,ALFA ROMEO,8C,8C,SUPERCAR,0.4208549643410155,1.0,40,0.6582468630465309,0.19823788546255508,0.7045454545454546,0.0,0.023703393070730994,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
109,MITSUBISHI,LANCER EVOLUTION,V_VI,SPORTIVE,0.42035873268148627,1.0,256,0.48627169573105294,0.40088105726872253,0.7497168742921857,0.0,0.00011835414771438346,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
110,PORSCHE,911,991,SPORTIVE,0.4195863587127492,1.0,15583,0.10561922567930887,0.6123348017621146,0.14767964642231196,1.0,-0.0157939402641067,2023,2026,rarity|conservation|sorn_ratio|recent_inflection_point
111,PORSCHE,CARRERA GT,980,SUPERCAR,0.41899797058681165,1.0,48,0.6413558356373578,0.2599118942731278,0.6477272727272727,0.0,0.01326693821813616,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
112,MITSUBISHI,ECLIPSE,1G_2G,COUPE,0.41439992208092813,1.0,231,0.4957917849259998,0.3259911894273128,0.796875,0.0,0.005013389666573817,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
113,VOLVO,850 R,854,SPORTIVE,0.41367214347164094,1.0,778,0.3832931653697072,0.5947136563876653,0.6542056074766355,0.0,-0.014310596815102305,2020,2026,rarity|conservation|sorn_ratio|recent_inflection_point
114,BMW,Z4,E89,ROADSTER,0.41319649673044057,1.0,15120,0.1084135778796896,0.6299559471365639,0.08881378844204123,1.0,-0.016390356191268773,2022,2026,rarity|conservation|sorn_ratio|recent_inflection_point
115,PEUGEOT,306 GTI-6,MK2,GTI,0.4049185069245139,1.0,257,0.4859105094660969,0.27753303964757714,0.8273328434974284,0.0,0.011470897159069349,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
116,LOTUS,EXIGE,S1,SPORTIVE,0.4023506978633686,1.0,41,0.6559592367043567,0.07929515418502203,0.7647058823529411,0.0,0.059732879743622486,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
117,VOLKSWAGEN,GOLF R,MK6,SPORTIVE,0.3973487948882394,1.0,1176,0.3450174527735424,0.9603524229074891,0.18252290345313602,0.0,-0.07041598548658719,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
118,TVR,TUSCAN,TUSCAN,SPORTIVE,0.39619174708767513,1.0,601,0.4072075495627069,0.5991189427312776,0.5194468452895419,0.0,-0.014455513120609187,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
119,MASERATI,GHIBLI,II,COUPE,0.38932977552509007,1.0,58,0.6238236696166741,0.026431718061674013,0.821917808219178,0.0,0.09106381667981497,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
120,LOTUS,ELISE,S1,SPORTIVE,0.38838163927417485,1.0,1434,0.3266415862983681,0.5814977973568283,0.6434131736526946,0.0,-0.013763617652579762,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
121,FERRARI,599,599,SUPERCAR,0.3853971520417676,1.0,354,0.4562439199421921,0.4713656387665199,0.5393518518518519,0.0,-0.004591065688646714,2021,2026,rarity|conservation|sorn_ratio|recent_inflection_point
122,JAGUAR,XK,X100,COUPE,0.3846045705118358,1.0,7566,0.17255611796449735,0.86784140969163,0.5362478840067711,0.0,-0.04216538845803496,2017,2026,rarity|conservation|sorn_ratio|recent_inflection_point
123,BMW,M5,E34,SPORTIVE,0.3800766397107419,1.0,166,0.5264041873771905,0.12775330396475773,0.8194842406876791,0.0,0.042924222404725085,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
124,OPEL,CALIBRA,A,COUPE,0.37849464881740624,1.0,966,0.36324151267190974,0.31718061674008813,0.8603248259860788,0.0,0.005960704963228855,,2026,rarity|conservation|sorn_ratio|recent_inflection_point
