country,make_raw,make,model_gen_raw,model_raw,model_gen,generation,count,source_file
NL,VOLKSWAGEN,VOLKSWAGEN,,356,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,70 XOB,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,VW 10/11,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,FUSCA 1300,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,XL1,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,T2B WESTFALIA,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,112,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,356 COUPE,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,183-01,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,TYPE 22,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,ADVENTURE XL,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,COLORADO,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,13 CABRIOLET,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"BESTEL 1,0 TDI 65 KW DC",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"T4 BESTEL 0,9 TDI 75 KW SYNCRO",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,BESTEL M.R. 44KW,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,MINIBUS,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,TYPE 11,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,T1 KOMBI,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,LT28,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,KARMAN,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,3D,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,231/216,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,22 KAMPEERWAGEN,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1EXO,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"VW 1600,KAEFER 1303 LS",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1600TL,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"BUSINESS,CALIFORNIA,MUL-T",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1-11,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,2312,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"BESTEL 1,0 D 50 KW D.C.",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,T1 SAMBA,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,3BS,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,TYPE 15,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,X-CURSION 500 MQ,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,VW COMBI,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,PORSCHE 356 REPLICA,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,VW1500,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,T2 A,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,86C,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,VOLKSWAGEN NEWBEETLE,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"0,8 D 45 KW",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,MICROBUS,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1303S CABRIOLET,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,TYP 11,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,VOLKSWAGEN T4,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,113 DE LUXE,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"0,8 D 50 KW",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,"KASTEN-,HOCHRAUMKASTENWG",,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,116,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1302 CABRIO,,,5,gekentekende_voertuigen_agg.json
NL,VOLKSWAGEN,VOLKSWAGEN,,1EX0,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,PV544C,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,1800 E OVERDRIVE,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,POLAR,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P1800 E,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,1800,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,VOLVO 245-812,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P122,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,SW 2200,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P22234,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,VOLVO P1800,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,22134VF,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,245 GLE,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,133351M,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,22134VD,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,6677,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P 2200,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,VOLVO 66,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,264GL OVERDRIVE,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,131941,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,245GL,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,C 303,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,22244VF,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,S 40,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,244 GL.D6 AUTOMATIC,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,VOLVO 244 - 813,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,L 3304,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,L3314A,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,AMAZONE 122 S,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,343 L AUTOMATIC,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,PV 444 KS,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,265 GL AUTOMATIC,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,22134 VD,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,221341S,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,245 GL(E) AUTOMATIC,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P 13191,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,VOLVO,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,21134 E,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,164E AUTOMATIC,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,164 OVERDRIVE,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,144-384,,,5,gekentekende_voertuigen_agg.json
NL,VOLVO,VOLVO,,P-44506 COMBINATIEWAGEN,,,5,gekentekende_voertuigen_agg.json
GB,BMW,BMW,BMW ALPINA,ALPINA XB7 MANUFAKTUR AUTO,,,4,df_VEH0120_GB.csv|df_VEH0124_AM.csv
GB,BMW,BMW,BMW R SERIES,R45,,,4,df_VEH0120_GB.csv|df_VEH0124_AM.csv
GB,CITROEN,CITROEN,CITROEN ALLIED FLEXILITE,ALLIED FLEXILITE,,,4,df_VEH0120_GB.csv|df_VEH0124_AM.csv
GB,FIAT,FIAT,FIAT 132,132 GL,,,4,df_VEH0120_GB.csv
GB,FORD,FORD,FORD TRANSIT CONNECT,TRAN CONNECT LX EFI SWB,,,4,df_VEH0120_GB.csv
GB,FORD,FORD,FORD TRANSIT,E-TRANSIT 350 TREND,,,4,df_VEH0120_GB.csv|df_VEH0124_AM.csv
GB,FORD,FORD,FORD ALLIED,ALLIED GRAND FREEDOM RS AUTO,,,4,df_VEH0124_AM.csv
GB,FORD,FORD,FORD FOCUS,FOCUS ST170,,,4,df_VEH0124_AM.csv
GB,FORD,FORD,FORD CORTINA,CORTINA LS AUTO,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA ST50J,ST50-J,,,4,df_VEH0124_AM.csv
GB,HONDA,HONDA,HONDA NB50M,NB 50 ME,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CBF,CBF 600 S-4,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA ATC110A,ATC110A,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA PA50L,PA50L,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA XR350R,XR350RD,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CBR,CBR 1100 XX,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CB,CB900FC,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CB,CB250RSA,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CB,CB1100RC,,,4,df_VEH0124_AM.csv
GB,HONDA,HONDA,HONDA CB,CB100N-A,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA PRELUDE,PRELUDE GXL,,,4,df_VEH0124_AM.csv
GB,HONDA,HONDA,HONDA TRX250F,TRX250F,,,4,df_VEH0120_GB.csv
GB,HONDA,HONDA,HONDA CX500T,CX500TCC,,,4,df_VEH0120_GB.csv
GB,LOTUS,LOTUS,LOTUS ELISE,ELISE SPORT 220,,,4,df_VEH0124_AM.csv
GB,MERCEDES,MERCEDES-BENZ,MERCEDES 400,450 SL AUTO,,,4,df_VEH0124_AM.csv
GB,MERCEDES,MERCEDES-BENZ,MERCEDES 200,208D PLUS,,,4,df_VEH0120_GB.csv
GB,MERCEDES-BENZ,MERCEDES-BENZ,MERCEDES-BENZ AMG SL,AMG SL 63 ULTIMATE 4M+ AUTO,,,4,df_VEH0120_GB.csv
GB,PEUGEOT,PEUGEOT,PEUGEOT ELYSEO,ELYSEO 100,,,4,df_VEH0120_GB.csv
GB,PEUGEOT,PEUGEOT,PEUGEOT JET FORCE,JET FORCE 125,,,4,df_VEH0124_NZ.csv
GB,PEUGEOT,PEUGEOT,PEUGEOT ELDDIS,ELDDIS ACCORDO ENVY 120,,,4,df_VEH0120_GB.csv|df_VEH0124_NZ.csv
GB,PEUGEOT,PEUGEOT,PEUGEOT SP 125,SP 125,,,4,df_VEH0120_GB.csv
GB,PEUGEOT,PEUGEOT,PEUGEOT AUTO TRAIL,AUTO-TRAIL TOLENO S,,,4,df_VEH0120_GB.csv|df_VEH0124_NZ.csv
GB,RENAULT,RENAULT,RENAULT 7CWT,7 CWT,,,4,df_VEH0120_GB.csv
GB,RENAULT,RENAULT,RENAULT 17,17 TS AUTO,,,4,df_VEH0120_GB.csv
GB,SAAB,SAAB,SAAB 900,900 T 16 CONVERTIBLE A,,,4,df_VEH0124_NZ.csv
GB,SMART,SMART,SMART 5 PRO,5 PRO PLUS EV,,,4,df_VEH0120_GB.csv
GB,SUZUKI,SUZUKI,SUZUKI GSX,GSX 750 F,,,4,df_VEH0120_GB.csv
GB,SUZUKI,SUZUKI,SUZUKI GP 100,GP 100 X,,,4,df_VEH0120_GB.csv
GB,SUZUKI,SUZUKI,SUZUKI GSX,GSXR 750 W,,,4,df_VEH0120_GB.csv
GB,SUZUKI,SUZUKI,SUZUKI TL 1000,TL 1000 RW,,,4,df_VEH0120_GB.csv
GB,SUZUKI,SUZUKI,SUZUKI ST,ST 80K,,,4,df_VEH0120_GB.csv
GB,TOYOTA,TOYOTA,TOYOTA MR2,MR2 ROADSTER VVTI,,,4,df_VEH0124_NZ.csv
GB,TOYOTA,TOYOTA,TOYOTA HILUX,HI-LUX 4X4 EX TD,,,4,df_VEH0120_GB.csv
GB,TOYOTA,TOYOTA,TOYOTA HIACE,HI-ACE POWERVAN GX LPG,,,4,df_VEH0120_GB.csv
GB,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN SYNCRO,SYNCRO CARAVELLE CL,,,4,df_VEH0120_GB.csv
GB,VOLKSWAGEN,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER,TPORTER T30 HLINE 140 TDI SWB,,,4,df_VEH0120_GB.csv|df_VEH0124_NZ.csv
NL,ALFA ROMEO,ALFA ROMEO,,1900 CSS,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,ALFASUD 1.3,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,105.30,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,ALFA ROMEO ALFASUD,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,6C 2500 SS,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,105.21,,,4,gekentekende_voertuigen_agg.json
NL,ALFA ROMEO,ALFA ROMEO,,SZ,,,4,gekentekende_voertuigen_agg.json
NL,ASTON MARTIN,ASTON MARTIN,,DB 2/4,,,4,gekentekende_voertuigen_agg.json
NL,ASTON MARTIN,ASTON MARTIN,,DB4,,,4,gekentekende_voertuigen_agg.json
NL,ASTON MARTIN,ASTON MARTIN,,V8 SALOON,,,4,gekentekende_voertuigen_agg.json
NL,ASTON MARTIN,ASTON MARTIN,,VANTAGE,,,4,gekentekende_voertuigen_agg.json
NL,ASTON MARTIN,ASTON MARTIN,,V12 VANQUISH,,,4,gekentekende_voertuigen_agg.json
NL,AUDI,AUDI,,8 E,,,4,gekentekende_voertuigen_agg.json
NL,AUDI,AUDI,,50 LS,,,4,gekentekende_voertuigen_agg.json
NL,AUDI,AUDI,,TTS,,,4,gekentekende_voertuigen_agg.json
NL,AUDI,AUDI,,D 2,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,Z-REIHE,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,7 SERIE,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,E30,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,BMW 2000,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,BMW M635 CSI,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,5 REIHE,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,E30 M3,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,3/C,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,E 30,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,6 CS,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,3SERIE,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,2.5 CS,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,3 B,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,3.3 L,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,3.0 CS AUTOMATIC US,,,4,gekentekende_voertuigen_agg.json
NL,BMW,BMW,,1 SERIE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,B,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID21F FAMILIALE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,LNA I I E,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 B NORMALE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYA-AM COMMERCIALE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,4X4 SAHARA,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE3BP DW 23 INJ.PAJE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11CV,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE5BPA DS 23 INJ. BW PALR,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CX2400 BREAK INJECTION,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AY CA,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,8A,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BREAK 23 FAMILIALE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,H 78 HY 78 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ADRIATIK 550 E KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS1BPA DS 23 PALR,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DI 6 BC D-SUPER 5,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ADRIATIK 650 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY72,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZS,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 25,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 AL,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 SIE B,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,D17BCC D-SPECIAL CONF.,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS1BPA DS 23 PALLAS,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ SIE 2 CH,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GSA BREAK,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,HY72 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID-19,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DS19A,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,LS2APA CX 2200,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,CABRIOLET,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,BL 11,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ACA DIANE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DF3KC BREAK 23 CONF.,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,SPORT,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MEHARY,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,TRACTION AVANT 7C,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GF2KC GS 1220 BR. CONF.,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AZ AM,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,1D 19B,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,C 15 RE INJ. FAM. U9,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11NORMAAL,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 SIE B,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DYANE6,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GLOBESCOUT,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11-BL,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 SERIE B,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,MI8BCB AMI 8,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,GF1KC GSPECIAL BREAK,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,DE3BP DW 23 INJ. PAJE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,11 LEGERE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,4 X 4 SAHARA,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,XB,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,AYA-AM LUXE,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,LS 2 AP CX 2200,,,4,gekentekende_voertuigen_agg.json
NL,CITROEN,CITROEN,,ID 19 FB,,,4,gekentekende_voertuigen_agg.json
NL,FERRARI,FERRARI,,208 GTB TURBO,,,4,gekentekende_voertuigen_agg.json
NL,FERRARI,FERRARI,,365 GTB 4,,,4,gekentekende_voertuigen_agg.json
NL,FERRARI,FERRARI,,275GTB,,,4,gekentekende_voertuigen_agg.json
NL,FERRARI,FERRARI,,330 GT 2+2,,,4,gekentekende_voertuigen_agg.json
NL,FERRARI,FERRARI,,512TR,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MAY KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,RITMO ABARTH,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,T 6441,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,TOPOLINO 500 C,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MSX 1 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,DEUTSCHE FIAT,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,242/18 D KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,126 P 650,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,280/EH251B KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,LANCIA YPSILON,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,T 575,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MS7 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,BENIMAR,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,ALFA ROMEO 147,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,230CLMAC,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 PA 7 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MAX 1 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,DEXTER,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,230BNMCC,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,B544,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,CONCORDE,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,1100 SPECIAL,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,T 655,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,HYMER B 644,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MSX1 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,POESSL,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,280 MA 7 KAMPEERWAGEN,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,R47,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,EUROCAMP 2,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,TRIGANO FK1,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,SPORT-TRAVELLER ALKOVEN,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 MA 4 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,B564/584,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,RITMO 60 L,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,RITMO 75 CL AUTOMATIC,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,242/15B6/F KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,RITMO 70S,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,BERLINA 500L,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,B584,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,B644/BC644,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,HYMER B 534,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,131 S MIRAFIORI 1600,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,132 1600,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,CIA3,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,290 NA7 KAMPEERAUTO,,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,"C 524-644 GT,CS",,,4,gekentekende_voertuigen_agg.json
NL,FIAT,FIAT,,127 1050 TOP,,,4,gekentekende_voertuigen_agg.json
