country,make_raw,make,count
NL,SCANIA,SCANIA,20
NL,CHEVROLET-ITASCA,CHEVROLET-ITASCA,20
NL,KIAMASTER,KIAMASTER,20
NL,DODGE BROTHERS,DODGE BROTHERS,20
GB,LAVERDA,LAVERDA,20
GB,INDCAR,INDCAR,20
NL,MERCEDES-HYMER,MERCEDES-HYMER,20
GB,HONCHING,HONCHING,20
NL,STUTZ,STUTZ,20
GB,HOHENESTER,HOHENESTER,20
NL,ZIE BIJZONDERHEDEN,ZIE BIJZONDERHEDEN,20
NL,AUBURN,AUBURN,20
NL,YUCON,YUCON,20
NL,DELAGE,DELAGE,20
NL,CHENARD & WALCKER,CHENARD & WALCKER,19
NL,BOOM,BOOM,19
NL,TROJAN,TROJAN,19
GB,PILOTE,PILOTE,19
NL,PUMA,PUMA,19
NL,LA LICORNE,LA LICORNE,19
NL,CONCORDE REISEMOBILE GMBH,CONCORDE REISEMOBILE GMBH,19
GB,HARBILT ELECTRIC,HARBILT ELECTRIC,19
NL,HEALEY,HEALEY,19
NL,LLOYD,LLOYD,19
GB,SAKURA,SAKURA,19
NL,ROBETA,ROBETA,19
NL,BOS S,BOS S,19
NL,AUTO-SLEEPERS,AUTO-SLEEPERS,18
NL,DREAM,DREAM,18
NL,ONBEKEND,ONBEKEND,18
NL,DE DION BOUTON,DE DION BOUTON,18
NL,MOKE,MOKE,18
NL,MESSERSCHMITT,MESSERSCHMITT,18
NL,WHITE,WHITE,18
GB,ARO,ARO,18
GB,APRILIA,APRILIA,18
NL,GEO,GEO,17
GB,ZETOR,ZETOR,17
NL,FIAT/ABARTH,FIAT/ABARTH,17
NL,INDUSAUTO,INDUSAUTO,17
NL,E.B.S.,E.B.S.,17
NL,STERKENS,STERKENS,17
NL,GTM,GTM,17
GB,BRABUS,BRABUS,17
NL,EAGLE,EAGLE,17
NL,BEDFORD-HYMERMOBIL,BEDFORD-HYMERMOBIL,17
NL,CHEVROLET-ROCKWOOD,CHEVROLET-ROCKWOOD,17
NL,CBT,CBT,17
GB,SAIC,SAIC,17
GB,NEOPLAN,NEOPLAN,17
NL,PANHARD-LEVASSOR,PANHARD-LEVASSOR,17
GB,W+E,W+E,17
NL,MAX,MAX,17
GB,SATURN,SATURN,17
NL,FIAT/CHAUSSON,FIAT/CHAUSSON,16
NL,AERO,AERO,16
NL,GMC-EDSON,GMC-EDSON,16
GB,UNIVERSAL,UNIVERSAL,16
NL,MOSKVITCH,MOSKVITCH,16
NL,VESPA,VESPA,16
NL,CS,CS,16
NL,SUNROLLER,SUNROLLER,16
NL,FISHER FURY,FISHER FURY,16
NL,JAGO,JAGO,16
GB,LINHAI,LINHAI,15
NL,IVECO/CONCORDE,IVECO/CONCORDE,15
NL,SALMSON,SALMSON,15
NL,KARMA,KARMA,15
GB,CI MOTORHOME,CI MOTORHOME,15
NL,MIDAS,MIDAS,15
NL,PEUGEOT BOXER/GLOBE-TRAVE,PEUGEOT BOXER/GLOBE-TRAVE,15
NL,RAMBLER RENAULT,RAMBLER RENAULT,15
NL,CAMPEREVE,CAMPEREVE,15
NL,GELAENDEF.GES.GFG(A),GELAENDEF.GES.GFG(A),15
NL,THOR,THOR,15
GB,RENEGADE,RENEGADE,15
NL,KAISER-JEEP,KAISER-JEEP,15
NL,MEGA MOBIL,MEGA MOBIL,14
NL,RODRIGUEZ LOPEZ AUTO,RODRIGUEZ LOPEZ AUTO,14
GB,BOMAG,BOMAG,14
NL,CHEVROLET-EDSON,CHEVROLET-EDSON,14
NL,ADLER,ADLER,14
NL,DODGE-MIDAS,DODGE-MIDAS,14
NL,ARIEL,ARIEL,14
NL,CITROEN-DS,CITROEN-DS,14
GB,ARTEGA,ARTEGA,14
NL,GREAT WALL MOTOR COMPANY,GREAT WALL MOTOR COMPANY,14
NL,MOWAG,MOWAG,14
NL,LEVC,LEVC,14
NL,AIRSTREAM,AIRSTREAM,14
NL,DONNET ZEDEL,DONNET ZEDEL,14
GB,HYMER,HYMER,14
GB,KINETIC,KINETIC,14
NL,ROLLERTEAM,ROLLERTEAM,13
NL,NOTIN,NOTIN,13
NL,EUNOS,EUNOS,13
NL,VANDEN PLAS,VANDEN PLAS,13
GB,WACKER NEUSON,WACKER NEUSON,13
NL,EUROMOBIL,EUROMOBIL,13
NL,HUISKAMP,HUISKAMP,13
NL,ARBGEM. DB/HHF,ARBGEM. DB/HHF,13
NL,MAHINDRA,MAHINDRA,13
NL,SPIJKER,SPIJKER,13
NL,TEILHOL,TEILHOL,13
NL,SATURN,SATURN,13
NL,GARDNER DOUGLAS,GARDNER DOUGLAS,13
GB,ATALA,ATALA,13
NL,GINETTA,GINETTA,13
NL,DOMINO,DOMINO,13
NL,INTERNATIONAL HARVESTER,INTERNATIONAL HARVESTER,13
GB,EVT,EVT,13
GB,SAME,SAME,13
NL,CITROEN FLEURETTE,CITROEN FLEURETTE,13
NL,VAN HOOL,VAN HOOL,13
NL,AM GENERAL,AM GENERAL,13
GB,UM,UM,13
NL,RENAULT TECH,RENAULT TECH,13
GB,PIONEER,PIONEER,13
NL,FIAT/CHALLENGER,FIAT/CHALLENGER,13
NL,RUITER,RUITER,12
NL,VALIANT,VALIANT,12
NL,REWACO,REWACO,12
NL,STANLEY,STANLEY,12
GB,LIFAN,LIFAN,12
NL,VIGNALE,VIGNALE,12
NL,YUEDA-HUMAN HORIZONS,YUEDA-HUMAN HORIZONS,12
NL,LEYLAND INNOCENTI,LEYLAND INNOCENTI,12
NL,BARTAN,BARTAN,12
NL,ARMBRUSTER/STAGEWAY,ARMBRUSTER/STAGEWAY,12
NL,HUPMOBILE,HUPMOBILE,12
NL,GRUAU,GRUAU,12
NL,C.I.,C.I.,12
NL,MARLIN,MARLIN,12
NL,AUSTIN-MORRIS,AUSTIN-MORRIS,12
NL,REO,REO,12
GB,MODEC,MODEC,12
NL,EXECUTIVE COACH BUILDERS,EXECUTIVE COACH BUILDERS,12
NL,MATRA BONNET,MATRA BONNET,12
NL,DODGE-LINDY,DODGE-LINDY,11
NL,DESOTO,DESOTO,11
NL,MIA,MIA,11
NL,IVECO FIAT,IVECO FIAT,11
NL,T.E.C. CARAVAN GMBH CO.,T.E.C. CARAVAN GMBH CO.,11
NL,CISITALIA,CISITALIA,11
NL,SUPERIOR,SUPERIOR,11
NL,KONINGS,KONINGS,11
NL,WILLYS KNIGHT,WILLYS KNIGHT,11
NL,BOND,BOND,11
GB,MUTT,MUTT,11
GB,ADLY,ADLY,11
NL,GM DAEWOO,GM DAEWOO,11
NL,VIELHAUSER MENSCH VM,VIELHAUSER MENSCH VM,11
NL,SUPERFORMANCE,SUPERFORMANCE,11
NL,MEV,MEV,11
GB,VOLTA TRUCKS,VOLTA TRUCKS,10
NL,LMC CARAVAN GMBH CO. KG,LMC CARAVAN GMBH CO. KG,10
NL,BOONACKER,BOONACKER,10
NL,EAGLE COACH COMPANY,EAGLE COACH COMPANY,10
NL,BAVARIA CAMP,BAVARIA CAMP,10
NL,SCION,SCION,10
NL,SUNBEAM-TALBOT,SUNBEAM-TALBOT,10
GB,GILERA,GILERA,10
NL,JEEP-VIASA,JEEP-VIASA,10
NL,GRAHAM-PAIGE,GRAHAM-PAIGE,10
NL,TALBOT-LAGO,TALBOT-LAGO,10
NL,BREMACH,BREMACH,10
NL,SWIFT GROUP LIMITED,SWIFT GROUP LIMITED,10
GB,SETRA,SETRA,10
NL,HESS EN EISENHARDT,HESS EN EISENHARDT,10
GB,BENYE,BENYE,10
NL,SAM,SAM,10
NL,MK,MK,10
NL,AMERICAN LA FRANCE,AMERICAN LA FRANCE,10
NL,PILGRIM-SUMO,PILGRIM-SUMO,10
NL,BRABUS,BRABUS,10
GB,LINER,LINER,10
GB,MALAGUTI,MALAGUTI,10
NL,CALLEY,CALLEY,10
NL,SAVIEM-RENAULT,SAVIEM-RENAULT,10
NL,MILAN,MILAN,10
NL,I.F.A.,I.F.A.,10
NL,RANDGER,RANDGER,10
NL,AION,AION,10
NL,TRANSEUROP ENGINEERING,TRANSEUROP ENGINEERING,10
NL,TOFAS-FIAT,TOFAS-FIAT,10
NL,NSU-FIAT,NSU-FIAT,10
NL,MERLIN,MERLIN,10
NL,FLEETWOOD,FLEETWOOD,9
NL,KTM,KTM,9
NL,CHEVROLET-COBRA,CHEVROLET-COBRA,9
NL,SUPER SEVEN,SUPER SEVEN,9
NL,HEINKEL,HEINKEL,9
NL,CHEVROLET-CRUISE MASTER,CHEVROLET-CRUISE MASTER,9
NL,CMC,CMC,9
NL,CHEVROLET-WAYNE,CHEVROLET-WAYNE,9
NL,RENAULT ALPINE,RENAULT ALPINE,9
NL,CARAVANS INTERNAT.(C.I.),CARAVANS INTERNAT.(C.I.),9
NL,LOCOST,LOCOST,9
NL,CONTINENTAL,CONTINENTAL,9
NL,WINGAMM,WINGAMM,9
NL,ASIA,ASIA,9
NL,PIERCE-ARROW,PIERCE-ARROW,9
NL,RENAULT/CARPOL,RENAULT/CARPOL,9
NL,YUGO,YUGO,9
NL,SWIFT,SWIFT,9
NL,PEUGEOT BOXER AFFINITY,PEUGEOT BOXER AFFINITY,9
NL,BENZ,BENZ,8
NL,CHEVROLET-LINDY,CHEVROLET-LINDY,8
NL,CATERHAM CARS LTD,CATERHAM CARS LTD,8
GB,INVACAR,INVACAR,8
NL,RENAULT RODEO,RENAULT RODEO,8
NL,SAVIEM,SAVIEM,8
NL,IVR,IVR,8
NL,STX,STX,8
NL,PRAGA,PRAGA,8
NL,AIXAM,AIXAM,8
NL,BIANCHINA,BIANCHINA,8
NL,CROSSCAMP,CROSSCAMP,8
NL,SS JAGUAR,SS JAGUAR,8
NL,SYLVA STRIKER,SYLVA STRIKER,8
GB,WELLS,WELLS,8
NL,CARADO,CARADO,8
NL,MGA,MGA,8
NL,CHAMONIX,CHAMONIX,8
NL,FRANKLIN,FRANKLIN,8
NL,MARMON,MARMON,8
NL,A.M. GENERAL,A.M. GENERAL,8
NL,GAS,GAS,8
NL,RICKMAN,RICKMAN,8
GB,NEVAL,NEVAL,8
NL,ULTIMA,ULTIMA,8
NL,FREIGHTLINER,FREIGHTLINER,8
NL,CHEVROLET-STARCRAFT,CHEVROLET-STARCRAFT,8
GB,WANGYE,WANGYE,8
NL,VARIOMOBIL,VARIOMOBIL,8
NL,AUDI-NSU,AUDI-NSU,8
NL,LEA FRANCIS,LEA FRANCIS,7
NL,LANCHESTER,LANCHESTER,7
NL,INEOS,INEOS,7
NL,COBRA REPLICA,COBRA REPLICA,7
NL,LOCUST,LOCUST,7
NL,CHEVROLET-SOUTHWIND,CHEVROLET-SOUTHWIND,7
NL,SETRA,SETRA,7
NL,SOVAB,SOVAB,7
NL,ACROSS,ACROSS,7
NL,GLOBE-TRAVELLER,GLOBE-TRAVELLER,7
GB,BIMOTA,BIMOTA,7
GB,SYM,SYM,7
NL,CHEVROLET DAEWOO,CHEVROLET DAEWOO,7
NL,RAW,RAW,7
NL,VAN HOOL-FIAT,VAN HOOL-FIAT,7
NL,E.GO,E.GO,7
NL,ZAZ,ZAZ,7
NL,TRIGANO VDL,TRIGANO VDL,7
NL,NG CARS LTD,NG CARS LTD,7
NL,BERLIET,BERLIET,7
NL,HISPANO SUIZA,HISPANO SUIZA,7
NL,JIANGLING,JIANGLING,7
GB,COSSACK,COSSACK,7
NL,LA SALLE,LA SALLE,7
NL,TOYOTA-CHINOOK,TOYOTA-CHINOOK,7
NL,LOMAX,LOMAX,7
NL,GMC-JIMMY,GMC-JIMMY,7
NL,WHIPPET,WHIPPET,7
NL,BOVA,BOVA,7
NL,EVM,EVM,7
NL,CHEVROLET-COUNTRY SQUIRE,CHEVROLET-COUNTRY SQUIRE,7
NL,IVECO MAGIRUS,IVECO MAGIRUS,7
NL,RAVON,RAVON,7
NL,VOLKSWAGEN-TABBERT,VOLKSWAGEN-TABBERT,7
NL,ISO,ISO,7
NL,FORMULA,FORMULA,7
GB,CHAMP,CHAMP,7
GB,BOB CAT,BOB CAT,7
NL,OVERLAND,OVERLAND,6
NL,ZIMMER,ZIMMER,6
GB,HY-MAC LTD,HY-MAC LTD,6
GB,TIPPEN DELTA,TIPPEN DELTA,6
NL,SUZUKI SANTANA,SUZUKI SANTANA,6
GB,CAETANO,CAETANO,6
NL,FUJI HEAVY IND.,FUJI HEAVY IND.,6
NL,MAXWELL,MAXWELL,6
NL,HORCH,HORCH,6
NL,CLAN,CLAN,6
NL,ZUENDAPP,ZUENDAPP,6
NL,STUART TAYLOR,STUART TAYLOR,6
NL,SCHULZ,SCHULZ,6
NL,MARUTI,MARUTI,6
NL,LUAZ,LUAZ,6
NL,ARCADIA,ARCADIA,6
NL,VDL BERKHOF,VDL BERKHOF,6
NL,GRAHAM,GRAHAM,6
NL,GALLOPER,GALLOPER,6
GB,CASAL,CASAL,6
NL,FMR,FMR,6
NL,I.V.R. SRL,I.V.R. SRL,6
NL,OAKLAND,OAKLAND,6
NL,CORD,CORD,6
NL,AK SPORTSCARS,AK SPORTSCARS,6
NL,ACCUBUILT,ACCUBUILT,6
GB,TYM,TYM,6
GB,APPLIED SWEEPER,APPLIED SWEEPER,6
NL,BMW-GLAS,BMW-GLAS,6
NL,ALLARD,ALLARD,6
NL,COACHMEN,COACHMEN,6
NL,DODGE-EDSON,DODGE-EDSON,6
NL,GULFSTREAM,GULFSTREAM,6
NL,A.C.L.,A.C.L.,6
NL,GOLIATH,GOLIATH,6
NL,OSCA,OSCA,6
NL,HOLDEN,HOLDEN,6
NL,RENAULT SAMSUNG,RENAULT SAMSUNG,6
NL,VISSER,VISSER,6
NL,NOBEL ART,NOBEL ART,6
NL,POLARIS,POLARIS,6
GB,MORINI,MORINI,6
NL,TRIPLE E,TRIPLE E,6
NL,FIAT-ABARTH,FIAT-ABARTH,6
NL,MERCEDES BALCAMP,MERCEDES BALCAMP,5
NL,FORMULA 27,FORMULA 27,5
NL,BIERMAN,BIERMAN,5
NL,DAF BUS,DAF BUS,5
NL,EUREKA,EUREKA,5
NL,MILLER,MILLER,5
NL,CLASSIC ROADSTERS,CLASSIC ROADSTERS,5
NL,CHEVROLET-WINNEBAGO,CHEVROLET-WINNEBAGO,5
NL,VIXEN,VIXEN,5
NL,FACTORY FIVE,FACTORY FIVE,5
NL,CHEVROLET ITALIA,CHEVROLET ITALIA,5
NL,GMC-COACHMAN,GMC-COACHMAN,5
NL,CAMI,CAMI,5
NL,DANGEL,DANGEL,5
NL,OVRIGA,OVRIGA,5
NL,BEARDMORE,BEARDMORE,5
NL,3A3,3A3,5
NL,AGM,AGM,5
NL,SWALLOW,SWALLOW,5
NL,DIAMOND T,DIAMOND T,5
NL,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,5
NL,RAILTON,RAILTON,5
NL,TEAL,TEAL,5
NL,FORD-CASUAL,FORD-CASUAL,5
NL,MOLONEY,MOLONEY,5
NL,AUTOTRAIL,AUTOTRAIL,5
NL,INFINITY,INFINITY,5
NL,SS SWALLOW,SS SWALLOW,5
NL,WOLGA-AUTOWERKEN (SU),WOLGA-AUTOWERKEN (SU),5
NL,DURANT,DURANT,5
NL,E.M.W.,E.M.W.,5
NL,FERVES,FERVES,5
NL,EBRO,EBRO,5
NL,KLEINSCHNITTGER,KLEINSCHNITTGER,5
NL,HOECKMAYR,HOECKMAYR,5
NL,FAW-VOLKSWAGEN,FAW-VOLKSWAGEN,5
NL,BLUCAMP,BLUCAMP,5
NL,OSHKOSH,OSHKOSH,5
NL,DAX COBRA REPLICA,DAX COBRA REPLICA,5
NL,THE LONDON TAXI COMPANY,THE LONDON TAXI COMPANY,5
NL,CHEVROLET-HOP CAP,CHEVROLET-HOP CAP,5
NL,U.V.A. FUGITIVE,U.V.A. FUGITIVE,5
NL,SCIMITAR,SCIMITAR,5
NL,LI AUTO,LI AUTO,5
NL,RIVIAN,RIVIAN,5
NL,GILBERN,GILBERN,5
NL,MICRO-VETT,MICRO-VETT,5
GB,IVECO FORD,IVECO FORD,5
NL,TURRI & BOARI,TURRI & BOARI,5
NL,SCALDIA,SCALDIA,5
NL,U.A.S.,U.A.S.,5
NL,MONACO,MONACO,5
NL,ROYALE SABRE,ROYALE SABRE,5
NL,FLAIR,FLAIR,5
NL,BRICKLIN,BRICKLIN,5
NL,SUNLIGHT,SUNLIGHT,5
GB,DIAMOND,DIAMOND,5
NL,E GO,E GO,4
NL,AL-KO,AL-KO,4
NL,MIRAGE,MIRAGE,4
NL,UMM,UMM,4
NL,BENJAMIN,BENJAMIN,4
NL,AMERICAN CUSTOM COACHWORK,AMERICAN CUSTOM COACHWORK,4
NL,INTERMECCANICA,INTERMECCANICA,4
NL,BEAUFORD,BEAUFORD,4
NL,GES GFG,GES GFG,4
NL,BANHAM,BANHAM,4
NL,EAGLE COACH,EAGLE COACH,4
NL,MNR,MNR,4
NL,TRIPOD,TRIPOD,4
NL,KAESSBOHRER,KAESSBOHRER,4
NL,COBRA,COBRA,4
NL,KALMAR,KALMAR,4
GB,MUIR-HILL,MUIR-HILL,4
NL,STEYR,STEYR,4
NL,DEN OUDSTEN,DEN OUDSTEN,4
NL,GULLWING CARS,GULLWING CARS,4
NL,FEDERAL,FEDERAL,4
NL,BIZZARRINI,BIZZARRINI,4
GB,SFM,SFM,4
NL,YAMAHA,YAMAHA,4
NL,CHEVROLET-MARQUE,CHEVROLET-MARQUE,4
NL,FLEUR DE LYS,FLEUR DE LYS,4
NL,BAIC,BAIC,4
NL,CHANGAN,CHANGAN,4
NL,DODGE-COBRA,DODGE-COBRA,4
NL,MGM,MGM,4
NL,VINTAGE,VINTAGE,4
NL,T.E.C.,T.E.C.,4
NL,VANSTER,VANSTER,4
GB,FENDT,FENDT,4
NL,HAVAL,HAVAL,4
NL,DODGE-KMC,DODGE-KMC,4
GB,LIEBHERR,LIEBHERR,4
GB,STOTHERT AND PITT,STOTHERT AND PITT,4
NL,BLUEBIRD,BLUEBIRD,4
NL,BRUSH,BRUSH,4
NL,SOVAM,SOVAM,4
NL,SIEGEL,SIEGEL,4
NL,FUSO,FUSO,4
NL,BECK,BECK,4
NL,S&S COACH,S&S COACH,4
NL,FS-LUBLIN,FS-LUBLIN,4
NL,AUBURN REPLICA,AUBURN REPLICA,4
NL,DARRACQ,DARRACQ,4
NL,KNAUS TABBERT AG,KNAUS TABBERT AG,4
NL,CITY-VAN,CITY-VAN,4
NL,RUSH,RUSH,4
NL,ARNOLT BRISTOL,ARNOLT BRISTOL,4
NL,LOMBARDI,LOMBARDI,4
NL,TOGG,TOGG,4
NL,FIERO,FIERO,4
GB,GUMPERT,GUMPERT,4
NL,RENE BONNET,RENE BONNET,4
NL,ROTRAX SAFARI,ROTRAX SAFARI,4
NL,AUTOZAM,AUTOZAM,4
NL,GMC-EMPRESS,GMC-EMPRESS,4
NL,WARSZWAWA,WARSZWAWA,4
NL,CHEVROLET-SHASTA,CHEVROLET-SHASTA,4
NL,PANAMA,PANAMA,4
NL,CITY PICK-UP,CITY PICK-UP,4
NL,MERCEDES-RAPIDO,MERCEDES-RAPIDO,4
GB,BRANSON,BRANSON,4
NL,CLEVER,CLEVER,4
NL,KUTSENITS,KUTSENITS,4
NL,FORD-K,FORD-K,4
NL,CAR CRAFT,CAR CRAFT,4
NL,JCSPORTCAR,JCSPORTCAR,4
NL,MIDTEC,MIDTEC,4
NL,CHEVROLET-AIRSTREAM,CHEVROLET-AIRSTREAM,4
NL,CHEVROLET-SPORTSCOACH,CHEVROLET-SPORTSCOACH,4
NL,LONDON TAXIS INT.,LONDON TAXIS INT.,4
NL,MERKUR,MERKUR,4
NL,FORDSON,FORDSON,4
NL,NEOPLAN,NEOPLAN,4
NL,BIEBER,BIEBER,4
NL,FRAZER NASH,FRAZER NASH,4
GB,WHITLOCK BROS,WHITLOCK BROS,4
NL,SECMA,SECMA,3
GB,MOTOBECANE,MOTOBECANE,3
NL,PAGANI,PAGANI,3
NL,LE ZEBRE,LE ZEBRE,3
NL,MK SPORTSCARS,MK SPORTSCARS,3
NL,MAGENTA,MAGENTA,3
NL,BLCARS,BLCARS,3
GB,LYNK & CO,LYNK & CO,3
NL,SPARTAN USA,SPARTAN USA,3
NL,NCF,NCF,3
NL,BARCLAY MINI BUG,BARCLAY MINI BUG,3
NL,BIRKIN,BIRKIN,3
NL,MORS,MORS,3
NL,MIDDLEBRIDGE SCIMITAR,MIDDLEBRIDGE SCIMITAR,3
NL,WANDERER,WANDERER,3
NL,CHALMERS,CHALMERS,3
NL,LES DAUPHINS,LES DAUPHINS,3
NL,DENZA,DENZA,3
GB,BONSER,BONSER,3
NL,KENTUCKY CAMP,KENTUCKY CAMP,3
NL,KRISMAR,KRISMAR,3
NL,VIO EUROPE,VIO EUROPE,3
GB,ENTERPRISE BUS,ENTERPRISE BUS,3
NL,OSI,OSI,3
NL,HERITAGE,HERITAGE,3
NL,LOCOMOBILE,LOCOMOBILE,3
NL,ERSKINE,ERSKINE,3
GB,KANUNI,KANUNI,3
NL,CAP,CAP,3
NL,SPATZ,SPATZ,3
NL,LIBERTY,LIBERTY,3
NL,L.T.I.CARBODIES,L.T.I.CARBODIES,3
NL,ERA,ERA,3
NL,MILLER - METEOR,MILLER - METEOR,3
NL,ELDON,ELDON,3
NL,CHEVROLET-DELTA,CHEVROLET-DELTA,3
NL,BSA,BSA,3
NL,ROCHET SCHNEIDER,ROCHET SCHNEIDER,3
NL,DONNET,DONNET,3
NL,A.C. AUTOKRAFT,A.C. AUTOKRAFT,3
NL,QVALE AUTOMOTIVE GROUP,QVALE AUTOMOTIVE GROUP,3
NL,BRA,BRA,3
NL,PEGASO,PEGASO,3
NL,MELEX,MELEX,3
NL,VINDICATOR C.S.,VINDICATOR C.S.,3
NL,DEUTSCH BONNET,DEUTSCH BONNET,3
GB,MBK,MBK,3
NL,ROLLAND-PILAIN,ROLLAND-PILAIN,3
NL,BUESSING,BUESSING,3
NL,KOUGAR,KOUGAR,3
NL,LAND ROVER SANTANA,LAND ROVER SANTANA,3
NL,CHEETAH,CHEETAH,3
NL,DETROIT ELECTRIC,DETROIT ELECTRIC,3
NL,WILMAC,WILMAC,3
NL,KLOECKNER-DEUTZ,KLOECKNER-DEUTZ,3
NL,BLUE BIRD,BLUE BIRD,3
NL,RADICAL SPORTSCARS,RADICAL SPORTSCARS,3
NL,T AND J,T AND J,3
NL,SPIJKSTAAL,SPIJKSTAAL,3
NL,JPR WILDCAT,JPR WILDCAT,3
NL,ROVIN,ROVIN,3
NL,BERKELEY,BERKELEY,3
NL,HINDUSTAN,HINDUSTAN,3
NL,APAL,APAL,3
NL,ZIMMERMANN,ZIMMERMANN,3
NL,VOISIN,VOISIN,3
NL,PGO,PGO,3
NL,EOS COACH,EOS COACH,3
NL,INVICTA,INVICTA,3
NL,DODGE-BENDIX,DODGE-BENDIX,3
GB,NORTON VILLIERS TRIUMPH,NORTON VILLIERS TRIUMPH,3
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,3
NL,SAPOROSHEZ,SAPOROSHEZ,3
NL,METROPOLITAN,METROPOLITAN,3
NL,DODGE-TRAVCO,DODGE-TRAVCO,3
NL,STANDARD MOTOR,STANDARD MOTOR,3
NL,FREUDENAU,FREUDENAU,3
NL,PIAGGIO,PIAGGIO,3
NL,RALLY RAID UK,RALLY RAID UK,3
NL,SAURER,SAURER,3
NL,E.W.B,E.W.B,3
GB,ITALJET,ITALJET,3
NL,ARO,ARO,3
NL,VANCLEE,VANCLEE,3
NL,TURRI,TURRI,3
NL,RIMAC,RIMAC,3
NL,FAIRTHORPE,FAIRTHORPE,3
NL,CHEVROLET-EL DORADO,CHEVROLET-EL DORADO,3
NL,MAPLEX,MAPLEX,3
NL,BRIGHTWHEEL,BRIGHTWHEEL,3
NL,O'GARA COACH WORKS,O'GARA COACH WORKS,3
NL,DODGE-COUNTRY SQUIRE,DODGE-COUNTRY SQUIRE,2
NL,JACKSON,JACKSON,2
NL,CLEMENT-BAYARD,CLEMENT-BAYARD,2
NL,GORDON MURRAY AUTOMOTIVE,GORDON MURRAY AUTOMOTIVE,2
NL,HAWK,HAWK,2
NL,B-STYLE & FLEX-I-TRANS,B-STYLE & FLEX-I-TRANS,2
GB,FOREST RIVER,FOREST RIVER,2
NL,BAC,BAC,2
NL,SHAMROCK,SHAMROCK,2
NL,MATFORD,MATFORD,2
NL,CROSSLEY,CROSSLEY,2
NL,STAR,STAR,2
NL,HARTGE,HARTGE,2
NL,CHEVROLET-KMC,CHEVROLET-KMC,2
NL,GTD,GTD,2
NL,JULIA CAMPER,JULIA CAMPER,2
NL,GRANDIN,GRANDIN,2
NL,SCANIA-VABIS,SCANIA-VABIS,2
GB,ADRIA,ADRIA,2
NL,CHRYSLER-SUNBEAM,CHRYSLER-SUNBEAM,2
NL,FORMOSA,FORMOSA,2
NL,LAFITTE,LAFITTE,2
NL,BURLINGTON,BURLINGTON,2
NL,BACKDRAFT,BACKDRAFT,2
NL,DODGE-BONANZA,DODGE-BONANZA,2
NL,DJ SPORTS CARS,DJ SPORTS CARS,2
NL,CITROEN/CHAUSSON,CITROEN/CHAUSSON,2
NL,AMBASSADOR,AMBASSADOR,2
NL,GORDON KEEBLE,GORDON KEEBLE,2
NL,ROMAHOME,ROMAHOME,2
GB,DERBI,DERBI,2
NL,HAN,HAN,2
NL,CHEVROLET-TIOGA,CHEVROLET-TIOGA,2
NL,JINGDEZHEN CHANGHE,JINGDEZHEN CHANGHE,2
NL,ROCHDALE,ROCHDALE,2
NL,EVANTE,EVANTE,2
NL,ARTO,ARTO,2
NL,MACK,MACK,2
GB,BELARUS,BELARUS,2
NL,M&R RACE KABRIO M,M&R RACE KABRIO M,2
NL,MARQUETTE,MARQUETTE,2
NL,PURSANG,PURSANG,2
NL,JOWETT-JAVELIN,JOWETT-JAVELIN,2
NL,CHEVROLET-XPLORER,CHEVROLET-XPLORER,2
NL,MITSUOKA,MITSUOKA,2
NL,DERBY,DERBY,2
NL,GURGEL,GURGEL,2
NL,SPCNS,SPCNS,2
NL,GREGOIRE,GREGOIRE,2
NL,NOBLE,NOBLE,2
NL,CHEVROLET-BARTH,CHEVROLET-BARTH,2
NL,LEYLAND-DEN OUDSTEN,LEYLAND-DEN OUDSTEN,2
NL,SEA / MC LOUIS,SEA / MC LOUIS,2
NL,MCCOY,MCCOY,2
NL,NATIONAL COACH ENG.,NATIONAL COACH ENG.,2
NL,MEIER,MEIER,2
NL,HMC SPORTCARS (GB,HMC SPORTCARS (GB,2
NL,VEB,VEB,2
NL,GMC-PACE ARROW,GMC-PACE ARROW,2
NL,REGAL,REGAL,2
NL,CHANDLER,CHANDLER,2
NL,BUCKLER,BUCKLER,2
NL,SIMPLEX,SIMPLEX,2
NL,B.M.C.,B.M.C.,2
NL,BA3,BA3,2
NL,MG TF KIT,MG TF KIT,2
NL,KOENIGSEGG,KOENIGSEGG,2
NL,BMC,BMC,2
NL,SAKER,SAKER,2
NL,SS,SS,2
NL,MOSS MONACO,MOSS MONACO,2
NL,MODEL A,MODEL A,2
NL,SOUTHERN ROADCRAFT,SOUTHERN ROADCRAFT,2
NL,LATERAL DESIGN LIMITED,LATERAL DESIGN LIMITED,2
NL,FOUR WINDS,FOUR WINDS,2
NL,VANGUARD,VANGUARD,2
NL,SEITZ,SEITZ,2
NL,HANROAD,HANROAD,2
NL,AHA COACH,AHA COACH,2
NL,ITALA,ITALA,2
NL,VELOREX,VELOREX,2
NL,BIOTA,BIOTA,2
NL,FALCON,FALCON,2
NL,IVM-AUTOMOTIVE,IVM-AUTOMOTIVE,2
NL,RUSKA,RUSKA,2
NL,AUTHI,AUTHI,2
NL,VERITAS,VERITAS,2
NL,BUNKERVAN,BUNKERVAN,2
NL,SKYWELL,SKYWELL,2
NL,BLAUGAM,BLAUGAM,2
NL,SHAY,SHAY,2
