country,total,mapped,unknown,coverage,table
DE,196388153,189697186,4617329,0.9659298847828158,fleet_stock
GB,2738138014,2710536642,28591154,0.9899196564019508,fleet_stock
NL,9166650,9021836,16,0.9842020803674189,fleet_stock
GB,48934340,48547224,543935,0.9920890728269759,fleet_new_reg
