make,model_gen,country,series,year,stock,target_generations
VOLKSWAGEN,PHAETON,DE,FZ2,2024,10575,1
VOLKSWAGEN,PHAETON,DE,FZ2,2025,9766,1
VOLKSWAGEN,PHAETON,DE,FZ2,2026,8822,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2019,44947,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2020,42690,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2021,40883,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2022,38555,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2023,36756,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2024,35052,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2025,33060,1
VOLKSWAGEN,SCIROCCO,DE,FZ2,2026,31165,1
VOLVO,C70,DE,FZ2,2019,7286,1
VOLVO,C70,DE,FZ2,2020,7175,1
VOLVO,C70,DE,FZ2,2021,7103,1
VOLVO,C70,DE,FZ2,2022,6977,1
VOLVO,C70,DE,FZ2,2023,6836,1
VOLVO,C70,DE,FZ2,2024,6695,1
VOLVO,C70,DE,FZ2,2025,6567,1
VOLVO,C70,DE,FZ2,2026,6390,1
