make,model_gen,generation,country,series,cohort,year,stock,retention
ABARTH,500,312,GB,VEH0124,2009,2014,892,0.9988801791713325
ABARTH,500,312,GB,VEH0124,2009,2015,893,1.0
ABARTH,500,312,GB,VEH0124,2009,2016,876,0.9809630459126539
ABARTH,500,312,GB,VEH0124,2009,2017,846,0.9473684210526315
ABARTH,500,312,GB,VEH0124,2009,2018,807,0.9036954087346024
ABARTH,500,312,GB,VEH0124,2009,2019,793,0.8880179171332587
ABARTH,500,312,GB,VEH0124,2009,2020,755,0.845464725643897
ABARTH,500,312,GB,VEH0124,2009,2021,745,0.8342665173572228
ABARTH,500,312,GB,VEH0124,2009,2022,734,0.8219484882418813
ABARTH,500,312,GB,VEH0124,2009,2023,691,0.7737961926091825
ABARTH,500,312,GB,VEH0124,2009,2024,660,0.7390817469204927
ABARTH,500,312,GB,VEH0124,2009,2025,622,0.696528555431131
ABARTH,500,312,GB,VEH0124,2010,2014,1060,1.0
ABARTH,500,312,GB,VEH0124,2010,2015,1042,0.9830188679245283
ABARTH,500,312,GB,VEH0124,2010,2016,1040,0.9811320754716981
ABARTH,500,312,GB,VEH0124,2010,2017,1001,0.9443396226415094
ABARTH,500,312,GB,VEH0124,2010,2018,975,0.9198113207547169
ABARTH,500,312,GB,VEH0124,2010,2019,930,0.8773584905660378
ABARTH,500,312,GB,VEH0124,2010,2020,901,0.85
ABARTH,500,312,GB,VEH0124,2010,2021,902,0.8509433962264151
ABARTH,500,312,GB,VEH0124,2010,2022,864,0.8150943396226416
ABARTH,500,312,GB,VEH0124,2010,2023,846,0.7981132075471699
ABARTH,500,312,GB,VEH0124,2010,2024,818,0.7716981132075472
ABARTH,500,312,GB,VEH0124,2010,2025,781,0.7367924528301887
ABARTH,500,312,GB,VEH0124,2011,2014,978,1.0
ABARTH,500,312,GB,VEH0124,2011,2015,965,0.9867075664621677
ABARTH,500,312,GB,VEH0124,2011,2016,950,0.9713701431492843
ABARTH,500,312,GB,VEH0124,2011,2017,935,0.9560327198364008
ABARTH,500,312,GB,VEH0124,2011,2018,910,0.9304703476482618
ABARTH,500,312,GB,VEH0124,2011,2019,897,0.9171779141104295
ABARTH,500,312,GB,VEH0124,2011,2020,874,0.8936605316973415
ABARTH,500,312,GB,VEH0124,2011,2021,875,0.8946830265848671
ABARTH,500,312,GB,VEH0124,2011,2022,864,0.8834355828220859
ABARTH,500,312,GB,VEH0124,2011,2023,826,0.8445807770961146
ABARTH,500,312,GB,VEH0124,2011,2024,791,0.8087934560327198
ABARTH,500,312,GB,VEH0124,2011,2025,784,0.8016359918200409
ABARTH,500,312,GB,VEH0124,2012,2014,988,1.0
ABARTH,500,312,GB,VEH0124,2012,2015,981,0.992914979757085
ABARTH,500,312,GB,VEH0124,2012,2016,954,0.9655870445344129
ABARTH,500,312,GB,VEH0124,2012,2017,955,0.9665991902834008
ABARTH,500,312,GB,VEH0124,2012,2018,929,0.9402834008097166
ABARTH,500,312,GB,VEH0124,2012,2019,924,0.9352226720647774
ABARTH,500,312,GB,VEH0124,2012,2020,888,0.8987854251012146
ABARTH,500,312,GB,VEH0124,2012,2021,868,0.8785425101214575
ABARTH,500,312,GB,VEH0124,2012,2022,868,0.8785425101214575
ABARTH,500,312,GB,VEH0124,2012,2023,832,0.8421052631578947
ABARTH,500,312,GB,VEH0124,2012,2024,797,0.8066801619433198
ABARTH,500,312,GB,VEH0124,2012,2025,779,0.7884615384615384
ABARTH,500,312,GB,VEH0124,2013,2014,982,1.0
ABARTH,500,312,GB,VEH0124,2013,2015,968,0.9857433808553971
ABARTH,500,312,GB,VEH0124,2013,2016,953,0.9704684317718941
ABARTH,500,312,GB,VEH0124,2013,2017,929,0.9460285132382892
ABARTH,500,312,GB,VEH0124,2013,2018,922,0.9389002036659878
ABARTH,500,312,GB,VEH0124,2013,2019,888,0.9042769857433809
ABARTH,500,312,GB,VEH0124,2013,2020,896,0.9124236252545825
ABARTH,500,312,GB,VEH0124,2013,2021,875,0.8910386965376782
ABARTH,500,312,GB,VEH0124,2013,2022,838,0.8533604887983707
ABARTH,500,312,GB,VEH0124,2013,2023,817,0.8319755600814664
ABARTH,500,312,GB,VEH0124,2013,2024,797,0.8116089613034623
ABARTH,500,312,GB,VEH0124,2013,2025,773,0.7871690427698574
ABARTH,500,312,GB,VEH0124,2014,2014,1172,0.9991474850809889
ABARTH,500,312,GB,VEH0124,2014,2015,1173,1.0
ABARTH,500,312,GB,VEH0124,2014,2016,1133,0.9658994032395567
ABARTH,500,312,GB,VEH0124,2014,2017,1101,0.9386189258312021
ABARTH,500,312,GB,VEH0124,2014,2018,1085,0.9249786871270247
ABARTH,500,312,GB,VEH0124,2014,2019,1069,0.9113384484228474
ABARTH,500,312,GB,VEH0124,2014,2020,1061,0.9045183290707587
ABARTH,500,312,GB,VEH0124,2014,2021,1025,0.8738277919863597
ABARTH,500,312,GB,VEH0124,2014,2022,1026,0.8746803069053708
ABARTH,500,312,GB,VEH0124,2014,2023,1002,0.8542199488491049
ABARTH,500,312,GB,VEH0124,2014,2024,996,0.8491048593350383
ABARTH,500,312,GB,VEH0124,2014,2025,981,0.8363171355498721
ABARTH,500,312,GB,VEH0124,2015,2015,2149,1.0
ABARTH,500,312,GB,VEH0124,2015,2016,2141,0.9962773382968823
ABARTH,500,312,GB,VEH0124,2015,2017,2139,0.9953466728711028
ABARTH,500,312,GB,VEH0124,2015,2018,2048,0.9530013959981387
ABARTH,500,312,GB,VEH0124,2015,2019,2059,0.9581200558399255
ABARTH,500,312,GB,VEH0124,2015,2020,2031,0.9450907398790135
ABARTH,500,312,GB,VEH0124,2015,2021,1986,0.9241507677989763
ABARTH,500,312,GB,VEH0124,2015,2022,1979,0.9208934388087483
ABARTH,500,312,GB,VEH0124,2015,2023,1925,0.8957654723127035
ABARTH,500,312,GB,VEH0124,2015,2024,1897,0.8827361563517915
ABARTH,500,312,GB,VEH0124,2015,2025,1871,0.8706375058166589
ABARTH,500,312,GB,VEH0124,2016,2016,3126,1.0
ABARTH,500,312,GB,VEH0124,2016,2017,3030,0.9692898272552783
ABARTH,500,312,GB,VEH0124,2016,2018,2924,0.9353806781829814
ABARTH,500,312,GB,VEH0124,2016,2019,2861,0.9152271273192578
ABARTH,500,312,GB,VEH0124,2016,2020,2822,0.9027511196417146
ABARTH,500,312,GB,VEH0124,2016,2021,2748,0.8790786948176583
ABARTH,500,312,GB,VEH0124,2016,2022,2756,0.8816378758797185
ABARTH,500,312,GB,VEH0124,2016,2023,2707,0.8659628918746002
ABARTH,500,312,GB,VEH0124,2016,2024,2675,0.8557261676263596
ABARTH,500,312,GB,VEH0124,2016,2025,2634,0.8426103646833013
ABARTH,500,312,GB,VEH0124,2017,2017,3351,1.0
ABARTH,500,312,GB,VEH0124,2017,2018,3252,0.9704565801253358
ABARTH,500,312,GB,VEH0124,2017,2019,3152,0.9406147418680991
ABARTH,500,312,GB,VEH0124,2017,2020,3030,0.9042076991942704
ABARTH,500,312,GB,VEH0124,2017,2021,2966,0.8851089227096389
ABARTH,500,312,GB,VEH0124,2017,2022,2995,0.8937630558042375
ABARTH,500,312,GB,VEH0124,2017,2023,2934,0.8755595344673232
ABARTH,500,312,GB,VEH0124,2017,2024,2913,0.8692927484333035
ABARTH,500,312,GB,VEH0124,2017,2025,2872,0.8570575947478365
ABARTH,500,312,GB,VEH0124,2018,2018,3789,1.0
ABARTH,500,312,GB,VEH0124,2018,2019,3705,0.9778305621536025
ABARTH,500,312,GB,VEH0124,2018,2020,3615,0.9540775930324624
ABARTH,500,312,GB,VEH0124,2018,2021,3429,0.9049881235154394
ABARTH,500,312,GB,VEH0124,2018,2022,3469,0.9155449986803906
ABARTH,500,312,GB,VEH0124,2018,2023,3421,0.9028767484824491
ABARTH,500,312,GB,VEH0124,2018,2024,3380,0.8920559514383742
ABARTH,500,312,GB,VEH0124,2018,2025,3354,0.885193982581156
ABARTH,500,312,GB,VEH0124,2019,2019,2443,0.9870707070707071
ABARTH,500,312,GB,VEH0124,2019,2020,2475,1.0
ABARTH,500,312,GB,VEH0124,2019,2021,2352,0.9503030303030303
ABARTH,500,312,GB,VEH0124,2019,2022,2348,0.9486868686868687
ABARTH,500,312,GB,VEH0124,2019,2023,2293,0.9264646464646464
ABARTH,500,312,GB,VEH0124,2019,2024,2300,0.9292929292929293
ABARTH,500,312,GB,VEH0124,2019,2025,2275,0.9191919191919192
ABARTH,500,312,GB,VEH0124,2020,2020,1896,1.0
ABARTH,500,312,GB,VEH0124,2020,2021,1863,0.9825949367088608
ABARTH,500,312,GB,VEH0124,2020,2022,1842,0.9715189873417721
ABARTH,500,312,GB,VEH0124,2020,2023,1774,0.9356540084388185
ABARTH,500,312,GB,VEH0124,2020,2024,1747,0.9214135021097046
ABARTH,500,312,GB,VEH0124,2020,2025,1790,0.9440928270042194
ABARTH,500,312,GB,VEH0124,2021,2021,1772,1.0
ABARTH,500,312,GB,VEH0124,2021,2022,1754,0.989841986455982
ABARTH,500,312,GB,VEH0124,2021,2023,1728,0.9751693002257337
ABARTH,500,312,GB,VEH0124,2021,2024,1693,0.9554176072234764
ABARTH,500,312,GB,VEH0124,2021,2025,1714,0.9672686230248307
ABARTH,500,312,GB,VEH0124,2022,2022,1029,0.9725897920604915
ABARTH,500,312,GB,VEH0124,2022,2023,1058,1.0
ABARTH,500,312,GB,VEH0124,2022,2024,1057,0.999054820415879
ABARTH,500,312,GB,VEH0124,2022,2025,1030,0.9735349716446124
ABARTH,500,312,GB,VEH0124,2023,2023,501,0.9312267657992565
ABARTH,500,312,GB,VEH0124,2023,2024,538,1.0
ABARTH,500,312,GB,VEH0124,2023,2025,537,0.9981412639405205
ABARTH,500,312,GB,VEH0124,2024,2024,500,1.0
ABARTH,500,312,GB,VEH0124,2024,2025,483,0.966
ABARTH,500,312,GB,VEH0124,2025,2025,19,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2014,108,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2015,108,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2016,103,0.9537037037037037
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2017,91,0.8425925925925926
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2018,88,0.8148148148148148
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2019,82,0.7592592592592593
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2020,67,0.6203703703703703
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2021,74,0.6851851851851852
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2022,63,0.5833333333333334
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2023,61,0.5648148148148148
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2024,52,0.48148148148148145
ALFA ROMEO,147 GTA,937,GB,VEH0124,2003,2025,59,0.5462962962962963
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2014,105,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2015,105,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2016,98,0.9333333333333333
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2017,94,0.8952380952380953
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2018,86,0.819047619047619
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2019,76,0.7238095238095238
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2020,73,0.6952380952380952
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2021,74,0.7047619047619048
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2022,67,0.638095238095238
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2023,57,0.5428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2024,55,0.5238095238095238
ALFA ROMEO,147 GTA,937,GB,VEH0124,2004,2025,60,0.5714285714285714
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2014,35,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2015,29,0.8285714285714286
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2016,29,0.8285714285714286
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2017,33,0.9428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2018,30,0.8571428571428571
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2019,25,0.7142857142857143
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2020,19,0.5428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2021,19,0.5428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2022,19,0.5428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2023,21,0.6
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2024,19,0.5428571428571428
ALFA ROMEO,147 GTA,937,GB,VEH0124,2005,2025,20,0.5714285714285714
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2014,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2015,2,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2016,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2017,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2018,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2019,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2020,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2021,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2022,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2023,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2024,1,0.5
ALFA ROMEO,147 GTA,937,GB,VEH0124,2006,2025,2,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2014,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2015,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2016,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2017,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2018,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2019,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2020,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2021,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2022,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2023,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2024,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2007,2025,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2014,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2015,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2016,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2017,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2018,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2019,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2020,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2021,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2022,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2023,0,0.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2024,1,1.0
ALFA ROMEO,147 GTA,937,GB,VEH0124,2008,2025,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,1992,2014,5,1.0
ALFA ROMEO,155,167,GB,VEH0124,1992,2015,5,1.0
ALFA ROMEO,155,167,GB,VEH0124,1992,2016,4,0.8
ALFA ROMEO,155,167,GB,VEH0124,1992,2017,3,0.6
ALFA ROMEO,155,167,GB,VEH0124,1992,2018,2,0.4
ALFA ROMEO,155,167,GB,VEH0124,1992,2019,1,0.2
ALFA ROMEO,155,167,GB,VEH0124,1992,2020,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1992,2021,1,0.2
ALFA ROMEO,155,167,GB,VEH0124,1992,2022,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1992,2023,1,0.2
ALFA ROMEO,155,167,GB,VEH0124,1992,2024,1,0.2
ALFA ROMEO,155,167,GB,VEH0124,1992,2025,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1993,2014,6,0.6666666666666666
ALFA ROMEO,155,167,GB,VEH0124,1993,2015,9,1.0
ALFA ROMEO,155,167,GB,VEH0124,1993,2016,8,0.8888888888888888
ALFA ROMEO,155,167,GB,VEH0124,1993,2017,5,0.5555555555555556
ALFA ROMEO,155,167,GB,VEH0124,1993,2018,4,0.4444444444444444
ALFA ROMEO,155,167,GB,VEH0124,1993,2019,4,0.4444444444444444
ALFA ROMEO,155,167,GB,VEH0124,1993,2020,3,0.3333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1993,2021,3,0.3333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1993,2022,4,0.4444444444444444
ALFA ROMEO,155,167,GB,VEH0124,1993,2023,4,0.4444444444444444
ALFA ROMEO,155,167,GB,VEH0124,1993,2024,5,0.5555555555555556
ALFA ROMEO,155,167,GB,VEH0124,1993,2025,5,0.5555555555555556
ALFA ROMEO,155,167,GB,VEH0124,1994,2014,12,0.8
ALFA ROMEO,155,167,GB,VEH0124,1994,2015,15,1.0
ALFA ROMEO,155,167,GB,VEH0124,1994,2016,11,0.7333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1994,2017,12,0.8
ALFA ROMEO,155,167,GB,VEH0124,1994,2018,8,0.5333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1994,2019,7,0.4666666666666667
ALFA ROMEO,155,167,GB,VEH0124,1994,2020,6,0.4
ALFA ROMEO,155,167,GB,VEH0124,1994,2021,4,0.26666666666666666
ALFA ROMEO,155,167,GB,VEH0124,1994,2022,5,0.3333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1994,2023,5,0.3333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1994,2024,4,0.26666666666666666
ALFA ROMEO,155,167,GB,VEH0124,1994,2025,4,0.26666666666666666
ALFA ROMEO,155,167,GB,VEH0124,1995,2014,29,0.9354838709677419
ALFA ROMEO,155,167,GB,VEH0124,1995,2015,31,1.0
ALFA ROMEO,155,167,GB,VEH0124,1995,2016,28,0.9032258064516129
ALFA ROMEO,155,167,GB,VEH0124,1995,2017,21,0.6774193548387096
ALFA ROMEO,155,167,GB,VEH0124,1995,2018,18,0.5806451612903226
ALFA ROMEO,155,167,GB,VEH0124,1995,2019,16,0.5161290322580645
ALFA ROMEO,155,167,GB,VEH0124,1995,2020,14,0.45161290322580644
ALFA ROMEO,155,167,GB,VEH0124,1995,2021,15,0.4838709677419355
ALFA ROMEO,155,167,GB,VEH0124,1995,2022,9,0.2903225806451613
ALFA ROMEO,155,167,GB,VEH0124,1995,2023,10,0.3225806451612903
ALFA ROMEO,155,167,GB,VEH0124,1995,2024,11,0.3548387096774194
ALFA ROMEO,155,167,GB,VEH0124,1995,2025,7,0.22580645161290322
ALFA ROMEO,155,167,GB,VEH0124,1996,2014,45,1.0
ALFA ROMEO,155,167,GB,VEH0124,1996,2015,45,1.0
ALFA ROMEO,155,167,GB,VEH0124,1996,2016,35,0.7777777777777778
ALFA ROMEO,155,167,GB,VEH0124,1996,2017,36,0.8
ALFA ROMEO,155,167,GB,VEH0124,1996,2018,29,0.6444444444444445
ALFA ROMEO,155,167,GB,VEH0124,1996,2019,25,0.5555555555555556
ALFA ROMEO,155,167,GB,VEH0124,1996,2020,19,0.4222222222222222
ALFA ROMEO,155,167,GB,VEH0124,1996,2021,17,0.37777777777777777
ALFA ROMEO,155,167,GB,VEH0124,1996,2022,12,0.26666666666666666
ALFA ROMEO,155,167,GB,VEH0124,1996,2023,14,0.3111111111111111
ALFA ROMEO,155,167,GB,VEH0124,1996,2024,15,0.3333333333333333
ALFA ROMEO,155,167,GB,VEH0124,1996,2025,13,0.28888888888888886
ALFA ROMEO,155,167,GB,VEH0124,1997,2014,44,1.0
ALFA ROMEO,155,167,GB,VEH0124,1997,2015,41,0.9318181818181818
ALFA ROMEO,155,167,GB,VEH0124,1997,2016,32,0.7272727272727273
ALFA ROMEO,155,167,GB,VEH0124,1997,2017,28,0.6363636363636364
ALFA ROMEO,155,167,GB,VEH0124,1997,2018,27,0.6136363636363636
ALFA ROMEO,155,167,GB,VEH0124,1997,2019,21,0.4772727272727273
ALFA ROMEO,155,167,GB,VEH0124,1997,2020,22,0.5
ALFA ROMEO,155,167,GB,VEH0124,1997,2021,13,0.29545454545454547
ALFA ROMEO,155,167,GB,VEH0124,1997,2022,14,0.3181818181818182
ALFA ROMEO,155,167,GB,VEH0124,1997,2023,14,0.3181818181818182
ALFA ROMEO,155,167,GB,VEH0124,1997,2024,11,0.25
ALFA ROMEO,155,167,GB,VEH0124,1997,2025,10,0.22727272727272727
ALFA ROMEO,155,167,GB,VEH0124,1999,2014,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2015,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2016,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2017,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2018,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2019,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2020,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2021,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2022,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2023,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2024,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,1999,2025,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2014,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2015,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2016,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2017,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2018,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2019,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2020,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2021,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2022,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2023,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2024,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2000,2025,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2014,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2015,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2016,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2017,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2018,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2019,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2020,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2021,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2022,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2023,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2024,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2001,2025,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2014,1,1.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2015,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2016,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2017,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2018,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2019,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2020,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2021,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2022,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2023,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2024,0,0.0
ALFA ROMEO,155,167,GB,VEH0124,2003,2025,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2014,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2015,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2016,1,1.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2017,1,1.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2018,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2019,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2020,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2021,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2022,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2023,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2024,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1997,2025,0,0.0
ALFA ROMEO,156,932,GB,VEH0124,1998,2014,258,1.0
ALFA ROMEO,156,932,GB,VEH0124,1998,2015,212,0.8217054263565892
ALFA ROMEO,156,932,GB,VEH0124,1998,2016,156,0.6046511627906976
ALFA ROMEO,156,932,GB,VEH0124,1998,2017,111,0.43023255813953487
ALFA ROMEO,156,932,GB,VEH0124,1998,2018,89,0.3449612403100775
ALFA ROMEO,156,932,GB,VEH0124,1998,2019,69,0.26744186046511625
ALFA ROMEO,156,932,GB,VEH0124,1998,2020,58,0.2248062015503876
ALFA ROMEO,156,932,GB,VEH0124,1998,2021,49,0.18992248062015504
ALFA ROMEO,156,932,GB,VEH0124,1998,2022,39,0.1511627906976744
ALFA ROMEO,156,932,GB,VEH0124,1998,2023,36,0.13953488372093023
ALFA ROMEO,156,932,GB,VEH0124,1998,2024,29,0.1124031007751938
ALFA ROMEO,156,932,GB,VEH0124,1998,2025,28,0.10852713178294573
ALFA ROMEO,156,932,GB,VEH0124,1999,2014,377,1.0
ALFA ROMEO,156,932,GB,VEH0124,1999,2015,266,0.7055702917771883
ALFA ROMEO,156,932,GB,VEH0124,1999,2016,191,0.506631299734748
ALFA ROMEO,156,932,GB,VEH0124,1999,2017,137,0.363395225464191
ALFA ROMEO,156,932,GB,VEH0124,1999,2018,102,0.27055702917771884
ALFA ROMEO,156,932,GB,VEH0124,1999,2019,76,0.20159151193633953
ALFA ROMEO,156,932,GB,VEH0124,1999,2020,70,0.1856763925729443
ALFA ROMEO,156,932,GB,VEH0124,1999,2021,55,0.14588859416445624
ALFA ROMEO,156,932,GB,VEH0124,1999,2022,48,0.1273209549071618
ALFA ROMEO,156,932,GB,VEH0124,1999,2023,49,0.129973474801061
ALFA ROMEO,156,932,GB,VEH0124,1999,2024,42,0.11140583554376658
ALFA ROMEO,156,932,GB,VEH0124,1999,2025,37,0.09814323607427056
ALFA ROMEO,156,932,GB,VEH0124,2000,2014,1026,1.0
ALFA ROMEO,156,932,GB,VEH0124,2000,2015,689,0.6715399610136452
ALFA ROMEO,156,932,GB,VEH0124,2000,2016,466,0.45419103313840153
ALFA ROMEO,156,932,GB,VEH0124,2000,2017,336,0.32748538011695905
ALFA ROMEO,156,932,GB,VEH0124,2000,2018,248,0.24171539961013644
ALFA ROMEO,156,932,GB,VEH0124,2000,2019,171,0.16666666666666666
